V1	V2	V3	V4
RELA	5970	TNFRSF10A	8797
RELA	5970	TNFAIP2	7127
RELA	5970	TMEM95	339168
RELA	5970	TMEM86B	255043
RELA	5970	TMEM74B	55321
RELA	5970	TMEM240	339453
RELA	5970	TMBIM6	7009
RELA	5970	TJAP1	93643
RELA	5970	TINAGL1	64129
RELA	5970	TICAM1	148022
RELA	5970	TFE3	7030
RELA	5970	TEX34	124783
RELA	5970	TCTEX1D4	343521
RELA	5970	TCEA2	6919
RELA	5970	TBX15	6913
RELA	5970	TATDN1	83940
RELA	5970	TAPBPL	55080
RELA	5970	TAPBP	6892
RELA	5970	TAP1	6890
RELA	5970	TANK	10010
RELA	5970	SYT8	90019
RELA	5970	SYS1-DBNDD2	767557
RELA	5970	SYS1	90196
RELA	5970	SYNPO	11346
RELA	5970	SYNC	81493
RELA	5970	STX11	8676
RELA	5970	STX10	8677
RELA	5970	STRBP	55342
RELA	5970	STAT6	6778
RELA	5970	STAT5A	6776
RELA	5970	STARD13	90627
RELA	5970	ST20-MTHFS	100528021
RELA	5970	ST20	400410
RELA	5970	ST13P4	145165
RELA	5970	SSBP3	23648
RELA	5970	SREBF2	6721
RELA	5970	SPRED3	399473
RELA	5970	SPRED2	200734
RELA	5970	SPPL2A	84888
RELA	5970	SPATS2	65244
RELA	5970	SOX5	6660
RELA	5970	SOX10	6663
RELA	5970	SOCS2	8835
RELA	5970	SNORD19	692089
RELA	5970	SNCG	6623
RELA	5970	SMPD2	6610
RELA	5970	SMG9	56006
RELA	5970	SLIT3	6586
RELA	5970	SLC7A7	9056
RELA	5970	SLC6A14	11254
RELA	5970	SLC4A8	9498
RELA	5970	SLC41A2	84102
RELA	5970	SLC38A1	81539
RELA	5970	SLC35A2	7355
RELA	5970	SLC30A3	7781
RELA	5970	SLC2A6	11182
RELA	5970	SLC25A27	9481
RELA	5970	SLAMF8	56833
RELA	5970	SLAIN2	57606
RELA	5970	SIRT2	22933
RELA	5970	SHC1	6464
RELA	5970	SH3GL2	6456
RELA	5970	SH3BP1	23616
RELA	5970	SH2B3	10019
RELA	5970	SGPP2	130367
RELA	5970	SFTPA2	729238
RELA	5970	SEPT9	10801
RELA	5970	SEPT8	23176
RELA	5970	SEPT11	55752
RELA	5970	SENP1	29843
RELA	5970	SEMA4C	54910
RELA	5970	SELE	6401
RELA	5970	SEC23B	10483
RELA	5970	SEC11C	90701
RELA	5970	SDC4	6385
RELA	5970	SCAF1	58506
RELA	5970	SALL2	6297
RELA	5970	SAA2	6289
RELA	5970	S100A6	6277
RELA	5970	RPRD2	23248
RELA	5970	RPH3A	22895
RELA	5970	RNPC3	55599
RELA	5970	RNF31	55072
RELA	5970	RNF167	26001
RELA	5970	RNF14	9604
RELA	5970	RMI2	116028
RELA	5970	RIPK2	8767
RELA	5970	RIMS3	9783
RELA	5970	RHOD	29984
RELA	5970	RHBDL2	54933
RELA	5970	RHBDF1	64285
RELA	5970	RGS16	6004
RELA	5970	RGS1	5996
RELA	5970	REV3L	5980
RELA	5970	REM2	161253
RELA	5970	RC3H2	54542
RELA	5970	RBM23	55147
RELA	5970	RASSF5	83593
RELA	5970	RASSF2	9770
RELA	5970	RARG	5916
RELA	5970	RARA	5914
RELA	5970	RAPH1	65059
RELA	5970	RAP2C	57826
RELA	5970	RANBP1	5902
RELA	5970	RAB35	11021
RELA	5970	RAB11FIP1	80223
RELA	5970	PTX3	5806
RELA	5970	PSMA6	5687
RELA	5970	PRRT1	80863
RELA	5970	PRPH	5630
RELA	5970	PRCC	5546
RELA	5970	PPM1B	5495
RELA	5970	PPARD	5467
RELA	5970	PPARA	5465
RELA	5970	POU3F4	5456
RELA	5970	PODXL	5420
RELA	5970	PLEKHG6	55200
RELA	5970	PLCL2	23228
RELA	5970	PLAU	5328
RELA	5970	PLAC1	10761
RELA	5970	PITX3	5309
RELA	5970	PIM1	5292
RELA	5970	PIGR	5284
RELA	5970	PIGM	93183
RELA	5970	PGR	5241
RELA	5970	PGLYRP2	114770
RELA	5970	PGF	5228
RELA	5970	PEPD	5184
RELA	5970	PEAK1	79834
RELA	5970	PDZK1IP1	10158
RELA	5970	PDE3A	5139
RELA	5970	PCSK2	5126
RELA	5970	PCK2	5106
RELA	5970	PCDHAC2	56134
RELA	5970	PATL1	219988
RELA	5970	PAPPA2	60676
RELA	5970	PABPC4	8761
RELA	5970	OST4	100128731
RELA	5970	OR7E91P	79315
RELA	5970	OR4P4	81300
RELA	5970	OR2K2	26248
RELA	5970	OR2A7	401427
RELA	5970	OR2A25	392138
RELA	5970	OR13D1	286365
RELA	5970	OR10A3	26496
RELA	5970	NUP62	23636
RELA	5970	NUP153	9972
RELA	5970	NUDT3	11165
RELA	5970	NTN1	9423
RELA	5970	NTF3	4908
RELA	5970	NR4A2	4929
RELA	5970	NR4A1	3164
RELA	5970	NR1D1	9572
RELA	5970	NPB	256933
RELA	5970	NOL4	8715
RELA	5970	NOL3	8996
RELA	5970	NMBR	4829
RELA	5970	NLK	51701
RELA	5970	NIPSNAP1	8508
RELA	5970	NID1	4811
RELA	5970	NFATC1	4772
RELA	5970	NEO1	4756
RELA	5970	NEK8	284086
RELA	5970	NEK6	10783
RELA	5970	NDE1	54820
RELA	5970	NCF2	4688
RELA	5970	MYOG	4656
RELA	5970	MYO7A	4647
RELA	5970	MYL1	4632
RELA	5970	MYC	4609
RELA	5970	MYBPH	4608
RELA	5970	MSN	4478
RELA	5970	MRPL14	64928
RELA	5970	MRM1	79922
RELA	5970	MREG	55686
RELA	5970	MOGS	7841
RELA	5970	MMP3	4314
RELA	5970	MMP14	4323
RELA	5970	MLL5	55904
RELA	5970	MLL	4297
RELA	5970	MKNK2	2872
RELA	5970	MITF	4286
RELA	5970	MIRLET7I	406891
RELA	5970	MIR92A1	407048
RELA	5970	MIR601	693186
RELA	5970	MIR5700	100847031
RELA	5970	MIR5088	100847074
RELA	5970	MIR5004	100847012
RELA	5970	MIR497HG	100506755
RELA	5970	MIR497	574456
RELA	5970	MIR484	619553
RELA	5970	MIR4285	100422858
RELA	5970	MIR3529	100616238
RELA	5970	MIR3191	100422832
RELA	5970	MIR3190	100422899
RELA	5970	MIR218-2	407001
RELA	5970	MIR20A	406982
RELA	5970	MIR19B1	406980
RELA	5970	MIR19A	406979
RELA	5970	MIR195	406971
RELA	5970	MIR191	406966
RELA	5970	MIR18A	406953
RELA	5970	MIR17HG	407975
RELA	5970	MIR17	406952
RELA	5970	MIR1260B	100422991
RELA	5970	MIR100	406892
RELA	5970	MINOS1	440574
RELA	5970	MICA	100507436
RELA	5970	MEFV	4210
RELA	5970	MED11	400569
RELA	5970	MCAM	4162
RELA	5970	MARK1	4139
RELA	5970	MAPK4	5596
RELA	5970	MAP3K8	1326
RELA	5970	MAP3K5	4217
RELA	5970	MAP2K3	5606
RELA	5970	MAGI1	9223
RELA	5970	MAFF	23764
RELA	5970	MAD2L2	10459
RELA	5970	LST1	7940
RELA	5970	LSR	51599
RELA	5970	LSG1	55341
RELA	5970	LRRN2	10446
RELA	5970	LRRC8B	23507
RELA	5970	LRRC4B	94030
RELA	5970	LPPR1	54886
RELA	5970	LPAR5	57121
RELA	5970	LOXL3	84695
RELA	5970	LOC730227	730227
RELA	5970	LOC728855	728855
RELA	5970	LOC728175	728175
RELA	5970	LOC654433	654433
RELA	5970	LOC646626	646626
RELA	5970	LOC646576	646576
RELA	5970	LOC645676	645676
RELA	5970	LOC440944	440944
RELA	5970	LOC440354	440354
RELA	5970	LOC400027	400027
RELA	5970	LOC387895	387895
RELA	5970	LOC340037	340037
RELA	5970	LOC284648	284648
RELA	5970	LOC283663	283663
RELA	5970	LOC283104	283104
RELA	5970	LOC283089	283089
RELA	5970	LOC257358	257358
RELA	5970	LOC149086	149086
RELA	5970	LOC100507547	100507547
RELA	5970	LOC100507472	100507472
RELA	5970	LOC100507331	100507331
RELA	5970	LOC100507050	100507050
RELA	5970	LOC100506713	100506713
RELA	5970	LOC100288428	100288428
RELA	5970	LOC100287616	100287616
RELA	5970	LOC100287177	100287177
RELA	5970	LOC100286844	100286844
RELA	5970	LOC100132891	100132891
RELA	5970	LOC100130894	100130894
RELA	5970	LINC00606	285370
RELA	5970	LINC00478	388815
RELA	5970	LEAP2	116842
RELA	5970	LBP	3929
RELA	5970	LAD1	3898
RELA	5970	KY	339855
RELA	5970	KSR1	8844
RELA	5970	KRTAP13-1	140258
RELA	5970	KRT15	3866
RELA	5970	KREMEN2	79412
RELA	5970	KIF4A	24137
RELA	5970	KIAA0430	9665
RELA	5970	KIAA0040	9674
RELA	5970	KCTD11	147040
RELA	5970	KCNT2	343450
RELA	5970	KCNS3	3790
RELA	5970	KCNK12	56660
RELA	5970	KCNB2	9312
RELA	5970	KANSL1L	151050
RELA	5970	JAK1	3716
RELA	5970	ITGB8	3696
RELA	5970	IRF6	3664
RELA	5970	IRF4	3662
RELA	5970	IRF2	3660
RELA	5970	IRF1	3659
RELA	5970	IQCC	55721
RELA	5970	IPO5	3843
RELA	5970	INTS6	26512
RELA	5970	INSC	387755
RELA	5970	IMMP2L	83943
RELA	5970	IL4	3565
RELA	5970	IL2RA	3559
RELA	5970	IL27RA	9466
RELA	5970	IL23A	51561
RELA	5970	IL2	3558
RELA	5970	IL1B	3553
RELA	5970	IL19	29949
RELA	5970	IL12B	3593
RELA	5970	IKZF3	22806
RELA	5970	IKBKE	9641
RELA	5970	IGF2BP1	10642
RELA	5970	IGF2	3481
RELA	5970	IGF1R	3480
RELA	5970	IFRD2	7866
RELA	5970	IER3	8870
RELA	5970	ICAM2	3384
RELA	5970	HTR3B	9177
RELA	5970	HSPE1-MOB4	100529241
RELA	5970	HSPE1	3336
RELA	5970	HSD3B7	80270
RELA	5970	HRASLS2	54979
RELA	5970	HPCAL4	51440
RELA	5970	HOXD8	3234
RELA	5970	HOXD3	3232
RELA	5970	HOXC4	3221
RELA	5970	HOXC10	3226
RELA	5970	HOXA13	3209
RELA	5970	HORMAD2	150280
RELA	5970	HNRNPF	3185
RELA	5970	HNF1A	6927
RELA	5970	HMGXB4	10042
RELA	5970	HMGN3	9324
RELA	5970	HLA-B	3106
RELA	5970	HIVEP2	3097
RELA	5970	HIVEP1	3096
RELA	5970	HIP1	3092
RELA	5970	HHIPL2	79802
RELA	5970	HDDC3	374659
RELA	5970	HDAC2	3066
RELA	5970	HDAC1	3065
RELA	5970	HCST	10870
RELA	5970	GTPBP1	9567
RELA	5970	GSTP1	2950
RELA	5970	GRWD1	83743
RELA	5970	GRM8	2918
RELA	5970	GRK5	2869
RELA	5970	GRINA	2907
RELA	5970	GRIN2D	2906
RELA	5970	GPR68	8111
RELA	5970	GPR55	9290
RELA	5970	GPR37L1	9283
RELA	5970	GPR132	29933
RELA	5970	GPM6A	2823
RELA	5970	GPBP1	65056
RELA	5970	GOLGA7B	401647
RELA	5970	GNL3	26354
RELA	5970	GNB1	2782
RELA	5970	GNAI2	2771
RELA	5970	GLCE	26035
RELA	5970	GHRL	51738
RELA	5970	GFM2	84340
RELA	5970	GEMIN7	79760
RELA	5970	GDF7	151449
RELA	5970	GATA4	2626
RELA	5970	GALR1	2587
RELA	5970	FXYD2	486
RELA	5970	FSTL3	10272
RELA	5970	FRMD6-AS2	100874185
RELA	5970	FOXP1	27086
RELA	5970	FOXJ2	55810
RELA	5970	FOXE3	2301
RELA	5970	FN1	2335
RELA	5970	FLT3LG	2323
RELA	5970	FLOT1	10211
RELA	5970	FLJ43663	378805
RELA	5970	FLJ39739	388685
RELA	5970	FLJ33630	644873
RELA	5970	FLJ16341	400957
RELA	5970	FKBPL	63943
RELA	5970	FKBP9	11328
RELA	5970	FIGF	2277
RELA	5970	FGF17	8822
RELA	5970	FFAR1	2864
RELA	5970	FCER2	2208
RELA	5970	FBXW9	84261
RELA	5970	FBXW11	23291
RELA	5970	FBXO2	26232
RELA	5970	FBRS	64319
RELA	5970	FAS-AS1	100302740
RELA	5970	FAM219A	203259
RELA	5970	FAM18A	780776
RELA	5970	FAM129A	116496
RELA	5970	FAM107A	11170
RELA	5970	ETNK2	55224
RELA	5970	ESR1	2099
RELA	5970	ESAM	90952
RELA	5970	EPHA6	285220
RELA	5970	ELL2	22936
RELA	5970	ELF4	2000
RELA	5970	ELF3	1999
RELA	5970	ELAVL2	1993
RELA	5970	EIF4G1	1981
RELA	5970	EHF	26298
RELA	5970	EHD1	10938
RELA	5970	EGFR	1956
RELA	5970	EFTUD2	9343
RELA	5970	EDN2	1907
RELA	5970	ECSCR	641700
RELA	5970	ECE1	1889
RELA	5970	DUSP9	1852
RELA	5970	DUSP22	56940
RELA	5970	DSC2	1824
RELA	5970	DRAP1	10589
RELA	5970	DQX1	165545
RELA	5970	DPF1	8193
RELA	5970	DLX6-AS1	285987
RELA	5970	DLL1	28514
RELA	5970	DLG4	1742
RELA	5970	DKK2	27123
RELA	5970	DKFZP564C196	284649
RELA	5970	DHRS7C	201140
RELA	5970	DGKI	9162
RELA	5970	DENND4A	10260
RELA	5970	DEF6	50619
RELA	5970	DEDD	9191
RELA	5970	DCX	1641
RELA	5970	DCTN5	84516
RELA	5970	DCLK1	9201
RELA	5970	DAZAP2	9802
RELA	5970	DAP3	7818
RELA	5970	DALRD3	55152
RELA	5970	CYBASC3	220002
RELA	5970	CXorf21	80231
RELA	5970	CXCR5	643
RELA	5970	CXCL6	6372
RELA	5970	CXCL5	6374
RELA	5970	CUX1	1523
RELA	5970	CTSB	1508
RELA	5970	CTNNB1	1499
RELA	5970	CTDSPL2	51496
RELA	5970	CT62	196993
RELA	5970	CSRP2BP	57325
RELA	5970	CSRP1	1465
RELA	5970	CSF2	1437
RELA	5970	CREB1	1385
RELA	5970	CRABP2	1382
RELA	5970	CPSF4L	642843
RELA	5970	COL1A1	1277
RELA	5970	COL11A2	1302
RELA	5970	CLIP2	7461
RELA	5970	CLDN15	24146
RELA	5970	CHST8	64377
RELA	5970	CFTR	1080
RELA	5970	CFLAR	8837
RELA	5970	CES5AP1	649264
RELA	5970	CDV3	55573
RELA	5970	CDH7	1005
RELA	5970	CDH5	1003
RELA	5970	CDH13	1012
RELA	5970	CDC73	79577
RELA	5970	CD83	9308
RELA	5970	CD80	941
RELA	5970	CD74	972
RELA	5970	CD40LG	959
RELA	5970	CCR8	1237
RELA	5970	CCR5	1234
RELA	5970	CCNL1	57018
RELA	5970	CCL3	6348
RELA	5970	CCL20	6364
RELA	5970	CCDC28B	79140
RELA	5970	CCDC148	130940
RELA	5970	CCDC107	203260
RELA	5970	CBX2	84733
RELA	5970	CASP8	841
RELA	5970	CASKIN2	57513
RELA	5970	CAMTA1	23261
RELA	5970	CAMK2A	815
RELA	5970	CAMK1D	57118
RELA	5970	CACNB3	784
RELA	5970	CACNA1G	8913
RELA	5970	C9orf172	389813
RELA	5970	C5orf58	133874
RELA	5970	C3orf15	89876
RELA	5970	C1orf9	51430
RELA	5970	C1orf213	148898
RELA	5970	C1orf186	440712
RELA	5970	C1orf151-NBL1	100532736
RELA	5970	C1orf106	55765
RELA	5970	C14orf49	161176
RELA	5970	C14orf176	643382
RELA	5970	C11orf67	28971
RELA	5970	BTBD1	53339
RELA	5970	BRCA2	675
RELA	5970	BMF	90427
RELA	5970	BICC1	80114
RELA	5970	BHLHE22	27319
RELA	5970	BEGAIN	57596
RELA	5970	BDNF	627
RELA	5970	BCL6B	255877
RELA	5970	BCL2L14	79370
RELA	5970	B2M	567
RELA	5970	AUP1	550
RELA	5970	ATG9B	285973
RELA	5970	ATG16L2	89849
RELA	5970	ATF6B	1388
RELA	5970	ARRB1	408
RELA	5970	ARPC5	10092
RELA	5970	ARID5A	10865
RELA	5970	ARID1B	57492
RELA	5970	ARHGEF7	8874
RELA	5970	ARHGEF2	9181
RELA	5970	AREG	374
RELA	5970	AR	367
RELA	5970	APOL3	80833
RELA	5970	APOC3	345
RELA	5970	AP4E1	23431
RELA	5970	AP4B1	10717
RELA	5970	AP1S2	8905
RELA	5970	ANKRD33B	651746
RELA	5970	ANKFN1	162282
RELA	5970	ALX4	60529
RELA	5970	ALG6	29929
RELA	5970	AKT1	207
RELA	5970	AKR1B1	231
RELA	5970	AIM2	9447
RELA	5970	AGXT	189
RELA	5970	AGT	183
RELA	5970	AGPAT1	10554
RELA	5970	AGER	177
RELA	5970	AFP	174
RELA	5970	ADORA2A	135
RELA	5970	ADAMTSL4	54507
RELA	5970	ADAMTS4	9507
RELA	5970	ADAMTS13	11093
RELA	5970	ACTN3	89
RELA	5970	ACTB	60
RELA	5970	ACTA2	59
RELA	5970	ACSS2	55902
RELA	5970	ACAN	176
RELA	5970	ABR	29
RELA	5970	A2M	2
REL	5966	ZNF428	126299
REL	5966	ZDHHC19	131540
REL	5966	ZBTB10	65986
REL	5966	XPO7	23039
REL	5966	WWTR1	25937
REL	5966	WNT5A	7474
REL	5966	WAC	51322
REL	5966	VNN3	55350
REL	5966	VCAN	1462
REL	5966	VANGL2	57216
REL	5966	UCK2	7371
REL	5966	UBE4B	10277
REL	5966	UBE2H	7328
REL	5966	UBA52	7311
REL	5966	TUT1	64852
REL	5966	TUBGCP4	27229
REL	5966	TP53	7157
REL	5966	TOX2	84969
REL	5966	TOR3A	64222
REL	5966	TNIP1	10318
REL	5966	TNFSF15	9966
REL	5966	TNFSF10	8743
REL	5966	TNFRSF1B	7133
REL	5966	TNFRSF11A	8792
REL	5966	TMEM74B	55321
REL	5966	TMEM48	55706
REL	5966	TMEM176B	28959
REL	5966	TMEM100	55273
REL	5966	TMCO7	79613
REL	5966	TMBIM6	7009
REL	5966	TLX1	3195
REL	5966	TEX34	124783
REL	5966	TESPA1	9840
REL	5966	TCTEX1D4	343521
REL	5966	TCTE1	202500
REL	5966	TCF7L2	6934
REL	5966	TCEA2	6919
REL	5966	TBX15	6913
REL	5966	SYS1-DBNDD2	767557
REL	5966	SYS1	90196
REL	5966	SYNPO	11346
REL	5966	SUMO2	6613
REL	5966	STX11	8676
REL	5966	STX10	8677
REL	5966	STRBP	55342
REL	5966	STAU1	6780
REL	5966	STAT6	6778
REL	5966	SREBF2	6721
REL	5966	SPSB4	92369
REL	5966	SPRED2	200734
REL	5966	SPIB	6689
REL	5966	SPATS2	65244
REL	5966	SOX5	6660
REL	5966	SNX20	124460
REL	5966	SNORD19	692089
REL	5966	SNCG	6623
REL	5966	SMS	6611
REL	5966	SMARCD1	6602
REL	5966	SMAD3	4088
REL	5966	SLC7A10	56301
REL	5966	SLC6A14	11254
REL	5966	SLC38A1	81539
REL	5966	SLC35A2	7355
REL	5966	SLC34A2	10568
REL	5966	SLC2A6	11182
REL	5966	SLC2A4RG	56731
REL	5966	SLC25A27	9481
REL	5966	SLC1A5	6510
REL	5966	SLC1A2	6506
REL	5966	SLAMF8	56833
REL	5966	SIX4	51804
REL	5966	SIN3A	25942
REL	5966	SHC1	6464
REL	5966	SH3GLB1	51100
REL	5966	SH3D19	152503
REL	5966	SEPT8	23176
REL	5966	SEPT11	55752
REL	5966	SENP1	29843
REL	5966	SEMA4C	54910
REL	5966	SEC16B	89866
REL	5966	SDC4	6385
REL	5966	SCAF1	58506
REL	5966	RNPC3	55599
REL	5966	RNF167	26001
REL	5966	RMI2	116028
REL	5966	RIPK2	8767
REL	5966	RIMS3	9783
REL	5966	RHOD	29984
REL	5966	RHBDL3	162494
REL	5966	RHBDL2	54933
REL	5966	RGS16	6004
REL	5966	RELB	5971
REL	5966	RC3H2	54542
REL	5966	RBMS1	5937
REL	5966	RARG	5916
REL	5966	RARA	5914
REL	5966	RAPH1	65059
REL	5966	RAP2C	57826
REL	5966	PTMA	5757
REL	5966	PTGS2	5743
REL	5966	PSMA6	5687
REL	5966	PRSS8	5652
REL	5966	PRRT1	80863
REL	5966	PRR12	57479
REL	5966	PRODH2	58510
REL	5966	PPP2R5C	5527
REL	5966	PPM1B	5495
REL	5966	PPARA	5465
REL	5966	POLR2H	5437
REL	5966	PLCL2	23228
REL	5966	PLAC1	10761
REL	5966	PIM1	5292
REL	5966	PIK3R5	23533
REL	5966	PIGN	23556
REL	5966	PHLDB2	90102
REL	5966	PHLDA1	22822
REL	5966	PGLYRP2	114770
REL	5966	PDE4D	5144
REL	5966	PDE10A	10846
REL	5966	PCDH12	51294
REL	5966	OST4	100128731
REL	5966	ORAI1	84876
REL	5966	OR2A7	401427
REL	5966	OR2A25	392138
REL	5966	OR13D1	286365
REL	5966	OR10A6	390093
REL	5966	OR10A3	26496
REL	5966	NXPH4	11247
REL	5966	NXPH1	30010
REL	5966	NUP62	23636
REL	5966	NUP153	9972
REL	5966	NUDT3	11165
REL	5966	NTN1	9423
REL	5966	NREP	9315
REL	5966	NOL4	8715
REL	5966	NOD2	64127
REL	5966	NMD3	51068
REL	5966	NMBR	4829
REL	5966	NLK	51701
REL	5966	NFKBIZ	64332
REL	5966	NFKBIE	4794
REL	5966	NFKBID	84807
REL	5966	NFKBIB	4793
REL	5966	NFKB2	4791
REL	5966	NFKB1	4790
REL	5966	NFATC1	4772
REL	5966	NFAT5	10725
REL	5966	NEO1	4756
REL	5966	NEK6	10783
REL	5966	N4BP3	23138
REL	5966	MYL1	4632
REL	5966	MSN	4478
REL	5966	MRGPRF	116535
REL	5966	MPPED1	758
REL	5966	MOGS	7841
REL	5966	MLL	4297
REL	5966	MIR601	693186
REL	5966	MIR541	100126308
REL	5966	MIR5004	100847012
REL	5966	MIR497HG	100506755
REL	5966	MIR497	574456
REL	5966	MIR496	574454
REL	5966	MIR4785	100616364
REL	5966	MIR4734	100616203
REL	5966	MIR377	494326
REL	5966	MIR3682	100500850
REL	5966	MIR330	442902
REL	5966	MIR218-2	407001
REL	5966	MIR20A	406982
REL	5966	MIR19B1	406980
REL	5966	MIR19A	406979
REL	5966	MIR195	406971
REL	5966	MIR18A	406953
REL	5966	MIR17HG	407975
REL	5966	MIR17	406952
REL	5966	MIR154	406946
REL	5966	MIR125B1	406911
REL	5966	MIR100	406892
REL	5966	MIEN1	84299
REL	5966	METTL14	57721
REL	5966	MCAM	4162
REL	5966	MARS2	92935
REL	5966	MARK1	4139
REL	5966	MAP3K8	1326
REL	5966	MAP2K3	5606
REL	5966	MAML2	84441
REL	5966	MAGI1	9223
REL	5966	MAD2L2	10459
REL	5966	LST1	7940
REL	5966	LRRC4B	94030
REL	5966	LPXN	9404
REL	5966	LPO	4025
REL	5966	LPAR5	57121
REL	5966	LOC730227	730227
REL	5966	LOC654433	654433
REL	5966	LOC646626	646626
REL	5966	LOC646576	646576
REL	5966	LOC606724	606724
REL	5966	LOC440944	440944
REL	5966	LOC400027	400027
REL	5966	LOC347411	347411
REL	5966	LOC340037	340037
REL	5966	LOC284648	284648
REL	5966	LOC283104	283104
REL	5966	LOC100527964	100527964
REL	5966	LOC100507588	100507588
REL	5966	LOC100507547	100507547
REL	5966	LOC100506939	100506939
REL	5966	LOC100505483	100505483
REL	5966	LOC100287010	100287010
REL	5966	LOC100192378	100192378
REL	5966	LOC100132891	100132891
REL	5966	LINC00606	285370
REL	5966	LIME1	54923
REL	5966	LBP	3929
REL	5966	LAD1	3898
REL	5966	KY	339855
REL	5966	KRTAP13-1	140258
REL	5966	KRT83	3889
REL	5966	KREMEN2	79412
REL	5966	KLHDC5	57542
REL	5966	KIAA0040	9674
REL	5966	KCNT2	343450
REL	5966	KCNN1	3780
REL	5966	KCNB2	9312
REL	5966	KANSL1L	151050
REL	5966	JUN	3725
REL	5966	JARID2	3720
REL	5966	JAK1	3716
REL	5966	IRS1	3667
REL	5966	IRF6	3664
REL	5966	IRF5	3663
REL	5966	IRF4	3662
REL	5966	INTS6	26512
REL	5966	IMMP2L	83943
REL	5966	IL8	3576
REL	5966	IL6	3569
REL	5966	IL4I1	259307
REL	5966	IL2RA	3559
REL	5966	IL2	3558
REL	5966	IL1R1	3554
REL	5966	IL1B	3553
REL	5966	IL19	29949
REL	5966	IL12B	3593
REL	5966	IKZF4	64375
REL	5966	IKZF3	22806
REL	5966	IGF2BP1	10642
REL	5966	IGF2	3481
REL	5966	IGF1R	3480
REL	5966	IFRD2	7866
REL	5966	IFNG	3458
REL	5966	HSD3B7	80270
REL	5966	HPCAL4	51440
REL	5966	HOXD8	3234
REL	5966	HOXD3	3232
REL	5966	HOTAIRM1	100506311
REL	5966	HNRNPF	3185
REL	5966	HNF1A	6927
REL	5966	HLA-DMB	3109
REL	5966	HIVEP2	3097
REL	5966	HIVEP1	3096
REL	5966	HES1	3280
REL	5966	HCST	10870
REL	5966	GTPBP1	9567
REL	5966	GRM8	2918
REL	5966	GRINA	2907
REL	5966	GPR37L1	9283
REL	5966	GPR31	2853
REL	5966	GPM6A	2823
REL	5966	GOLGA7B	401647
REL	5966	GNL3	26354
REL	5966	GNG4	2786
REL	5966	FXYD2	486
REL	5966	FOXO1	2308
REL	5966	FOXK2	3607
REL	5966	FOXK1	221937
REL	5966	FOXE3	2301
REL	5966	FLJ43663	378805
REL	5966	FLJ41350	399806
REL	5966	FLJ33630	644873
REL	5966	FLJ16341	400957
REL	5966	FKBPL	63943
REL	5966	FKBP9	11328
REL	5966	FCHSD1	89848
REL	5966	FBXO2	26232
REL	5966	FBRS	64319
REL	5966	FBLN7	129804
REL	5966	FAM8A1	51439
REL	5966	F3	2152
REL	5966	EZH2	2146
REL	5966	ETNK2	55224
REL	5966	ESR1	2099
REL	5966	EPS15	2060
REL	5966	EPB49	2039
REL	5966	EPB41	2035
REL	5966	ENO3	2027
REL	5966	EML2	24139
REL	5966	ELF4	2000
REL	5966	EIF4G1	1981
REL	5966	EHD1	10938
REL	5966	EGFR	1956
REL	5966	EFTUD2	9343
REL	5966	DRAP1	10589
REL	5966	DPF1	8193
REL	5966	DLX6-AS1	285987
REL	5966	DLL1	28514
REL	5966	DLG3	1741
REL	5966	DKK2	27123
REL	5966	DHDDS	79947
REL	5966	DENND4A	10260
REL	5966	DEDD	9191
REL	5966	DDR1	780
REL	5966	DDOST	1650
REL	5966	DCLK1	9201
REL	5966	DAZAP2	9802
REL	5966	CYP26B1	56603
REL	5966	CXCL6	6372
REL	5966	CXCL5	6374
REL	5966	CXCL11	6373
REL	5966	CUL3	8452
REL	5966	CSRP1	1465
REL	5966	CSF3	1440
REL	5966	CSF2	1437
REL	5966	CREB1	1385
REL	5966	COL15A1	1306
REL	5966	COL11A2	1302
REL	5966	CNTNAP1	8506
REL	5966	CHST9-AS1	147429
REL	5966	CHST8	64377
REL	5966	CHD4	1108
REL	5966	CDH13	1012
REL	5966	CD74	972
REL	5966	CD40LG	959
REL	5966	CCL5	6352
REL	5966	CCDC107	203260
REL	5966	CBLL1	79872
REL	5966	CASKIN2	57513
REL	5966	CAMTA1	23261
REL	5966	C9orf80	58493
REL	5966	C9orf172	389813
REL	5966	C9orf169	375791
REL	5966	C6orf130	221443
REL	5966	C1orf200	644997
REL	5966	C1orf106	55765
REL	5966	C17orf81	23587
REL	5966	C11orf67	28971
REL	5966	BTBD1	53339
REL	5966	BRAF	673
REL	5966	BMF	90427
REL	5966	BICC1	80114
REL	5966	BHLHE22	27319
REL	5966	BDNF	627
REL	5966	BCL6B	255877
REL	5966	BCL3	602
REL	5966	BCL2L14	79370
REL	5966	BCL2L1	598
REL	5966	AXL	558
REL	5966	ATG16L2	89849
REL	5966	ATF6B	1388
REL	5966	ASIC4	55515
REL	5966	ARSA	410
REL	5966	ARL6IP5	10550
REL	5966	ARL6IP1	23204
REL	5966	ARF3	377
REL	5966	APPL1	26060
REL	5966	APBB2	323
REL	5966	AP5B1	91056
REL	5966	AP4B1	10717
REL	5966	ANKRD1	27063
REL	5966	ALG6	29929
REL	5966	AHCTF1	25909
REL	5966	AGER	177
REL	5966	ADAMTSL4	54507
REL	5966	ADAMTS4	9507
REL	5966	ACTN3	89
REL	5966	ACTB	60
REL	5966	ACAN	176
