"V1"	"V2"	"V3"
65.4	122809.3	0.1544925
65.4	221833.3	0.0802846
65.4	200734.3	0.1530522
65.4	283377.3	0.09791901
65.4	6711.3	0.002421763
65.4	54434.3	0.07872255
65.4	6764.3	0.1123584
65.4	54879.3	0.1472522
65.4	10963.3	0.02885099
65.4	83931.3	0.07853806
65.4	6809.3	0.1647006
65.4	6821.3	0.09445959
65.4	6830.3	0.08094392
65.4	126074.3	0.05800967
65.4	23208.3	0.3533183
65.4	6895.3	0.1566349
65.4	6910.3	0.3291803
65.4	23483.3	0.1479613
65.4	7046.3	0.1278503
65.4	10245.3	0.09391345
65.4	50999.3	0.1281011
65.4	65084.3	0.006458322
65.4	55260.3	0.04095898
65.4	80008.3	0.03157294
65.4	85025.3	0.1588879
65.4	10766.3	0.05813522
65.4	1200.3	0.04662356
65.4	23430.3	0.2473834
65.4	8459.3	0.1383789
65.4	58485.3	0.04313325
65.4	90933.3	0.08670615
65.4	9322.3	0.05127436
65.4	7248.3	0.1073384
65.4	116461.3	0.02117879
65.4	85453.3	0.05926618
65.4	283237.3	0.04145358
65.4	150465.3	0.1104213
65.4	9654.3	0.001791856
65.4	284076.3	0.06944791
65.4	11334.3	0.006548972
65.4	115426.3	0.03512812
65.4	9706.3	0.08782595
65.4	90249.3	0.004391318
65.4	23358.3	0.05528914
65.4	84669.3	0.0389432
65.4	84640.3	0.06354531
65.4	55031.3	0.1873636
65.4	7402.3	0.08632257
65.4	7416.3	0.03485762
65.4	57705.3	0.1488881
65.4	22884.3	0.1253716
65.4	55113.3	0.05984946
65.4	64328.3	0.07490747
65.4	64131.3	0.09660646
65.4	51087.3	0.1154428
65.4	56252.3	0.240035
65.4	55432.3	0.0602627
65.4	9880.3	0.1037644
65.4	9925.3	0.02657086
65.4	23144.3	0.04276273
65.4	376940.3	0.03492242
65.4	85364.3	0.1418339
65.4	79776.3	0.2445043
65.4	9765.3	0.102564
65.4	23503.3	0.06327174
65.4	7752.3	0.01953686
65.4	57209.3	0.07334832
65.4	140883.3	0.02418339
65.4	23528.3	0.01593166
65.4	24149.3	0.250072
65.4	84905.3	0.2819156
65.4	6940.3	0.003598578
65.4	117608.3	0.02016861
65.4	149076.3	0.0749026
65.4	57862.3	0.03296381
65.4	57473.3	0.04664879
65.4	84146.3	0.02241592
65.4	115509.3	0.0171414
65.4	283337.3	0.1143061
415.4	89845.3	0.05445999
415.4	10057.3	0.08761038
415.4	10005.3	0.04333982
415.4	23305.3	0.1557061
415.4	55902.3	0.08258556
415.4	58.3	0.02231696
415.4	86.3	0.01456602
415.4	91.3	0.1301949
415.4	130399.3	0.07572961
415.4	93.3	0.1385205
415.4	8751.3	0.1231436
415.4	11096.3	0.1001259
415.4	11095.3	0.02015095
415.4	115.3	0.2115607
415.4	79602.3	0.08332708
415.4	153.3	0.07616069
415.4	154.3	0.06704235
415.4	155.3	0.02544051
415.4	2334.3	0.04903298
415.4	150209.3	0.1831489
415.4	83607.3	0.1575764
415.4	154796.3	0.1130654
415.4	275.3	0.00355603
415.4	23452.3	0.2178914
415.4	51479.3	0.01152847
415.4	57763.3	0.03683173
415.4	23243.3	0.09761463
415.4	157567.3	0.005924122
415.4	54851.3	0.06390325
415.4	1174.3	0.05991099
415.4	10717.3	0.1546043
415.4	10307.3	0.01661766
415.4	351.3	0.01836984
415.4	10513.3	0.1171953
415.4	55198.3	0.1299421
415.4	57569.3	0.271102
415.4	22899.3	0.108081
415.4	1820.3	0.09969478
415.4	10620.3	0.09048942
415.4	285598.3	0.006578216
415.4	379.3	0.02701181
415.4	26225.3	0.04679154
415.4	151188.3	0.02296029
415.4	25852.3	0.03291763
415.4	10776.3	0.09044072
415.4	91947.3	0.01631657
415.4	50807.3	0.08467506
415.4	55870.3	0.04671767
415.4	439.3	0.01792866
415.4	55054.3	0.08300743
415.4	79065.3	0.100568
415.4	488.3	0.03717267
415.4	490.3	0.2615139
415.4	9296.3	0.187258
415.4	10396.3	0.1227686
415.4	6310.3	0.02276564
415.4	9212.3	0.1134387
415.4	57099.3	0.1288585
415.4	571.3	0.1887942
415.4	22893.3	0.04706666
415.4	55973.3	0.05474118
415.4	586.3	0.1666356
415.4	10295.3	0.1302688
415.4	597.3	0.1655145
415.4	598.3	0.03480404
415.4	605.3	0.1192502
415.4	57596.3	0.1208073
415.4	144453.3	0.02763337
415.4	55909.3	0.05752352
415.4	55589.3	0.1228792
415.4	54796.3	0.1091765
415.4	2186.3	0.06274468
415.4	8019.3	0.1706504
415.4	22903.3	0.07667009
415.4	91408.3	0.01689293
415.4	7832.3	0.00648341
415.4	701.3	0.007499316
415.4	9689.3	0.06833573
415.4	28969.3	0.06162233
415.4	122525.3	0.0003336528
415.4	56905.3	0.03126686
415.4	84529.3	0.1002293
415.4	83608.3	0.01893296
415.4	128061.3	0.01112991
415.4	717.3	0.01363415
415.4	79669.3	0.1170648
415.4	285636.3	0.09223135
415.4	56260.3	0.02052643
415.4	11094.3	0.1448764
415.4	776.3	0.08441686
415.4	800.3	0.01078764
415.4	801.3	0.02790528
415.4	813.3	0.1118632
415.4	10487.3	0.01018498
415.4	825.3	0.1894896
415.4	65981.3	0.07754541
415.4	57524.3	0.1535056
415.4	836.3	0.007199777
415.4	863.3	0.04446634
415.4	29070.3	0.1556071
415.4	6348.3	0.08016625
415.4	595.3	0.01138419
415.4	894.3	0.1584062
415.4	899.3	0.05646372
415.4	54619.3	0.03314664
415.4	1236.3	0.04126837
415.4	131450.3	0.09343789
415.4	966.3	0.0007476773
415.4	942.3	0.1739238
415.4	993.3	0.1457134
415.4	997.3	0.01145054
415.4	1021.3	0.1742926
415.4	55573.3	0.02326189
415.4	9425.3	0.008775643
415.4	153241.3	0.1085875
415.4	51148.3	0.04853962
415.4	1108.3	0.0742522
415.4	55636.3	0.06679559
415.4	80205.3	0.08103286
415.4	8646.3	0.05679135
415.4	1147.3	0.1992411
415.4	23122.3	0.07492356
415.4	1184.3	0.009377392
415.4	9069.3	0.07059753
415.4	10978.3	0.09184648
415.4	54918.3	0.008354292
415.4	8161.3	0.02534247
415.4	7373.3	0.24777
415.4	1306.3	0.02457444
415.4	1310.3	0.01592233
415.4	1277.3	0.0206472
415.4	1278.3	0.1145694
415.4	1281.3	0.0504167
415.4	1282.3	0.06546213
415.4	1284.3	0.02467901
415.4	1287.3	0.03158904
415.4	1288.3	0.1704775
415.4	1290.3	0.02926929
415.4	8533.3	0.042041
415.4	51138.3	0.03689023
415.4	51200.3	0.06933497
415.4	1362.3	0.2022064
415.4	64506.3	0.02803386
415.4	132864.3	0.03994967
415.4	22849.3	0.1737509
415.4	80315.3	0.00444194
415.4	1368.3	0.217196
415.4	10898.3	0.07285501
415.4	23418.3	0.005571264
415.4	286204.3	0.1818533
415.4	1399.3	0.01617454
415.4	10491.3	0.1691533
415.4	1408.3	0.07349842
415.4	51496.3	0.06678245
415.4	1497.3	0.03283061
415.4	56474.3	0.101916
415.4	284613.3	0.02951604
415.4	1588.3	0.07025871
415.4	10858.3	0.004091051
415.4	3491.3	0.08900109
415.4	9265.3	0.1376522
415.4	1603.3	0.06370578
415.4	747.3	0.04834914
415.4	1612.3	0.01382018
415.4	1615.3	0.2407822
415.4	64858.3	0.003857118
415.4	123879.3	0.1296876
415.4	84301.3	0.00581351
415.4	55308.3	0.169624
415.4	11269.3	0.06647214
415.4	90957.3	0.0611207
415.4	1730.3	0.1593484
415.4	10395.3	0.02126432
415.4	9229.3	0.07867637
415.4	22839.3	0.03087839
415.4	1743.3	0.0224736
415.4	1756.3	0.2460219
415.4	1795.3	0.1025419
415.4	5977.3	0.04327465
415.4	1801.3	0.004912232
415.4	10072.3	0.1230681
415.4	667.3	0.08860076
415.4	113878.3	0.0287216
415.4	1843.3	0.0148584
415.4	80824.3	0.01043448
415.4	1846.3	0.263392
415.4	1852.3	0.1329892
415.4	51626.3	0.07166332
415.4	1859.3	0.02212171
415.4	22873.3	0.1954883
415.4	1870.3	0.02056888
415.4	1875.3	0.2091259
415.4	1876.3	0.006652088
415.4	1896.3	0.02120359
415.4	80267.3	0.007124356
415.4	79180.3	0.1380094
415.4	1960.3	0.0620946
415.4	2000.3	0.07605008
415.4	6785.3	0.1088131
415.4	285203.3	0.0908099
415.4	2042.3	0.1382606
415.4	2043.3	0.1208861
415.4	55500.3	0.1240469
415.4	55224.3	0.1382194
415.4	2145.3	0.1375029
415.4	2146.3	0.02752121
415.4	11124.3	0.01852425
415.4	84923.3	0.08124988
415.4	55007.3	0.1452514
415.4	57579.3	0.005304109
415.4	64760.3	0.05241697
415.4	64760.3	0.05241697
415.4	80256.3	0.06721353
415.4	80256.3	0.06721353
415.4	203259.3	0.01208033
415.4	51571.3	0.07052366
415.4	653820.3	0.05262882
415.4	153643.3	0.008294758
415.4	157638.3	0.1181958
415.4	84191.3	0.01137223
415.4	2177.3	0.1338086
415.4	10160.3	0.09550545
415.4	355.3	0.07598781
415.4	356.3	0.1133472
415.4	10922.3	0.1921175
415.4	22868.3	0.1211443
415.4	54850.3	0.07101559
415.4	26261.3	0.0006945813
415.4	84085.3	0.05864288
415.4	89848.3	0.05533275
415.4	2256.3	0.1028052
415.4	114827.3	0.09437223
415.4	55137.3	0.00466718
415.4	22862.3	0.02936297
415.4	64778.3	0.01250763
415.4	1112.3	0.03032193
415.4	80144.3	0.2359569
415.4	23150.3	0.1081238
415.4	53827.3	0.09023822
415.4	9846.3	0.1400825
415.4	9568.3	0.2238906
415.4	2551.3	0.09561706
415.4	2581.3	0.1420757
415.4	2582.3	0.02032213
415.4	2589.3	0.01878811
415.4	2590.3	0.04171704
415.4	8139.3	0.03134244
415.4	8522.3	0.1476371
415.4	51301.3	0.05048739
415.4	54834.3	0.09518469
415.4	392255.3	0.01475897
415.4	79760.3	0.03119887
415.4	23163.3	0.1699767
415.4	2690.3	0.03421089
415.4	10755.3	0.05559096
415.4	2774.3	0.003378702
415.4	2787.3	0.05749122
415.4	79158.3	0.08067121
415.4	2799.3	0.03840084
415.4	51125.3	0.11987
415.4	51026.3	0.07191452
415.4	56834.3	0.07452922
415.4	7107.3	0.2129454
415.4	9687.3	0.0319727
415.4	2898.3	0.005533949
415.4	2935.3	0.1415323
415.4	2969.3	0.01289754
415.4	3037.3	0.1411352
415.4	1839.3	0.01476067
415.4	143279.3	0.01839127
415.4	124790.3	0.3141572
415.4	23119.3	0.1760242
415.4	64344.3	0.09360907
415.4	3099.3	0.1257583
415.4	3159.3	0.1119389
415.4	3163.3	0.05151767
415.4	51361.3	0.003569178
415.4	3198.3	0.08949783
415.4	3205.3	0.04046078
415.4	3214.3	0.1101908
415.4	3217.3	0.03266865
415.4	3231.3	0.180538
415.4	9653.3	0.05122989
415.4	51182.3	0.0418339
415.4	3316.3	0.01760675
415.4	23463.3	0.04143759
415.4	3418.3	0.03456051
415.4	3423.3	0.02029564
415.4	112752.3	0.0185696
415.4	3479.3	0.1190641
415.4	3480.3	0.2895693
415.4	10644.3	0.01363415
415.4	10643.3	0.07708136
415.4	3547.3	0.0135191
415.4	9641.3	0.1727972
415.4	3586.3	0.2599426
415.4	3569.3	0.1854841
415.4	54891.3	0.1163327
415.4	3632.3	0.1157086
415.4	3643.3	0.04209252
415.4	57508.3	0.05893377
415.4	9657.3	0.1347466
415.4	10788.3	0.1596362
415.4	8660.3	0.05922171
415.4	122961.3	0.09481391
415.4	3690.3	0.008688107
415.4	3696.3	0.2193752
415.4	6453.3	0.05453387
415.4	84056.3	0.1601044
415.4	3747.3	0.05566483
415.4	3749.3	0.003310978
415.4	283219.3	0.01209892
415.4	55818.3	0.009628593
415.4	23046.3	0.2113762
415.4	55582.3	0.06726342
415.4	3796.3	0.1475267
415.4	687.3	0.07928633
415.4	200942.3	0.09796207
415.4	90293.3	0.08076029
415.4	89857.3	0.2757368
415.4	3840.3	0.0105966
415.4	3852.3	0.2330823
415.4	79944.3	0.02195805
415.4	81606.3	0.03602413
415.4	3930.3	0.07390765
415.4	84458.3	0.04585105
415.4	254251.3	0.07728106
415.4	23484.3	0.06936756
415.4	55366.3	0.1601588
415.4	80774.3	0.1640477
415.4	3985.3	0.0573023
415.4	84894.3	0.05184975
415.4	200879.3	0.06166352
415.4	3993.3	0.1445192
415.4	84695.3	0.01857115
415.4	84171.3	0.0489707
415.4	9860.3	0.01693983
415.4	121227.3	0.144082
415.4	55227.3	0.07890359
415.4	10234.3	0.08009083
415.4	55222.3	0.0686044
415.4	55379.3	0.03265328
415.4	9208.3	0.08726957
415.4	134353.3	0.05467446
415.4	51747.3	0.07802382
415.4	4063.3	0.06373207
415.4	11313.3	0.2195158
415.4	10894.3	0.4124208
415.4	4122.3	0.02622841
415.4	4214.3	0.002947617
415.4	4215.3	0.1182243
415.4	8491.3	0.06373207
415.4	9448.3	0.1425199
415.4	93487.3	0.07365773
415.4	5597.3	0.04795635
415.4	114785.3	0.1029266
415.4	10150.3	0.1528431
415.4	23263.3	0.1630202
415.4	79892.3	0.03161041
415.4	4188.3	0.07798264
415.4	4204.3	0.1493546
415.4	80306.3	0.1383235
415.4	10001.3	0.06244694
415.4	4209.3	0.03558023
415.4	4212.3	0.1282695
415.4	56917.3	0.1476433
415.4	11320.3	0.0133698
415.4	11343.3	0.1765501
415.4	57534.3	0.06365835
415.4	8028.3	0.01439731
415.4	4320.3	0.01108873
415.4	4335.3	0.1483301
415.4	25843.3	0.08035518
415.4	9553.3	0.05496939
415.4	4478.3	0.2378395
415.4	4084.3	0.2069747
415.4	4602.3	0.01406524
415.4	26292.3	0.05642083
415.4	4613.3	0.08206856
415.4	4542.3	0.1996606
415.4	4645.3	0.1388199
415.4	84665.3	0.11065
415.4	25924.3	0.03308437
415.4	51126.3	0.1657628
415.4	4664.3	0.03211537
415.4	222236.3	0.02884913
415.4	79731.3	0.02035482
415.4	8648.3	0.1107849
415.4	8202.3	0.2053021
415.4	8509.3	0.08775952
415.4	56901.3	0.2490808
415.4	4752.3	0.1510273
415.4	85407.3	0.1100758
415.4	28511.3	0.04088264
415.4	51701.3	0.03203327
415.4	4833.3	0.004249759
415.4	10201.3	0.1334514
415.4	23530.3	0.1921369
415.4	4857.3	0.2203218
415.4	79716.3	0.1222559
415.4	4882.3	0.04089186
415.4	2649.3	0.07126
415.4	4893.3	0.004858653
415.4	203447.3	0.1139452
415.4	286053.3	0.004597908
415.4	22978.3	0.09720961
415.4	9253.3	0.09983093
415.4	129401.3	0.006502795
415.4	4928.3	0.1801249
415.4	55916.3	0.2829976
415.4	10562.3	0.03583521
415.4	9480.3	0.05228083
415.4	26031.3	0.06671275
415.4	9180.3	0.1612721
415.4	116039.3	0.1510228
415.4	8974.3	0.04842456
415.4	55824.3	0.0770466
415.4	5058.3	0.03395269
415.4	5069.3	0.1753229
415.4	84612.3	0.01068124
415.4	5089.3	0.08709105
415.4	5090.3	0.027164
415.4	57060.3	0.08728975
415.4	57526.3	0.07292444
