"V1"	"V2"	"V3"
5563.4	54890.3	0.1070874
4952.4	54890.3	0.1070874
5563.4	84947.3	0.00522494
4952.4	84947.3	0.00522494
5563.4	81855.3	0.06183555
4952.4	81855.3	0.06183555
5563.4	9419.3	0.03931974
4952.4	9419.3	0.03931974
5563.4	81570.3	0.0366404
4952.4	81570.3	0.0366404
5563.4	2926.3	0.02776966
4952.4	2926.3	0.02776966
5563.4	285605.3	0.1010263
4952.4	285605.3	0.1010263
5563.4	51513.3	0.2940488
4952.4	51513.3	0.2940488
5563.4	112495.3	0.05626794
4952.4	112495.3	0.05626794
5563.4	23545.3	0.05890038
4952.4	23545.3	0.05890038
5563.4	339487.3	0.02075028
4952.4	339487.3	0.02075028
5563.4	51290.3	0.05123726
4952.4	51290.3	0.05123726
5563.4	84516.3	0.05594524
4952.4	84516.3	0.05594524
5563.4	140707.3	0.3296028
4952.4	140707.3	0.3296028
5563.4	3213.3	0.08868147
4952.4	3213.3	0.08868147
5563.4	79810.3	0.02140749
4952.4	79810.3	0.02140749
5563.4	91869.3	0.05995747
4952.4	91869.3	0.05995747
5563.4	57134.3	0.3084737
4952.4	57134.3	0.3084737
5563.4	64750.3	0.1278611
4952.4	64750.3	0.1278611
5563.4	7975.3	0.02543576
4952.4	7975.3	0.02543576
5563.4	2773.3	0.02707323
4952.4	2773.3	0.02707323
5563.4	3339.3	0.2234064
4952.4	3339.3	0.2234064
5563.4	65988.3	0.1155125
4952.4	65988.3	0.1155125
5563.4	200933.3	0.195368
4952.4	200933.3	0.195368
5563.4	30835.3	0.1783773
4952.4	30835.3	0.1783773
5563.4	23704.3	0.4239996
4952.4	23704.3	0.4239996
5563.4	55172.3	0.05632815
4952.4	55172.3	0.05632815
5563.4	7565.3	0.1294965
4952.4	7565.3	0.1294965
5563.4	23165.3	0.1286866
4952.4	23165.3	0.1286866
5563.4	140576.3	0.171776
4952.4	140576.3	0.171776
5563.4	9262.3	0.3628462
4952.4	9262.3	0.3628462
5563.4	9842.3	0.3088966
4952.4	9842.3	0.3088966
5563.4	25777.3	0.09135364
4952.4	25777.3	0.09135364
5563.4	4627.3	0.102203
4952.4	4627.3	0.102203
5563.4	55238.3	0.1113136
4952.4	55238.3	0.1113136
5563.4	4249.3	0.03838848
4952.4	4249.3	0.03838848
5563.4	4881.3	0.04254623
4952.4	4881.3	0.04254623
5563.4	5885.3	0.06902801
4952.4	5885.3	0.06902801
5563.4	917.3	0.2049725
4952.4	917.3	0.2049725
5563.4	8036.3	0.2289436
4952.4	8036.3	0.2289436
5563.4	54892.3	0.3272347
4952.4	54892.3	0.3272347
5563.4	26259.3	0.2689736
4952.4	26259.3	0.2689736
5563.4	117854.3	0.1473595
4952.4	117854.3	0.1473595
5563.4	6590.3	0.02944132
4952.4	6590.3	0.02944132
5563.4	7301.3	0.02748115
4952.4	7301.3	0.02748115
5563.4	4355.3	0.2901632
4952.4	4355.3	0.2901632
5563.4	9348.3	0.006610937
4952.4	9348.3	0.006610937
5563.4	410.3	0.2435969
4952.4	410.3	0.2435969
5563.4	23275.3	0.1531306
4952.4	23275.3	0.1531306
5563.4	1762.3	0.2036831
4952.4	1762.3	0.2036831
5563.4	57617.3	0.1021573
4952.4	57617.3	0.1021573
5563.4	29126.3	0.02387371
4952.4	29126.3	0.02387371
5563.4	51021.3	0.03076753
4952.4	51021.3	0.03076753
5563.4	284098.3	0.01802876
4952.4	284098.3	0.01802876
5563.4	8243.3	0.3296826
4952.4	8243.3	0.3296826
5563.4	51385.3	0.215806
4952.4	51385.3	0.215806
5563.4	8517.3	0.09760934
4952.4	8517.3	0.09760934
5563.4	26225.3	0.08486639
4952.4	26225.3	0.08486639
5563.4	440574.3	0.3376922
4952.4	440574.3	0.3376922
5563.4	957.3	0.2244004
4952.4	957.3	0.2244004
5563.4	9443.3	0.1432343
4952.4	9443.3	0.1432343
5563.4	2355.3	0.1177656
4952.4	2355.3	0.1177656
5563.4	148362.3	0.1313206
4952.4	148362.3	0.1313206
5563.4	80143.3	0.01012825
4952.4	80143.3	0.01012825
5563.4	58496.3	0.06992054
4952.4	58496.3	0.06992054
5563.4	5558.3	0.06408859
4952.4	5558.3	0.06408859
5563.4	57474.3	0.04548517
4952.4	57474.3	0.04548517
5563.4	6432.3	0.2814392
4952.4	6432.3	0.2814392
5563.4	363.3	0.03525961
4952.4	363.3	0.03525961
5563.4	1363.3	0.1097476
4952.4	1363.3	0.1097476
5563.4	9108.3	0.119171
4952.4	9108.3	0.119171
5563.4	55296.3	0.04607297
4952.4	55296.3	0.04607297
5563.4	23327.3	0.0481417
4952.4	23327.3	0.0481417
5563.4	151742.3	0.1253957
4952.4	151742.3	0.1253957
5563.4	57546.3	0.01203829
4952.4	57546.3	0.01203829
5563.4	80270.3	0.3578672
4952.4	80270.3	0.3578672
5563.4	55183.3	0.1326921
4952.4	55183.3	0.1326921
5563.4	79902.3	0.07981196
4952.4	79902.3	0.07981196
5563.4	7170.3	0.02757964
4952.4	7170.3	0.02757964
5563.4	22900.3	0.08721229
4952.4	22900.3	0.08721229
5563.4	6613.3	0.1590373
4952.4	6613.3	0.1590373
5563.4	54205.3	0.1863454
4952.4	54205.3	0.1863454
5563.4	6715.3	0.03908391
4952.4	6715.3	0.03908391
5563.4	51193.3	0.103478
4952.4	51193.3	0.103478
5563.4	51022.3	0.06606427
4952.4	51022.3	0.06606427
5563.4	54499.3	0.1190025
4952.4	54499.3	0.1190025
5563.4	346389.3	0.2623578
4952.4	346389.3	0.2623578
5563.4	1763.3	0.07717575
4952.4	1763.3	0.07717575
5563.4	100144748.3	0.02795314
4952.4	100144748.3	0.02795314
5563.4	150696.3	0.04399322
4952.4	150696.3	0.04399322
5563.4	6728.3	0.2222358
4952.4	6728.3	0.2222358
5563.4	25778.3	0.003624606
4952.4	25778.3	0.003624606
5563.4	81611.3	0.2006934
4952.4	81611.3	0.2006934
5563.4	169611.3	0.04376561
4952.4	169611.3	0.04376561
5563.4	148213.3	0.02992883
4952.4	148213.3	0.02992883
5563.4	252839.3	0.006513418
4952.4	252839.3	0.006513418
5563.4	57132.3	0.1047114
4952.4	57132.3	0.1047114
5563.4	1026.3	0.3167993
4952.4	1026.3	0.3167993
5563.4	55676.3	0.05314829
4952.4	55676.3	0.05314829
5563.4	2081.3	0.03978379
4952.4	2081.3	0.03978379
5563.4	285598.3	0.1739774
4952.4	285598.3	0.1739774
5563.4	94039.3	0.1169663
4952.4	94039.3	0.1169663
5563.4	144110.3	0.4884086
4952.4	144110.3	0.4884086
5563.4	23.3	0.1617559
4952.4	23.3	0.1617559
5563.4	91452.3	0.3248012
4952.4	91452.3	0.3248012
5563.4	7832.3	0.04180767
4952.4	7832.3	0.04180767
5563.4	22.3	0.1827071
4952.4	22.3	0.1827071
5563.4	84135.3	0.04948096
4952.4	84135.3	0.04948096
5563.4	115704.3	0.02881976
4952.4	115704.3	0.02881976
5563.4	84298.3	0.08830207
4952.4	84298.3	0.08830207
5563.4	345778.3	0.1835462
4952.4	345778.3	0.1835462
5563.4	8417.3	0.2208728
4952.4	8417.3	0.2208728
5563.4	57128.3	0.1088923
4952.4	57128.3	0.1088923
5563.4	51281.3	0.04438717
4952.4	51281.3	0.04438717
5563.4	342945.3	0.1846965
4952.4	342945.3	0.1846965
5563.4	79056.3	0.111693
4952.4	79056.3	0.111693
5563.4	63932.3	0.0391671
4952.4	63932.3	0.0391671
5563.4	255488.3	0.1878529
4952.4	255488.3	0.1878529
5563.4	6646.3	0.6837009
4952.4	6646.3	0.6837009
5563.4	2677.3	0.1480691
4952.4	2677.3	0.1480691
5563.4	6529.3	0.1374819
4952.4	6529.3	0.1374819
5563.4	118460.3	0.3159409
4952.4	118460.3	0.3159409
5563.4	388228.3	0.2145127
4952.4	388228.3	0.2145127
5563.4	7813.3	0.2004339
4952.4	7813.3	0.2004339
5563.4	147841.3	0.2193475
4952.4	147841.3	0.2193475
5563.4	6773.3	0.01498259
4952.4	6773.3	0.01498259
5563.4	2760.3	0.1206253
4952.4	2760.3	0.1206253
5563.4	10010.3	0.02084723
4952.4	10010.3	0.02084723
5563.4	85440.3	0.06666654
4952.4	85440.3	0.06666654
5563.4	2012.3	0.009118339
4952.4	2012.3	0.009118339
5563.4	9725.3	0.04594477
4952.4	9725.3	0.04594477
5563.4	64425.3	0.2848599
4952.4	64425.3	0.2848599
5563.4	118980.3	0.1095139
4952.4	118980.3	0.1095139
5563.4	7767.3	0.01499598
4952.4	7767.3	0.01499598
5563.4	84318.3	0.137783
4952.4	84318.3	0.137783
5563.4	57536.3	0.01218299
4952.4	57536.3	0.01218299
5563.4	5127.3	0.1235192
4952.4	5127.3	0.1235192
5563.4	64319.3	0.02709097
4952.4	64319.3	0.02709097
5563.4	2962.3	0.1138805
4952.4	2962.3	0.1138805
5563.4	9440.3	0.2652086
4952.4	9440.3	0.2652086
5563.4	84679.3	0.02682663
4952.4	84679.3	0.02682663
5563.4	10849.3	0.1040201
4952.4	10849.3	0.1040201
5563.4	56886.3	0.2797323
4952.4	56886.3	0.2797323
5563.4	9491.3	0.0311894
4952.4	9491.3	0.0311894
5563.4	9182.3	0.0908239
4952.4	9182.3	0.0908239
5563.4	9236.3	0.08443863
4952.4	9236.3	0.08443863
5563.4	5939.3	0.117144
4952.4	5939.3	0.117144
5563.4	7259.3	0.02403189
4952.4	7259.3	0.02403189
5563.4	7334.3	0.006564127
4952.4	7334.3	0.006564127
5563.4	55327.3	0.005641478
4952.4	55327.3	0.005641478
5563.4	388567.3	0.03382728
4952.4	388567.3	0.03382728
5563.4	10936.3	0.1717668
4952.4	10936.3	0.1717668
5563.4	8562.3	0.01132952
4952.4	8562.3	0.01132952
5563.4	50940.3	0.03308967
4952.4	50940.3	0.03308967
5563.4	4701.3	0.4101625
4952.4	4701.3	0.4101625
5563.4	84102.3	0.1269578
4952.4	84102.3	0.1269578
5563.4	84515.3	0.1096999
4952.4	84515.3	0.1096999
5563.4	1233.3	0.04842986
4952.4	1233.3	0.04842986
5563.4	57470.3	0.1060564
4952.4	57470.3	0.1060564
5563.4	222484.3	0.1183871
4952.4	222484.3	0.1183871
5563.4	55324.3	0.03713641
4952.4	55324.3	0.03713641
5563.4	9306.3	0.08661292
4952.4	9306.3	0.08661292
5563.4	2786.3	0.09475404
4952.4	2786.3	0.09475404
5563.4	55729.3	0.02005863
4952.4	55729.3	0.02005863
2174.4	5257.3	0.05801995
2468.4	5257.3	0.05801995
2174.4	54732.3	0.01424105
2468.4	54732.3	0.01424105
2174.4	23250.3	0.012201
2468.4	23250.3	0.012201
2174.4	23191.3	0.008234445
2468.4	23191.3	0.008234445
2174.4	10749.3	0.04294665
2468.4	10749.3	0.04294665
2174.4	916.3	0.01680923
2468.4	916.3	0.01680923
2174.4	10963.3	0.04294311
2468.4	10963.3	0.04294311
2174.4	2547.3	0.07576574
2468.4	2547.3	0.07576574
2174.4	2968.3	0.0475824
2468.4	2968.3	0.0475824
2174.4	84260.3	0.05696978
2468.4	84260.3	0.05696978
2174.4	26519.3	0.06909091
2468.4	26519.3	0.06909091
2174.4	11282.3	0.05038447
2468.4	11282.3	0.05038447
2174.4	23466.3	0.04721033
2468.4	23466.3	0.04721033
2174.4	22907.3	0.1792818
2468.4	22907.3	0.1792818
2174.4	80000.3	0.3021737
2468.4	80000.3	0.3021737
2174.4	9858.3	0.08585676
2468.4	9858.3	0.08585676
2174.4	993.3	0.0182001
2468.4	993.3	0.0182001
2174.4	3300.3	0.01630221
2468.4	3300.3	0.01630221
2174.4	9131.3	0.1774734
2468.4	9131.3	0.1774734
2174.4	6257.3	0.09962702
2468.4	6257.3	0.09962702
2174.4	5826.3	0.1203195
2468.4	5826.3	0.1203195
2174.4	29127.3	0.02238554
2468.4	29127.3	0.02238554
2174.4	6793.3	0.0389909
2468.4	6793.3	0.0389909
2174.4	79001.3	0.02124588
2468.4	79001.3	0.02124588
2174.4	6722.3	0.115489
2468.4	6722.3	0.115489
2174.4	3178.3	0.01553468
2468.4	3178.3	0.01553468
2174.4	27113.3	0.1758419
2468.4	27113.3	0.1758419
2174.4	6483.3	0.0739219
2468.4	6483.3	0.0739219
2174.4	23478.3	0.1059618
2468.4	23478.3	0.1059618
2174.4	1889.3	0.04829388
2468.4	1889.3	0.04829388
2174.4	8927.3	0.001113373
2468.4	8927.3	0.001113373
2174.4	80224.3	0.01307715
2468.4	80224.3	0.01307715
2174.4	116931.3	0.1281213
2468.4	116931.3	0.1281213
2174.4	23397.3	0.1202089
2468.4	23397.3	0.1202089
2174.4	309.3	0.2732051
2468.4	309.3	0.2732051
2174.4	8242.3	0.04240459
2468.4	8242.3	0.04240459
2174.4	3202.3	0.008817004
2468.4	3202.3	0.008817004
2174.4	23233.3	0.252767
2468.4	23233.3	0.252767
2174.4	3703.3	0.08416784
2468.4	3703.3	0.08416784
2174.4	124540.3	0.1972487
2468.4	124540.3	0.1972487
2174.4	5300.3	0.1149424
2468.4	5300.3	0.1149424
2174.4	23476.3	0.02816611
2468.4	23476.3	0.02816611
2174.4	10772.3	0.04273697
2468.4	10772.3	0.04273697
2174.4	57224.3	0.01081054
2468.4	57224.3	0.01081054
2174.4	54865.3	0.122824
2468.4	54865.3	0.122824
2174.4	332.3	0.2744631
2468.4	332.3	0.2744631
2174.4	23181.3	0.1083638
2468.4	23181.3	0.1083638
2174.4	8661.3	0.04947044
2468.4	8661.3	0.04947044
2174.4	22929.3	0.01385632
2468.4	22929.3	0.01385632
2174.4	619279.3	0.2333107
2468.4	619279.3	0.2333107
2174.4	4001.3	0.009985111
2468.4	4001.3	0.009985111
2174.4	94239.3	0.06434485
2468.4	94239.3	0.06434485
2174.4	25780.3	0.1881542
2468.4	25780.3	0.1881542
2174.4	27327.3	0.1667047
2468.4	27327.3	0.1667047
2174.4	667.3	0.1712707
2468.4	667.3	0.1712707
2174.4	79693.3	0.1714747
2468.4	79693.3	0.1714747
2174.4	149076.3	0.1478469
2468.4	149076.3	0.1478469
2174.4	23585.3	0.03362057
2468.4	23585.3	0.03362057
2174.4	8660.3	0.09392885
2468.4	8660.3	0.09392885
2174.4	54438.3	0.1673218
2468.4	54438.3	0.1673218
2174.4	148.3	0.08029515
2468.4	148.3	0.08029515
2174.4	3340.3	0.07575652
2468.4	3340.3	0.07575652
2174.4	7343.3	0.03091663
2468.4	7343.3	0.03091663
2174.4	8289.3	0.01032825
2468.4	8289.3	0.01032825
2174.4	8065.3	0.0838411
2468.4	8065.3	0.0838411
2174.4	23788.3	0.09014452
2468.4	23788.3	0.09014452
2174.4	64434.3	0.04592676
2468.4	64434.3	0.04592676
2174.4	7105.3	0.2340796
2468.4	7105.3	0.2340796
2174.4	5116.3	0.04771488
2468.4	5116.3	0.04771488
2174.4	4288.3	0.07916863
2468.4	4288.3	0.07916863
2174.4	7554.3	0.001144107
2468.4	7554.3	0.001144107
2174.4	3916.3	0.005518479
2468.4	3916.3	0.005518479
2174.4	7298.3	0.0639221
2468.4	7298.3	0.0639221
2174.4	2794.3	0.002354269
2468.4	2794.3	0.002354269
2174.4	6046.3	0.005647374
2468.4	6046.3	0.005647374
2174.4	171023.3	0.06819578
2468.4	171023.3	0.06819578
2174.4	3735.3	0.0519764
2468.4	3735.3	0.0519764
2174.4	9883.3	0.03824796
2468.4	9883.3	0.03824796
2174.4	7465.3	0.1582035
2468.4	7465.3	0.1582035
2174.4	27069.3	0.02237803
2468.4	27069.3	0.02237803
2174.4	25970.3	0.05083938
2468.4	25970.3	0.05083938
2174.4	4833.3	0.0286112
2468.4	4833.3	0.0286112
2174.4	55184.3	0.08935777
2468.4	55184.3	0.08935777
2174.4	4548.3	0.101559
2468.4	4548.3	0.101559
2174.4	23046.3	0.1546523
2468.4	23046.3	0.1546523
2174.4	4779.3	0.01838572
2468.4	4779.3	0.01838572
2174.4	8731.3	0.04438742
2468.4	8731.3	0.04438742
2174.4	11214.3	0.006373898
2468.4	11214.3	0.006373898
2174.4	3913.3	0.1486951
2468.4	3913.3	0.1486951
2174.4	79443.3	0.1664552
2468.4	79443.3	0.1664552
2174.4	153222.3	0.04701986
2468.4	153222.3	0.04701986
2174.4	16.3	0.02566604
2468.4	16.3	0.02566604
2174.4	1606.3	0.1624541
2468.4	1606.3	0.1624541
2174.4	2752.3	0.07576574
2468.4	2752.3	0.07576574
2174.4	55230.3	0.08988616
2468.4	55230.3	0.08988616
2174.4	477.3	0.318682
2468.4	477.3	0.318682
2174.4	2799.3	0.02057196
2468.4	2799.3	0.02057196
2174.4	51079.3	0.00508025
2468.4	51079.3	0.00508025
2174.4	51512.3	0.001691796
2468.4	51512.3	0.001691796
2174.4	64682.3	0.1079888
2468.4	64682.3	0.1079888
2174.4	1727.3	0.104575
2468.4	1727.3	0.104575
2174.4	672.3	0.0790153
2468.4	672.3	0.0790153
2174.4	83636.3	0.0007174787
2468.4	83636.3	0.0007174787
2174.4	5834.3	0.05690059
2468.4	5834.3	0.05690059
2174.4	79654.3	0.1021786
2468.4	79654.3	0.1021786
2174.4	6235.3	0.02685886
2468.4	6235.3	0.02685886
2174.4	79171.3	0.08984942
2468.4	79171.3	0.08984942
2174.4	10443.3	0.08524119
2468.4	10443.3	0.08524119
2174.4	80789.3	0.2054314
2468.4	80789.3	0.2054314
2174.4	51329.3	0.01006721
2468.4	51329.3	0.01006721
2174.4	9520.3	0.0463186
2468.4	9520.3	0.0463186
2174.4	23607.3	0.04954283
2468.4	23607.3	0.04954283
2174.4	6941.3	0.0003283031
2468.4	6941.3	0.0003283031
2174.4	57109.3	0.03479109
2468.4	57109.3	0.03479109
2174.4	5226.3	0.09512884
2468.4	5226.3	0.09512884
2174.4	11047.3	0.08344776
2468.4	11047.3	0.08344776
2174.4	55683.3	0.0773059
2468.4	55683.3	0.0773059
2174.4	55781.3	0.03232528
2468.4	55781.3	0.03232528
2174.4	84301.3	0.1470727
2468.4	84301.3	0.1470727
2174.4	396.3	0.01791366
2468.4	396.3	0.01791366
2174.4	51164.3	0.02964339
2468.4	51164.3	0.02964339
2174.4	25873.3	0.003746323
2468.4	25873.3	0.003746323
2174.4	4191.3	0.01733526
2468.4	4191.3	0.01733526
2174.4	100.3	0.01791191
2468.4	100.3	0.01791191
2174.4	5813.3	0.01310476
2468.4	5813.3	0.01310476
2174.4	54962.3	0.01754667
2468.4	54962.3	0.01754667
2174.4	10594.3	0.02478762
2468.4	10594.3	0.02478762
2174.4	353.3	0.004250364
2468.4	353.3	0.004250364
2174.4	91522.3	0.2867968
2468.4	91522.3	0.2867968
2174.4	1509.3	0.06486714
2468.4	1509.3	0.06486714
2174.4	5052.3	0.0411405
2468.4	5052.3	0.0411405
2174.4	143941.3	0.09205982
2468.4	143941.3	0.09205982
2174.4	8501.3	0.3537232
2468.4	8501.3	0.3537232
2174.4	9465.3	0.2516401
2468.4	9465.3	0.2516401
2174.4	90324.3	0.01828227
2468.4	90324.3	0.01828227
2174.4	899.3	0.06854323
2468.4	899.3	0.06854323
2174.4	860.3	0.07403655
2468.4	860.3	0.07403655
2174.4	7086.3	0.1704176
2468.4	7086.3	0.1704176
2174.4	10054.3	0.05265511
2468.4	10054.3	0.05265511
2174.4	79813.3	0.007500416
2468.4	79813.3	0.007500416
2174.4	3678.3	0.09042825
2468.4	3678.3	0.09042825
2174.4	10949.3	0.006439818
2468.4	10949.3	0.006439818
2174.4	80228.3	0.3028736
2468.4	80228.3	0.3028736
2174.4	84897.3	0.007890588
2468.4	84897.3	0.007890588
2174.4	65979.3	0.01822821
2468.4	65979.3	0.01822821
2174.4	55920.3	0.1405691
2468.4	55920.3	0.1405691
2174.4	117177.3	0.06865942
2468.4	117177.3	0.06865942
2174.4	9993.3	0.1228278
2468.4	9993.3	0.1228278
2174.4	91252.3	0.04230101
2468.4	91252.3	0.04230101
2174.4	3954.3	0.09163463
2468.4	3954.3	0.09163463
2174.4	3150.3	0.0170411
2468.4	3150.3	0.0170411
2174.4	4750.3	0.2250545
2468.4	4750.3	0.2250545
2174.4	29780.3	0.03389596
2468.4	29780.3	0.03389596
2174.4	90780.3	0.0524255
2468.4	90780.3	0.0524255
2174.4	83607.3	0.1107468
2468.4	83607.3	0.1107468
2174.4	23212.3	0.2281975
2468.4	23212.3	0.2281975
2174.4	4176.3	0.02914039
2468.4	4176.3	0.02914039
2174.4	9221.3	0.1651838
2468.4	9221.3	0.1651838
2174.4	3949.3	0.314245
2468.4	3949.3	0.314245
2174.4	9422.3	0.08706314
2468.4	9422.3	0.08706314
2174.4	10421.3	0.1203934
2468.4	10421.3	0.1203934
2174.4	9231.3	0.1012348
2468.4	9231.3	0.1012348
2174.4	23210.3	0.008701948
2468.4	23210.3	0.008701948
2174.4	29979.3	0.04139687
2468.4	29979.3	0.04139687
2174.4	10024.3	0.1153783
2468.4	10024.3	0.1153783
2174.4	51068.3	0.1459321
2468.4	51068.3	0.1459321
2174.4	27338.3	0.07247936
2468.4	27338.3	0.07247936
2174.4	64599.3	0.09862499
2468.4	64599.3	0.09862499
2174.4	8726.3	0.1131403
2468.4	8726.3	0.1131403
2174.4	29097.3	0.06281293
2468.4	29097.3	0.06281293
2174.4	5705.3	0.0610604
2468.4	5705.3	0.0610604
2174.4	6935.3	0.07240104
2468.4	6935.3	0.07240104
2174.4	64943.3	0.007426543
2468.4	64943.3	0.007426543
2174.4	55665.3	0.001687333
2468.4	55665.3	0.001687333
2174.4	6835.3	0.1497613
2468.4	6835.3	0.1497613
2174.4	84518.3	0.1192673
2468.4	84518.3	0.1192673
2174.4	4141.3	0.03946204
2468.4	4141.3	0.03946204
2174.4	60485.3	0.3354494
2468.4	60485.3	0.3354494
2174.4	84164.3	0.06364508
2468.4	84164.3	0.06364508
2174.4	55527.3	0.06526686
2468.4	55527.3	0.06526686
2174.4	997.3	0.03549629
2468.4	997.3	0.03549629
2174.4	23404.3	0.001571425
2468.4	23404.3	0.001571425
2174.4	133522.3	0.2800481
2468.4	133522.3	0.2800481
2174.4	9973.3	0.2168028
2468.4	9973.3	0.2168028
2174.4	4756.3	0.007023975
2468.4	4756.3	0.007023975
2174.4	8031.3	0.1625347
2468.4	8031.3	0.1625347
2174.4	90624.3	0.02131934
2468.4	90624.3	0.02131934
2174.4	23067.3	0.008386326
2468.4	23067.3	0.008386326
2174.4	10549.3	0.09999656
2468.4	10549.3	0.09999656
2174.4	4854.3	0.04047462
2468.4	4854.3	0.04047462
2174.4	6801.3	0.02983542
2468.4	6801.3	0.02983542
2174.4	57678.3	0.09461944
2468.4	57678.3	0.09461944
2174.4	55757.3	0.1138159
2468.4	55757.3	0.1138159
2174.4	22993.3	0.01995287
2468.4	22993.3	0.01995287
2174.4	9583.3	0.02208865
2468.4	9583.3	0.02208865
2174.4	58528.3	0.01415739
2468.4	58528.3	0.01415739
2174.4	54496.3	0.05077841
2468.4	54496.3	0.05077841
2174.4	25825.3	0.3073102
2468.4	25825.3	0.3073102
2174.4	26001.3	0.07286926
2468.4	26001.3	0.07286926
2174.4	56987.3	0.08057484
2468.4	56987.3	0.08057484
2174.4	11073.3	0.03645412
2468.4	11073.3	0.03645412
2174.4	6535.3	0.1202089
2468.4	6535.3	0.1202089
2174.4	51727.3	0.2232099
2468.4	51727.3	0.2232099
2174.4	7351.3	0.09618148
2468.4	7351.3	0.09618148
2174.4	1949.3	0.07655394
2468.4	1949.3	0.07655394
2174.4	339175.3	0.04295373
2468.4	339175.3	0.04295373
2174.4	57003.3	0.01088378
2468.4	57003.3	0.01088378
2174.4	2314.3	0.09868862
2468.4	2314.3	0.09868862
2174.4	84418.3	0.1832865
2468.4	84418.3	0.1832865
2174.4	4134.3	0.006197868
2468.4	4134.3	0.006197868
2174.4	9609.3	0.183977
2468.4	9609.3	0.183977
2174.4	10726.3	0.1307549
2468.4	10726.3	0.1307549
2174.4	5223.3	0.05234676
2468.4	5223.3	0.05234676
2174.4	90233.3	0.05831218
2468.4	90233.3	0.05831218
2174.4	26039.3	0.03092965
2468.4	26039.3	0.03092965
2174.4	2967.3	0.01975729
2468.4	2967.3	0.01975729
2174.4	22937.3	0.006614704
2468.4	22937.3	0.006614704
2174.4	84068.3	0.1800518
2468.4	84068.3	0.1800518
2174.4	1718.3	0.2119672
2468.4	1718.3	0.2119672
2174.4	7110.3	0.04401082
2468.4	7110.3	0.04401082
2174.4	10365.3	0.1537668
2468.4	10365.3	0.1537668
2174.4	23413.3	0.08959838
2468.4	23413.3	0.08959838
2174.4	11222.3	0.02692118
2468.4	11222.3	0.02692118
2174.4	124245.3	0.02600144
2468.4	124245.3	0.02600144
2174.4	53371.3	0.04593161
2468.4	53371.3	0.04593161
2174.4	23140.3	0.09279789
2468.4	23140.3	0.09279789
2174.4	10640.3	0.1566918
2468.4	10640.3	0.1566918
2174.4	7402.3	0.1622042
2468.4	7402.3	0.1622042
2174.4	333.3	0.1415009
2468.4	333.3	0.1415009
2174.4	10943.3	0.07882927
2468.4	10943.3	0.07882927
2174.4	7205.3	0.06916479
2468.4	7205.3	0.06916479
2174.4	142.3	0.1098842
2468.4	142.3	0.1098842
2174.4	57455.3	0.02008262
2468.4	57455.3	0.02008262
2174.4	51065.3	0.1012991
2468.4	51065.3	0.1012991
2174.4	6497.3	0.1192359
2468.4	6497.3	0.1192359
2174.4	11190.3	0.1282227
2468.4	11190.3	0.1282227
2174.4	64786.3	0.05077841
2468.4	64786.3	0.05077841
2174.4	55968.3	0.04609826
2468.4	55968.3	0.04609826
2174.4	57532.3	0.02105984
2468.4	57532.3	0.02105984
2174.4	28964.3	0.06465427
2468.4	28964.3	0.06465427
2174.4	51142.3	0.002832841
2468.4	51142.3	0.002832841
2174.4	2683.3	0.01082328
2468.4	2683.3	0.01082328
2174.4	7311.3	0.01539937
2468.4	7311.3	0.01539937
2174.4	2055.3	0.1881542
2468.4	2055.3	0.1881542
2174.4	6241.3	0.04739441
2468.4	6241.3	0.04739441
2174.4	11176.3	0.06507573
2468.4	11176.3	0.06507573
2174.4	708.3	0.01609859
2468.4	708.3	0.01609859
2174.4	1108.3	0.05147427
2468.4	1108.3	0.05147427
2174.4	488.3	0.03546858
2468.4	488.3	0.03546858
2174.4	6204.3	0.03413529
2468.4	6204.3	0.03413529
2174.4	9217.3	0.02891764
2468.4	9217.3	0.02891764
2174.4	29916.3	0.03384515
2468.4	29916.3	0.03384515
2174.4	29062.3	0.2303726
2468.4	29062.3	0.2303726
2174.4	51330.3	0.08948776
2468.4	51330.3	0.08948776
2174.4	8812.3	0.1371714
2468.4	8812.3	0.1371714
2174.4	170384.3	0.1065845
2468.4	170384.3	0.1065845
2174.4	6566.3	0.2025519
2468.4	6566.3	0.2025519
2174.4	6945.3	0.1364525
2468.4	6945.3	0.1364525
2174.4	84231.3	0.1050592
2468.4	84231.3	0.1050592
2174.4	3207.3	0.04346427
2468.4	3207.3	0.04346427
2174.4	4076.3	0.04778463
2468.4	4076.3	0.04778463
2174.4	64855.3	0.02984204
2468.4	64855.3	0.02984204
2174.4	64753.3	0.1701031
2468.4	64753.3	0.1701031
2174.4	2885.3	0.0244256
2468.4	2885.3	0.0244256
2174.4	8888.3	0.08921002
2468.4	8888.3	0.08921002
2174.4	5631.3	0.02606724
2468.4	5631.3	0.02606724
2174.4	9748.3	0.05178987
2468.4	9748.3	0.05178987
2174.4	100113407.3	0.03852112
2468.4	100113407.3	0.03852112
2174.4	91768.3	0.05818331
2468.4	91768.3	0.05818331
2174.4	6895.3	0.07862135
2468.4	6895.3	0.07862135
2174.4	27433.3	0.009943522
2468.4	27433.3	0.009943522
2174.4	84134.3	0.1044009
2468.4	84134.3	0.1044009
2174.4	7407.3	0.2086212
2468.4	7407.3	0.2086212
2174.4	1856.3	0.2002114
2468.4	1856.3	0.2002114
2174.4	9144.3	0.08002966
2468.4	9144.3	0.08002966
