	mi2		
6394.5	285237.4	0.0184492	0.01909477
6394.5	11123.4	0.08159018	0.0844452
6394.5	10622.4	0.1112696	0.1151632
6394.5	57504.4	0.07509275	0.07772042
6394.5	23059.4	0.08777578	0.09084725
6394.5	26156.4	0.01416529	0.01466096
6394.5	2147.4	0.1250231	0.129398
6394.5	84902.4	0.06215964	0.06433475
6394.5	23530.4	0.03598952	0.03724887
6394.5	3112.4	0.006096472	0.006309802
6394.5	3833.4	0.1011668	0.1047069
6394.5	29117.4	0.008856302	0.009166204
6394.5	51244.4	0.07889579	0.08165653
6394.5	10087.4	0.04318385	0.04469495
6394.5	55634.4	0.01691705	0.01750902
6394.5	51005.4	0.06823841	0.07062623
6394.5	11318.4	0.1402733	0.1451817
6394.5	23423.4	0.09985685	0.1033511
6394.5	56606.4	0.02410947	0.02495311
6394.5	7294.4	0.02357414	0.02439905
6394.5	54918.4	0.09307493	0.09633183
6394.5	387640.4	0.05336741	0.05523485
6394.5	59274.4	0.01476763	0.01528438
6394.5	642797.4	0.0755773	0.07822192
6394.5	26130.4	0.0003292006	0.00034072
6394.5	5284.4	0.04799902	0.04967862
6394.5	54069.4	0.07413412	0.07672824
6394.5	114876.4	0.1062802	0.1099992
6394.5	59084.4	0.05310007	0.05495816
6394.5	11108.4	0.058535	0.06058327
6394.5	79571.4	0.09272552	0.09597019
6394.5	51729.4	0.06274459	0.06494017
6394.5	55605.4	0.09335061	0.09661715
6394.5	80036.4	0.0240325	0.02487345
6394.5	23593.4	0.06412202	0.06636579
6394.5	773.4	0.01389018	0.01437623
6394.5	7433.4	0.07070921	0.07318348
6394.5	79066.4	0.05529983	0.05723489
6394.5	2357.4	0.05588736	0.05784299
6394.5	11264.4	0.04290945	0.04441094
6394.5	79807.4	0.0692674	0.07169122
6394.5	348738.4	0.07276401	0.07531018
6394.5	57484.4	0.1362665	0.1410348
6394.5	339665.4	0.02183601	0.0226001
6394.5	79582.4	0.04907853	0.0507959
6394.5	205147.4	0.001663858	0.00172208
6394.5	10218.4	0.03649783	0.03777497
6394.5	1388.4	0.07642457	0.07909884
6394.5	169981.4	0.04942867	0.05115829
6394.5	132.4	0.1137409	0.1177209
6394.5	4259.4	0.1107378	0.1146128
6394.5	150368.4	0.07611929	0.07878288
6394.5	92291.4	0.115057	0.1190831
6394.5	29095.4	0.0958031	0.09915546
6394.5	5564.4	0.04096084	0.04239416
6394.5	115825.4	0.04964812	0.05138542
6394.5	90550.4	0.04199301	0.04346244
6394.5	4010.4	0.1105314	0.1143991
6394.5	9750.4	0.07195718	0.07447512
6394.5	57222.4	0.06584431	0.06814835
6394.5	4345.4	0.07493483	0.07755697
6394.5	23473.4	0.02873895	0.02974459
6394.5	84883.4	0.04971856	0.05145833
6394.5	401409.4	0.1105314	0.1143991
6394.5	4928.4	0.0237226	0.0245527
6394.5	51253.4	0.003410946	0.003530302
6394.5	54776.4	0.02879496	0.02980256
6394.5	10174.4	0.06421856	0.06646571
6394.5	11082.4	0.05456707	0.05647649
6394.5	90678.4	0.04873151	0.05043674
6394.5	79706.4	0.07279677	0.07534409
6394.5	9214.4	0.04799902	0.04967862
6394.5	375057.4	0.0571609	0.05916108
6394.5	100129792.4	0.04386386	0.04539875
6394.5	4330.4	0.04624527	0.0478635
6394.5	53343.4	0.09884995	0.1023089
6370.5	4233.4	0.1757414	0.181891
6370.5	1021.4	0.06915748	0.07157746
6370.5	55294.4	0.02346525	0.02428635
6370.5	91775.4	0.06619704	0.06851343
6370.5	55102.4	0.3471619	0.3593099
6370.5	142.4	0.006447183	0.006672784
6370.5	23198.4	0.01496068	0.01548419
6370.5	2194.4	0.02156956	0.02232433
6370.5	6646.4	0.1822568	0.1886343
6370.5	80206.4	0.2038093	0.210941
6370.5	6130.4	0	0
6370.5	9918.4	0.1778514	0.1840748
6370.5	6202.4	0	0
6370.5	79026.4	0.02735146	0.02830855
6370.5	60.4	0	0
6370.5	54849.4	0.01391041	0.01439716
6370.5	9969.4	0.05340672	0.05527554
6370.5	120114.4	0.1556086	0.1610537
6370.5	10075.4	0.01841849	0.01906299
6370.5	6217.4	0	0
6370.5	25929.4	0.1409513	0.1458835
6370.5	10531.4	0.1061897	0.1099056
6370.5	7916.4	0.02422911	0.02507694
6370.5	9711.4	0.09342109	0.09669011
6370.5	4302.4	0.03810944	0.03944298
6370.5	8668.4	0.1021521	0.1057267
6370.5	10609.4	0.08464897	0.08761103
6370.5	150274.4	0.002934577	0.003037264
6370.5	10818.4	0.06793535	0.07031256
6370.5	9422.4	0.06314884	0.06535856
6370.5	219844.4	0.05707145	0.05906851
6370.5	159195.4	0.1568084	0.1622955
6370.5	54596.4	0.03041653	0.03148087
6370.5	81285.4	0.2327697	0.2409148
6370.5	5814.4	0.05506132	0.05698804
6370.5	54878.4	0.1482864	0.1534752
6370.5	6651.4	0.04820831	0.04989523
6370.5	5255.4	0.1331716	0.1378315
6370.5	63933.4	0.02862574	0.02962742
6370.5	4644.4	0.06482623	0.06709465
6370.5	4924.4	0	0
6370.5	27338.4	0.178287	0.1845256
6370.5	25825.4	0.0002619952	0.000271163
6370.5	64599.4	0.08606746	0.08907915
6370.5	9973.4	0.1815282	0.1878802
6370.5	3206.4	0.1214935	0.1257448
6370.5	55729.4	0.03426784	0.03546695
6370.5	5970.4	0.009652148	0.009989898
6370.5	153339.4	0.09765527	0.1010724
6370.5	1027.4	0.1618733	0.1675376
6370.5	3239.4	0.09348183	0.09675297
6370.5	94039.4	0.01744497	0.01805541
6370.5	51208.4	0.02737675	0.02833473
6370.5	6392.4	0.04792544	0.04960246
6370.5	4893.4	0.1400123	0.1449117
6370.5	6188.4	0	0
6370.5	22862.4	0.1382936	0.1431328
6370.5	57403.4	0.03920015	0.04057185
6370.5	9519.4	0.01244151	0.01287687
6370.5	6428.4	0.0198999	0.02059624
6370.5	254048.4	0.03441152	0.03561566
6370.5	57551.4	0.008313087	0.00860398
6370.5	84296.4	0.1417801	0.1467413
6370.5	5756.4	0.1293038	0.1338284
6370.5	11004.4	0.1327599	0.1374055
6370.5	57506.4	0.04908861	0.05080633
6370.5	9128.4	0.05665456	0.05863703
6370.5	55216.4	0.1320115	0.1366308
6370.5	90417.4	0.005626275	0.005823151
6370.5	3572.4	0.02132243	0.02206855
6370.5	10857.4	0.04017842	0.04158435
6370.5	9184.4	0.06778065	0.07015245
6370.5	116236.4	0.1489546	0.1541669
6370.5	727936.4	0.1106094	0.1144799
6370.5	1836.4	0.1290801	0.1335969
6370.5	9025.4	0.07550014	0.07814206
6370.5	57670.4	0.1920446	0.1987647
6370.5	55432.4	0.2178955	0.2255201
6370.5	84272.4	0.01813603	0.01877065
6370.5	4711.4	0.01157537	0.01198042
6370.5	4731.4	0.08856119	0.09166015
6370.5	10825.4	0.09939034	0.1028682
6370.5	56254.4	0.001257478	0.00130148
6370.5	729438.4	0.0976326	0.101049
6370.5	55532.4	0.2361211	0.2443835
6370.5	220992.4	0.03665594	0.03793862
6370.5	55145.4	0.0115331	0.01193667
6370.5	9063.4	0.06368731	0.06591588
6370.5	55839.4	0.07005441	0.07250577
6370.5	59283.4	0.1130489	0.1170048
6370.5	80032.4	0.01170902	0.01211875
6370.5	165829.4	0.1456316	0.1507276
6370.5	79830.4	0.05688228	0.05887272
6370.5	79862.4	0.03295423	0.03410738
6370.5	1641.4	0.05199529	0.05381472
6370.5	142679.4	0.02052356	0.02124173
6370.5	338321.4	0.1451156	0.1501936
6370.5	5480.4	0.07352206	0.07609476
6370.5	255738.4	0.1217966	0.1260585
6370.5	79699.4	0.1318443	0.1364578
6370.5	55746.4	0.1317222	0.1363314
6370.5	7428.4	0.08361272	0.08653852
6370.5	144108.4	0.01046968	0.01083604
6370.5	55658.4	0.1782001	0.1844357
6370.5	22836.4	0.09715996	0.1005598
6370.5	5795.4	0.003689219	0.003818313
6370.5	10226.4	0.05706734	0.05906426
6370.5	200150.4	0.1103095	0.1141694
6370.5	22916.4	0.1486137	0.153814
6370.5	57722.4	0.1839478	0.1903846
6370.5	51573.4	0.1879235	0.1944994
6370.5	1964.4	0.001565771	0.00162056
6370.5	1373.4	0.1582648	0.1638029
6370.5	63967.4	0.1002805	0.1037896
6370.5	126526.4	0.006303674	0.006524254
6370.5	283635.4	0.1113029	0.1151976
6370.5	3015.4	0.08632838	0.0893492
6370.5	6613.4	0.03662858	0.0379103
6370.5	389114.4	0.1816341	0.1879899
6370.5	121665.4	0.03380037	0.03498312
6370.5	57674.4	0.04275335	0.04424939
6370.5	7562.4	0.03600016	0.03725989
6370.5	11317.4	0.04641241	0.04803648
6370.5	200030.4	0.1762915	0.1824604
6370.5	88745.4	0.03274984	0.03389583
6370.5	3652.4	0.1262769	0.1306956
6370.5	9472.4	0.0547975	0.05671499
6370.5	143903.4	0.06401429	0.06625429
6370.5	390927.4	0.1673083	0.1731628
6370.5	57185.4	0.09099691	0.0941811
6370.5	56203.4	0.09920348	0.1026748
6370.5	65988.4	0.1261896	0.1306053
6370.5	28989.4	0.09863842	0.10209
6370.5	11128.4	0.1647856	0.1705518
6370.5	5071.4	0.1431119	0.1481198
6370.5	516.4	0.01686493	0.01745507
6370.5	25988.4	0.0822813	0.08516051
6370.5	3454.4	0.1173688	0.1214758
6370.5	10270.4	0.2579184	0.2669436
6370.5	284086.4	0.001839289	0.00190365
6370.5	22835.4	0.01650612	0.01708371
6370.5	10772.4	0.0404658	0.04188179
6370.5	55705.4	0.1456965	0.1507948
6370.5	55793.4	0.1412993	0.1462437
6370.5	1140.4	0.1656604	0.1714573
6370.5	286676.4	0.2869011	0.2969404
6370.5	420.4	0.3232713	0.3345833
6370.5	127544.4	0.09003782	0.09318845
6370.5	10584.4	0.08673533	0.08977039
6370.5	642797.4	0.1608813	0.1665109
6370.5	55813.4	0.1446245	0.1496852
6370.5	84267.4	0.0459453	0.04755303
6370.5	5871.4	0.1514373	0.1567364
6370.5	55824.4	0.06961274	0.07204865
6370.5	123879.4	0.01489648	0.01541775
6370.5	26528.4	0.06970295	0.07214201
6370.5	81035.4	0.1847604	0.1912256
6370.5	51020.4	0.1426831	0.1476759
6370.5	4217.4	0.1643831	0.1701352
6370.5	126017.4	0.1669857	0.1728289
6370.5	51122.4	0.1133987	0.1173668
6370.5	11145.4	0.1305766	0.1351458
6370.5	346389.4	0.2402922	0.2487006
6370.5	79183.4	0.02177454	0.02253648
6370.5	157.4	0.1154895	0.1195307
6370.5	55958.4	0.06611931	0.06843298
6370.5	8539.4	0.009568192	0.009903005
6370.5	10020.4	0.164352	0.1701031
6370.5	51230.4	0.04248574	0.04397242
6370.5	79144.4	0.09618968	0.09955558
6370.5	90011.4	0.04837812	0.05007098
6370.5	2979.4	0.1495122	0.1547439
6370.5	727910.4	0.07379647	0.07637877
6370.5	81889.4	0.1828115	0.1892085
6370.5	55586.4	0.2079668	0.2152441
6370.5	10434.4	0.1235977	0.1279226
6370.5	342926.4	0.1521345	0.1574581
6370.5	130026.4	0.1482672	0.1534554
6370.5	388969.4	0.143874	0.1489085
6370.5	29095.4	0.09679449	0.1001815
6370.5	171017.4	0.06769118	0.07005985
6370.5	85439.4	0.07617506	0.0788406
6370.5	222194.4	0.1031933	0.1068043
6370.5	5723.4	0.09077467	0.09395108
6370.5	253827.4	0.0906711	0.09384389
6370.5	10691.4	0.07142268	0.07392192
6370.5	201627.4	0.04273893	0.04423446
6370.5	119032.4	0.1866404	0.1931713
6370.5	51057.4	0.01343069	0.01390066
6370.5	286053.4	0.2204181	0.2281311
6370.5	51520.4	0.01364399	0.01412143
6370.5	50852.4	0.1011257	0.1046644
6370.5	25938.4	0.09919359	0.1026646
6370.5	1880.4	0.1800118	0.1863108
6370.5	92400.4	0.003110253	0.003219088
6370.5	9146.4	0.07064977	0.07312197
6370.5	10417.4	0.08390269	0.08683864
6370.5	2898.4	0.144661	0.149723
6370.5	92822.4	0.1029165	0.1065178
6357.5	8140.4	0.4232731	0.4380844
6357.5	192669.4	0.1109381	0.11482
6357.5	60.4	0	0
6357.5	26986.4	0	0
6357.5	113419.4	0.05638051	0.0583534
6357.5	84878.4	0.2290522	0.2370672
6357.5	84301.4	0.184559	0.1910172
6357.5	84775.4	0.3169159	0.3280055
6357.5	84451.4	0.4760789	0.492738
6357.5	10123.4	0.3595223	0.3721028
6357.5	6451.4	0.6534416	0.676307
6357.5	10857.4	0.03825211	0.03959063
6357.5	100506658.4	0.3413779	0.3533234
6357.5	100170841.4	0.3378581	0.3496805
6357.5	122553.4	0.1325504	0.1371886
6357.5	132720.4	0.3239258	0.3352606
6357.5	197350.4	0.4268443	0.4417805
6357.5	2706.4	0.3183224	0.3294612
6357.5	11149.4	0.3279855	0.3394624
6357.5	79707.4	0.01070242	0.01107693
6357.5	56652.4	0.1673072	0.1731617
6357.5	79980.4	0.1923231	0.1990529
6357.5	55233.4	0.08099225	0.08382635
6357.5	4701.4	0.09302141	0.09627643
6357.5	10849.4	0.1527015	0.1580449
6357.5	728116.4	0.02979899	0.03084172
6357.5	7809.4	0.3946197	0.4084283
6357.5	134492.4	0.387283	0.4008349
6357.5	84618.4	0.1614558	0.1671055
6357.5	8076.4	0.3334095	0.3450762
6355.5	1026.4	0.07835053	0.08109219
6355.5	7422.4	0.08300866	0.08591332
6355.5	595.4	0.09394413	0.09723145
6355.5	285672.4	0.09410514	0.09739809
6355.5	90529.4	0.1381278	0.1429612
6355.5	166929.4	0.2589881	0.2680507
6355.5	5770.4	0.03783775	0.03916178
6355.5	10152.4	0.2017138	0.2087722
6355.5	10985.4	0.03920345	0.04057527
6355.5	8337.4	0.182556	0.188944
6355.5	3012.4	0.1228278	0.1271258
6355.5	328.4	0.04921496	0.0509371
6355.5	80139.4	0.2257463	0.2336457
6355.5	5757.4	0.00485403	0.005023883
6355.5	51479.4	0.180966	0.1872984
6355.5	5869.4	0.0273862	0.02834451
6355.5	84901.4	0.1175952	0.1217102
6355.5	7343.4	0.05385697	0.05574155
6355.5	79869.4	0.08700927	0.09005392
6355.5	81539.4	0.3431067	0.3551127
6355.5	4924.4	0	0
6355.5	8357.4	0.1482862	0.153475
6355.5	396.4	0.063635	0.06586173
6355.5	23119.4	0.1758469	0.1820002
6355.5	4297.4	0.1212798	0.1255237
6355.5	11047.4	0.08582044	0.08882349
6355.5	5780.4	0.1279954	0.1324742
6355.5	8358.4	0.2302719	0.2383296
6355.5	3008.4	0.1543826	0.1597848
6355.5	333932.4	0.01502238	0.01554804
6355.5	10541.4	0.1157022	0.1197509
6355.5	10766.4	0.1374535	0.1422633
6355.5	1729.4	0.01502238	0.01554804
6355.5	8408.4	0.1749209	0.1810418
6355.5	3013.4	0.229188	0.2372078
6355.5	59338.4	0.1707754	0.1767512
6355.5	10944.4	0.05439035	0.05629359
6355.5	8349.4	0.1943754	0.201177
6355.5	605.4	0.1734826	0.1795531
6355.5	23633.4	0.103022	0.1066269
6355.5	79094.4	0.1691275	0.1750457
6355.5	140775.4	0.1296567	0.1341937
6355.5	55209.4	0.1422173	0.1471938
6355.5	8323.4	0.1123372	0.1162681
6355.5	57551.4	0.139196	0.1440668
6355.5	140885.4	0.1067668	0.1105028
6355.5	126961.4	0.1369799	0.1417732
6355.5	5597.4	0.09933476	0.1028107
6355.5	23636.4	0.1349693	0.1396922
6355.5	90204.4	0.09034711	0.09350856
6355.5	8343.4	0.2635137	0.2727346
6355.5	57092.4	0.07842705	0.08117139
6355.5	723790.4	0.1081462	0.1119305
6355.5	8106.4	0.08422507	0.0871723
6355.5	10921.4	0.05540267	0.05734134
6355.5	26504.4	0.1675566	0.1734198
6355.5	353274.4	0.1806916	0.1870144
6355.5	3673.4	0.2608589	0.269987
6355.5	8969.4	0.1542018	0.1595977
6355.5	830.4	0.06536935	0.06765677
6355.5	8290.4	0.01988445	0.02058025
6355.5	1454.4	0.07842177	0.08116593
6355.5	4784.4	0.118221	0.1223578
6355.5	7076.4	0.1323629	0.1369945
6355.5	92154.4	0.1780883	0.18432
6355.5	91404.4	0.1767918	0.1829781
6355.5	388115.4	0.1859241	0.19243
6355.5	219931.4	0.1876244	0.1941898
6355.5	7189.4	0.04015062	0.04155558
6355.5	246.4	0.3067262	0.3174592
6355.5	171389.4	0.2754847	0.2851245
6355.5	100885848.4	0.1185987	0.1227488
6355.5	27297.4	0.1335023	0.1381739
6355.5	51006.4	0.09193159	0.09514848
6355.5	284541.4	0.2761391	0.2858019
6355.5	54470.4	0.1447951	0.1498618
6355.5	80010.4	0.1821044	0.1884766
6355.5	1579.4	0.1437064	0.148735
6355.5	121274.4	0.04230903	0.04378952
6355.5	29993.4	0.3067262	0.3174592
6355.5	7170.4	0.01502238	0.01554804
6355.5	4071.4	0.1419277	0.1468941
6355.5	23557.4	0.1721052	0.1781275
6355.5	9728.4	0.157366	0.1628726
6355.5	55298.4	0.1584697	0.1640149
6355.5	26147.4	0.1671755	0.1730254
6355.5	4782.4	0.02099645	0.02173116
6355.5	92399.4	0.2171854	0.2247853
6355.5	7975.4	0.2492949	0.2580183
6355.5	83855.4	0.1633855	0.1691028
6355.5	79598.4	0.09860868	0.1020592
6355.5	79591.4	0.1734301	0.1794988
6355.5	8061.4	0.10367	0.1072976
6355.5	92558.4	0.1553371	0.1607727
6355.5	728489.4	0.1668242	0.1726617
6355.5	112476.4	0.170205	0.1761608
6355.5	4335.4	0.1515954	0.1569
6355.5	5339.4	0.02587353	0.0267789
6355.5	57721.4	0.1641694	0.1699141
6355.5	79794.4	0.1332279	0.1378898
6355.5	79786.4	0.2005499	0.2075676
6355.5	128312.4	0.3362777	0.3480448
6355.5	100288485.4	0.1236959	0.1280243
6355.5	7421.4	0.1046442	0.108306
6355.5	65988.4	0.1259116	0.1303176
6355.5	8338.4	0.241759	0.2502187
6355.5	260425.4	0.179879	0.1861734
6355.5	10087.4	0.1910137	0.1976977
6355.5	81570.4	0.2394556	0.2478347
6355.5	79980.4	0.1637625	0.1694929
6355.5	113828.4	0.1764404	0.1826145
6355.5	23203.4	0.1472403	0.1523926
6355.5	51427.4	0.1073085	0.1110635
6355.5	166378.4	0.07872825	0.08148313
6355.5	57585.4	0.1458534	0.1509571
6355.5	51.4	0.090189	0.09334492
6355.5	51343.4	0.0752736	0.07790759
6355.5	219854.4	0.1339311	0.1386176
6355.5	220074.4	0.0540476	0.05593885
6355.5	26030.4	0.09974812	0.1032385
6355.5	9706.4	0.1859755	0.1924832
6355.5	23645.4	0.229488	0.2375183
6355.5	11185.4	0.1993335	0.2063086
6355.5	100128327.4	0.1642208	0.1699673
6355.5	3996.4	0.1193242	0.1234996
6355.5	54509.4	0.2448463	0.253414
6355.5	4967.4	0.0810486	0.08388468
6355.5	200933.4	0.1243728	0.1287249
6355.5	390598.4	0.1503275	0.1555878
6355.5	2006.4	0.2257463	0.2336457
6355.5	51283.4	0.1095476	0.1133809
6355.5	113452.4	0.2097336	0.2170727
6355.5	140576.4	0.1346179	0.1393285
6355.5	57513.4	0.1234822	0.1278031
6355.5	153090.4	0.1599952	0.1655938
5768.5	2627.4	0.02066304	0.02138609
5768.5	146223.4	0.0275465	0.02851041
5768.5	10184.4	0.1313259	0.1359213
5768.5	6533.4	0.1214487	0.1256985
5768.5	5810.4	0.03070104	0.03177534
5768.5	2296.4	0.08145264	0.08430285
5768.5	5903.4	0.06403324	0.06627391
5768.5	6726.4	0.01044398	0.01080944
5768.5	23450.4	0.006481587	0.006708393
5768.5	6497.4	0.01935292	0.02003012
5768.5	56995.4	0.1245615	0.1289202
5768.5	10949.4	0.04947615	0.05120743
5768.5	80124.4	0.09130467	0.09449963
5768.5	10743.4	0.0998749	0.1033697
5768.5	5326.4	0.1625651	0.1682536
5768.5	152815.4	0.07174825	0.07425888
5768.5	26065.4	0.02879345	0.029801
5768.5	157570.4	0.03137564	0.03247354
5768.5	28982.4	0.1599452	0.165542
5768.5	10795.4	0.1055453	0.1092386
5768.5	2551.4	0.08936565	0.09249276
5768.5	29127.4	0.09049834	0.09366508
5768.5	9107.4	0.03569221	0.03694116
5768.5	2561.4	0.1102559	0.114114
5768.5	838.4	0.01030203	0.01066252
5768.5	55762.4	0.1128956	0.1168461
5768.5	170958.4	0.09457456	0.09788393
5768.5	27158.4	0.02183183	0.02259578
5768.5	2246.4	0.1151006	0.1191282
5768.5	8574.4	0.08791648	0.09099287
5768.5	253559.4	0.1708071	0.176784
5768.5	118429.4	0.1670095	0.1728536
5768.5	55959.4	0.1343776	0.1390797
5768.5	29906.4	0.06370967	0.06593902
5768.5	57057.4	0.07231452	0.07484497
5768.5	8565.4	0.05930146	0.06137655
5768.5	84275.4	0.03930491	0.04068028
5768.5	51393.4	0.1468778	0.1520174
5768.5	2872.4	0.05836057	0.06040273
5768.5	22858.4	0.02211725	0.02289118
5768.5	805.4	0	0
5768.5	790.4	0.09191708	0.09513347
5768.5	80830.4	0.1508084	0.1560855
5768.5	4921.4	0.07110729	0.0735955
5768.5	79177.4	0.01762788	0.01824472
5768.5	57016.4	0.0510174	0.05280261
5768.5	84515.4	0.1589645	0.164527
5768.5	9637.4	0.06889421	0.07130498
5768.5	158866.4	0.105976	0.1096843
5768.5	1627.4	0.1346933	0.1394065
5768.5	3281.4	0.002343794	0.002425809
5768.5	10086.4	0.07685272	0.07954197
5768.5	54583.4	0.03540672	0.03664568
5768.5	84196.4	0.040507	0.04192443
5768.5	148362.4	0.03687455	0.03816487
5768.5	9443.4	0.07509535	0.07772311
5768.5	23729.4	0.05701686	0.059012
5768.5	23500.4	0.1080908	0.1118731
5762.5	1582.4	0.4590648	0.4751285
5762.5	7398.4	0.2946627	0.3049736
5762.5	58155.4	0.2322016	0.2403269
5762.5	472.4	0.1221571	0.1264316
5762.5	2063.4	0.2686367	0.2780369
5762.5	3480.4	0.309514	0.3203445
5762.5	3091.4	0.02816766	0.02915331
5762.5	100507436.4	0.1178109	0.1219334
5762.5	1399.4	0.05058097	0.05235091
5762.5	10597.4	0.1922649	0.1989927
5762.5	1487.4	0.08953273	0.09266568
5762.5	4609.4	0.2317691	0.2398792
5762.5	4881.4	0.1203117	0.1245217
5762.5	331.4	0.1341796	0.1388748
5762.5	2395.4	0.1237475	0.1280777
5762.5	6432.4	0.07164681	0.07415389
5762.5	4891.4	0.1679658	0.1738433
5762.5	10776.4	0.1299243	0.1344706
5762.5	23534.4	0.2486369	0.2573373
5762.5	55740.4	0.007186753	0.007438233
5762.5	4361.4	0.1223928	0.1266756
5762.5	83849.4	0.09132222	0.09451779
5762.5	57404.4	0.1225055	0.1267922
5762.5	5865.4	0.218815	0.2264718
5762.5	10106.4	0.004822474	0.004991223
5762.5	1073.4	0.3330129	0.3446657
5762.5	124491.4	0.1813309	0.1876761
5762.5	27244.4	0.2070052	0.2142488
5762.5	7534.4	0.03630589	0.03757631
5762.5	9761.4	0.009044093	0.009360567
5762.5	375035.4	0.1584892	0.1640351
5762.5	9764.4	0.2639239	0.2731592
5762.5	284339.4	0.1810763	0.1874125
5762.5	84248.4	0.1239411	0.1282781
5762.5	5610.4	0.05323486	0.05509767
5762.5	9824.4	0.2975685	0.3079811
5762.5	163590.4	0.05806738	0.06009928
5762.5	192669.4	0.0717367	0.07424693
5762.5	26523.4	0.1991722	0.2061417
5762.5	6646.4	0.3104939	0.3213588
5762.5	6130.4	0	0
5762.5	83931.4	0.08105403	0.08389029
5762.5	261729.4	0.2177883	0.2254092
5762.5	84268.4	0.0930548	0.096311
5762.5	1969.4	0.3879743	0.4015504
5762.5	51735.4	0.005219809	0.005402462
5762.5	7171.4	0.03306229	0.03421921
5762.5	8337.4	0.2247563	0.232621
5762.5	3304.4	0.1342926	0.1389918
5762.5	84790.4	0.07631534	0.07898579
5762.5	283455.4	0.1969278	0.2038187
5762.5	79720.4	0.02885806	0.02986787
5762.5	8125.4	0.0954248	0.09876393
5762.5	6046.4	0.06171561	0.06387518
5762.5	8624.4	0.3101103	0.3209618
5762.5	9780.4	0.1658268	0.1716294
5762.5	3608.4	0.0178334	0.01845744
5762.5	8324.4	0.2341787	0.2423731
5762.5	6187.4	0.01559339	0.01613903
5762.5	23076.4	0.2492498	0.2579717
5762.5	2296.4	0.1111479	0.1150372
5762.5	58492.4	0.1417154	0.1466744
5762.5	6472.4	0.1272739	0.1317275
5762.5	85379.4	0.2488044	0.2575106
5762.5	10163.4	0.1860016	0.1925102
5762.5	79711.4	0.1799116	0.1862071
5762.5	3012.4	0.166318	0.1721378
5762.5	387522.4	0.140873	0.1458024
5762.5	58508.4	0.03036714	0.03142975
5762.5	8189.4	0.06655742	0.06888642
5762.5	55898.4	0.1481256	0.1533089
5762.5	4040.4	0.2242332	0.2320796
5762.5	22909.4	0.1627602	0.1684556
5762.5	23061.4	0.1274576	0.1319176
5762.5	5717.4	0.1120277	0.1159478
5762.5	7275.4	0.4359027	0.451156
5762.5	55075.4	0.05139648	0.05319496
5762.5	4720.4	0.05555049	0.05749433
5762.5	84818.4	0.1092538	0.1130768
5762.5	415116.4	0.1589987	0.1645624
5762.5	8795.4	0.1972142	0.2041152
5762.5	5501.4	0.1246699	0.1290324
5762.5	132158.4	0.1566408	0.162122
5762.5	58986.4	0.04272251	0.04421746
5762.5	5831.4	0.2775236	0.2872348
5762.5	10236.4	0.09503437	0.09835984
5762.5	8570.4	0.1297624	0.1343031
5762.5	5814.4	0.1172474	0.1213502
5762.5	22.4	0.08899152	0.09210553
5762.5	51021.4	0.02677764	0.02771465
5762.5	123263.4	0.3117373	0.3226456
5762.5	2975.4	0.001548702	0.001602895
5762.5	7094.4	0.08327002	0.08618382
5762.5	9852.4	0.1103441	0.1142053
5762.5	2222.4	0.1082747	0.1120635
5762.5	293.4	0.02182262	0.02258624
5762.5	22877.4	0.2346817	0.2428937
5762.5	23112.4	0.1717798	0.1777908
5762.5	51651.4	0.1889827	0.1955956
5762.5	56970.4	0.1587534	0.1643086
5762.5	26190.4	0.1302889	0.134848
5762.5	9609.4	0.2139339	0.2214199
5762.5	819.4	0.001265502	0.001309785
5762.5	3954.4	0.2351154	0.2433426
5762.5	4841.4	0.02315174	0.02396187
5762.5	57532.4	0.08498738	0.08796128
5762.5	27246.4	0.2477412	0.2564102
5762.5	374354.4	0.1272995	0.131754
5762.5	8914.4	0.2999846	0.3104817
5762.5	871.4	0.05285413	0.05470362
5762.5	4298.4	0.1267525	0.1311878
5762.5	54962.4	0.1594681	0.1650483
5762.5	5361.4	0.3374489	0.349257
5762.5	6722.4	0.1382665	0.1431048
5762.5	2752.4	0	0
5762.5	23.4	0.01783283	0.01845684
5762.5	10491.4	0.1864929	0.1930187
5762.5	10146.4	0.177689	0.1839068
5762.5	11176.4	0.2799689	0.2897657
5762.5	2799.4	0.0008613255	0.0008914652
5762.5	4924.4	0	0
5762.5	9231.4	0.3893544	0.4029788
5762.5	4627.4	0	0
5762.5	6158.4	0	0
5762.5	10051.4	0.3025814	0.3131694
5762.5	3455.4	0.08817676	0.09126226
5762.5	2683.4	0.09944651	0.1029264
5762.5	91748.4	0.1356374	0.1403836
5762.5	3227.4	0.05656574	0.0585451
5762.5	145482.4	0.2127472	0.2201917
5762.5	23031.4	0.1803787	0.1866905
5762.5	10134.4	0.04550335	0.04709562
5762.5	6305.4	0.1545834	0.1599926
5762.5	8220.4	0.1237188	0.128048
5762.5	3984.4	0.2138855	0.2213699
5762.5	23326.4	0.08997327	0.09312163
5762.5	11102.4	0.08222496	0.0851022
5762.5	55095.4	0.2036044	0.210729
5762.5	84838.4	0.2861975	0.2962122
5762.5	58516.4	0.2620531	0.2712229
5762.5	5780.4	0.06208304	0.06425547
5762.5	126917.4	0.127815	0.1322875
5762.5	5435.4	0.05534454	0.05728117
5762.5	55333.4	0.2445469	0.2531042
5762.5	85313.4	0.06346425	0.06568501
5762.5	23211.4	0.1291448	0.1336639
5762.5	6310.4	0.09211562	0.09533895
