"C1"	"C2"	"X"
6429.1	6429.3	9.63268701449351e-06
10076.1	10076.3	9.63268701449351e-06
7805.1	7805.3	9.63268701449351e-06
9672.1	9672.3	9.63268701449351e-06
9698.1	9698.3	9.63268701449351e-06
79570.1	79570.3	9.63268701449351e-06
2170.1	2170.3	9.63268701449351e-06
553115.1	553115.3	9.63268701449351e-06
8073.1	8073.3	9.63268701449351e-06
23633.1	23633.3	9.63268701449351e-06
200081.1	200081.3	9.63268701449351e-06
84734.1	84734.3	9.63268701449351e-06
3065.1	3065.3	9.63268701449351e-06
65108.1	65108.3	9.63268701449351e-06
55108.1	55108.3	9.63268701449351e-06
728116.1	728116.3	9.63268701449351e-06
653121.1	653121.3	9.63268701449351e-06
339487.1	339487.3	9.63268701449351e-06
5928.1	5928.3	9.63268701449351e-06
8565.1	8565.3	9.63268701449351e-06
64766.1	64766.3	9.63268701449351e-06
252995.1	252995.3	9.63268701449351e-06
127544.1	127544.3	9.63268701449351e-06
204.1	204.3	9.63268701449351e-06
149076.1	149076.3	9.63268701449351e-06
1912.1	1912.3	9.63268701449351e-06
58512.1	58512.3	9.63268701449351e-06
9204.1	9204.3	9.63268701449351e-06
79830.1	79830.3	9.63268701449351e-06
9202.1	9202.3	9.63268701449351e-06
23154.1	23154.3	9.63268701449351e-06
5690.1	5690.3	9.63268701449351e-06
127703.1	127703.3	9.63268701449351e-06
63967.1	63967.3	9.63268701449351e-06
55700.1	55700.3	9.63268701449351e-06
9967.1	9967.3	9.63268701449351e-06
83931.1	83931.3	9.63268701449351e-06
84967.1	84967.3	9.63268701449351e-06
64960.1	64960.3	9.63268701449351e-06
2899.1	2899.3	9.63268701449351e-06
80149.1	80149.3	9.63268701449351e-06
64769.1	64769.3	9.63268701449351e-06
79753.1	79753.3	9.63268701449351e-06
7802.1	7802.3	9.63268701449351e-06
29889.1	29889.3	9.63268701449351e-06
284654.1	284654.3	9.63268701449351e-06
54955.1	54955.3	9.63268701449351e-06
55143.1	55143.3	9.63268701449351e-06
149175.1	149175.3	9.63268701449351e-06
79693.1	79693.3	9.63268701449351e-06
4520.1	4520.3	9.63268701449351e-06
3633.1	3633.3	9.63268701449351e-06
10946.1	10946.3	9.63268701449351e-06
2275.1	2275.3	9.63268701449351e-06
5453.1	5453.3	9.63268701449351e-06
64121.1	64121.3	9.63268701449351e-06
26292.1	26292.3	9.63268701449351e-06
54933.1	54933.3	9.63268701449351e-06
79647.1	79647.3	9.63268701449351e-06
4725.1	4725.3	9.63268701449351e-06
353500.1	353500.3	9.63268701449351e-06
26508.1	26508.3	9.63268701449351e-06
10450.1	10450.3	9.63268701449351e-06
656.1	656.3	9.63268701449351e-06
54802.1	54802.3	9.63268701449351e-06
84879.1	84879.3	9.63268701449351e-06
10487.1	10487.3	9.63268701449351e-06
5538.1	5538.3	9.63268701449351e-06
6018.1	6018.3	9.63268701449351e-06
10269.1	10269.3	9.63268701449351e-06
1298.1	1298.3	9.63268701449351e-06
9783.1	9783.3	9.63268701449351e-06
163732.1	163732.3	9.63268701449351e-06
1503.1	1503.3	9.63268701449351e-06
1907.1	1907.3	9.63268701449351e-06
59269.1	59269.3	9.63268701449351e-06
22887.1	22887.3	9.63268701449351e-06
79717.1	79717.3	9.63268701449351e-06
4904.1	4904.3	9.63268701449351e-06
79078.1	79078.3	9.63268701449351e-06
6513.1	6513.3	9.63268701449351e-06
10969.1	10969.3	9.63268701449351e-06
149466.1	149466.3	9.63268701449351e-06
64834.1	64834.3	9.63268701449351e-06
112950.1	112950.3	9.63268701449351e-06
23334.1	23334.3	9.63268701449351e-06
5792.1	5792.3	9.63268701449351e-06
9682.1	9682.3	9.63268701449351e-06
1802.1	1802.3	9.63268701449351e-06
533.1	533.3	9.63268701449351e-06
128209.1	128209.3	9.63268701449351e-06
11004.1	11004.3	9.63268701449351e-06
8643.1	8643.3	9.63268701449351e-06
8891.1	8891.3	9.63268701449351e-06
79654.1	79654.3	9.63268701449351e-06
57643.1	57643.3	9.63268701449351e-06
114034.1	114034.3	9.63268701449351e-06
25974.1	25974.3	9.63268701449351e-06
5052.1	5052.3	9.63268701449351e-06
10327.1	10327.3	9.63268701449351e-06
4678.1	4678.3	9.63268701449351e-06
60313.1	60313.3	9.63268701449351e-06
51249.1	51249.3	9.63268701449351e-06
3652.1	3652.3	9.63268701449351e-06
8503.1	8503.3	9.63268701449351e-06
10103.1	10103.3	9.63268701449351e-06
55624.1	55624.3	9.63268701449351e-06
10489.1	10489.3	9.63268701449351e-06
387338.1	387338.3	9.63268701449351e-06
2166.1	2166.3	9.63268701449351e-06
64756.1	64756.3	9.63268701449351e-06
6886.1	6886.3	9.63268701449351e-06
6491.1	6491.3	9.63268701449351e-06
51727.1	51727.3	9.63268701449351e-06
11124.1	11124.3	9.63268701449351e-06
26994.1	26994.3	9.63268701449351e-06
5865.1	5865.3	9.63268701449351e-06
51060.1	51060.3	9.63268701449351e-06
91408.1	91408.3	9.63268701449351e-06
9372.1	9372.3	9.63268701449351e-06
200014.1	200014.3	9.63268701449351e-06
4998.1	4998.3	9.63268701449351e-06
84950.1	84950.3	9.63268701449351e-06
79699.1	79699.3	9.63268701449351e-06
440590.1	440590.3	9.63268701449351e-06
55268.1	55268.3	9.63268701449351e-06
6342.1	6342.3	9.63268701449351e-06
6512.1	6512.3	9.63268701449351e-06
7804.1	7804.3	9.63268701449351e-06
9528.1	9528.3	9.63268701449351e-06
127428.1	127428.3	9.63268701449351e-06
51253.1	51253.3	9.63268701449351e-06
25973.1	25973.3	9.63268701449351e-06
55001.1	55001.3	9.63268701449351e-06
1718.1	1718.3	9.63268701449351e-06
255738.1	255738.3	9.63268701449351e-06
23358.1	23358.3	9.63268701449351e-06
5563.1	5563.3	9.63268701449351e-06
115209.1	115209.3	9.63268701449351e-06
114803.1	114803.3	9.63268701449351e-06
3725.1	3725.3	9.63268701449351e-06
51361.1	51361.3	9.63268701449351e-06
4774.1	4774.3	9.63268701449351e-06
163782.1	163782.3	9.63268701449351e-06
7398.1	7398.3	9.63268701449351e-06
85440.1	85440.3	9.63268701449351e-06
27329.1	27329.3	9.63268701449351e-06
23421.1	23421.3	9.63268701449351e-06
55225.1	55225.3	9.63268701449351e-06
3716.1	3716.3	9.63268701449351e-06
54741.1	54741.3	9.63268701449351e-06
84251.1	84251.3	9.63268701449351e-06
26135.1	26135.3	9.63268701449351e-06
1647.1	1647.3	9.63268701449351e-06
55635.1	55635.3	9.63268701449351e-06
55631.1	55631.3	9.63268701449351e-06
9295.1	9295.3	9.63268701449351e-06
11147.1	11147.3	9.63268701449351e-06
1491.1	1491.3	9.63268701449351e-06
9406.1	9406.3	9.63268701449351e-06
257194.1	257194.3	9.63268701449351e-06
127253.1	127253.3	9.63268701449351e-06
256435.1	256435.3	9.63268701449351e-06
10964.1	10964.3	9.63268701449351e-06
79739.1	79739.3	9.63268701449351e-06
5567.1	5567.3	9.63268701449351e-06
2787.1	2787.3	9.63268701449351e-06
1486.1	1486.3	9.63268701449351e-06
23566.1	23566.3	9.63268701449351e-06
255231.1	255231.3	9.63268701449351e-06
84144.1	84144.3	9.63268701449351e-06
148423.1	148423.3	9.63268701449351e-06
8915.1	8915.3	9.63268701449351e-06
23576.1	23576.3	9.63268701449351e-06
3491.1	3491.3	9.63268701449351e-06
57489.1	57489.3	9.63268701449351e-06
51100.1	51100.3	9.63268701449351e-06
9653.1	9653.3	9.63268701449351e-06
5586.1	5586.3	9.63268701449351e-06
2959.1	2959.3	9.63268701449351e-06
494115.1	494115.3	9.63268701449351e-06
115361.1	115361.3	9.63268701449351e-06
23507.1	23507.3	9.63268701449351e-06
284695.1	284695.3	9.63268701449351e-06
84146.1	84146.3	9.63268701449351e-06
7049.1	7049.3	9.63268701449351e-06
7813.1	7813.3	9.63268701449351e-06
50999.1	50999.3	9.63268701449351e-06
343099.1	343099.3	9.63268701449351e-06
1810.1	1810.3	9.63268701449351e-06
54874.1	54874.3	9.63268701449351e-06
30836.1	30836.3	9.63268701449351e-06
2730.1	2730.3	9.63268701449351e-06
9411.1	9411.3	9.63268701449351e-06
2152.1	2152.3	9.63268701449351e-06
1266.1	1266.3	9.63268701449351e-06
199857.1	199857.3	9.63268701449351e-06
148534.1	148534.3	9.63268701449351e-06
58155.1	58155.3	9.63268701449351e-06
391059.1	391059.3	9.63268701449351e-06
178.1	178.3	9.63268701449351e-06
23443.1	23443.3	9.63268701449351e-06
1629.1	1629.3	9.63268701449351e-06
8634.1	8634.3	9.63268701449351e-06
7412.1	7412.3	9.63268701449351e-06
148867.1	148867.3	9.63268701449351e-06
1901.1	1901.3	9.63268701449351e-06
10451.1	10451.3	9.63268701449351e-06
29957.1	29957.3	9.63268701449351e-06
284611.1	284611.3	9.63268701449351e-06
55119.1	55119.3	9.63268701449351e-06
29899.1	29899.3	9.63268701449351e-06
23155.1	23155.3	9.63268701449351e-06
6884.1	6884.3	9.63268701449351e-06
57535.1	57535.3	9.63268701449351e-06
56900.1	56900.3	9.63268701449351e-06
6301.1	6301.3	9.63268701449351e-06
1952.1	1952.3	9.63268701449351e-06
84722.1	84722.3	9.63268701449351e-06
284613.1	284613.3	9.63268701449351e-06
2773.1	2773.3	9.63268701449351e-06
271.1	271.3	9.63268701449351e-06
2948.1	2948.3	9.63268701449351e-06
1435.1	1435.3	9.63268701449351e-06
10768.1	10768.3	9.63268701449351e-06
3749.1	3749.3	9.63268701449351e-06
9122.1	9122.3	9.63268701449351e-06
55791.1	55791.3	9.63268701449351e-06
79084.1	79084.3	9.63268701449351e-06
5906.1	5906.3	9.63268701449351e-06
11218.1	11218.3	9.63268701449351e-06
3752.1	3752.3	9.63268701449351e-06
55917.1	55917.3	9.63268701449351e-06
7482.1	7482.3	9.63268701449351e-06
54879.1	54879.3	9.63268701449351e-06
829.1	829.3	9.63268701449351e-06
389.1	389.3	9.63268701449351e-06
6566.1	6566.3	9.63268701449351e-06
9860.1	9860.3	9.63268701449351e-06
260425.1	260425.3	9.63268701449351e-06
10745.1	10745.3	9.63268701449351e-06
54665.1	54665.3	9.63268701449351e-06
440603.1	440603.3	9.63268701449351e-06
10717.1	10717.3	9.63268701449351e-06
64858.1	64858.3	9.63268701449351e-06
204851.1	204851.3	9.63268701449351e-06
51592.1	51592.3	9.63268701449351e-06
10286.1	10286.3	9.63268701449351e-06
163259.1	163259.3	9.63268701449351e-06
4893.1	4893.3	9.63268701449351e-06
80143.1	80143.3	9.63268701449351e-06
10100.1	10100.3	9.63268701449351e-06
81839.1	81839.3	9.63268701449351e-06
476.1	476.3	9.63268701449351e-06
3321.1	3321.3	9.63268701449351e-06
5738.1	5738.3	9.63268701449351e-06
8458.1	8458.3	9.63268701449351e-06
80263.1	80263.3	9.63268701449351e-06
10905.1	10905.3	9.63268701449351e-06
54834.1	54834.3	9.63268701449351e-06
10885.1	10885.3	9.63268701449351e-06
6913.1	6913.3	9.63268701449351e-06
26227.1	26227.3	9.63268701449351e-06
83998.1	83998.3	9.63268701449351e-06
4853.1	4853.3	0.85177051705086
51205.1	51205.3	0.85177051705086
9557.1	9557.3	0.85177051705086
653820.1	653820.3	0.85177051705086
2702.1	2702.3	0.85177051705086
8337.1	8337.3	0.85177051705086
8338.1	8338.3	0.85177051705086
8349.1	8349.3	0.85177051705086
440689.1	440689.3	0.85177051705086
128077.1	128077.3	0.85177051705086
100132406.1	100132406.3	0.85177051705086
284565.1	284565.3	0.85177051705086
284565.1	284565.3	0.85177051705086
388677.1	388677.3	0.85177051705086
9659.1	9659.3	0.85177051705086
8799.1	8799.3	0.85177051705086
5565.1	5565.3	0.85177051705086
9939.1	9939.3	0.85177051705086
27246.1	27246.3	0.85177051705086
10628.1	10628.3	0.85177051705086
56957.1	56957.3	0.852594978245449
11311.1	11311.3	0.852594978245449
51177.1	51177.3	0.852594978245449
81611.1	81611.3	0.852594978245449
51107.1	51107.3	0.852594978245449
54460.1	54460.3	0.852594978245449
23248.1	23248.3	0.852594978245449
80222.1	80222.3	0.852594978245449
4170.1	4170.3	0.852594978245449
2029.1	2029.3	0.852594978245449
405.1	405.3	0.852594978245449
9869.1	9869.3	0.852594978245449
29956.1	29956.3	0.852594978245449
54964.1	54964.3	0.852594978245449
56882.1	56882.3	0.852594978245449
126626.1	126626.3	0.852594978245449
79005.1	79005.3	0.852594978245449
6944.1	6944.3	0.852594978245449
5993.1	5993.3	0.852594978245449
23126.1	23126.3	0.852594978245449
57530.1	57530.3	0.852594978245449
7286.1	7286.3	0.852594978245449
81609.1	81609.3	0.852594978245449
65005.1	65005.3	0.852594978245449
6097.1	6097.3	0.852594978245449
117145.1	117145.3	0.852594978245449
6282.1	6282.3	0.852594978245449
388697.1	388697.3	0.852594978245449
388698.1	388698.3	0.852594978245449
6273.1	6273.3	0.852594978245449
140576.1	140576.3	0.852594978245449
23557.1	23557.3	0.852594978245449
3608.1	3608.3	0.852594978245449
4881.1	4881.3	0.852594978245449
65123.1	65123.3	0.852594978245449
57459.1	57459.3	0.852594978245449
9909.1	9909.3	0.852594978245449
27173.1	27173.3	0.852594978245449
5872.1	5872.3	0.852594978245449
6232.1	6232.3	0.852594978245449
7170.1	7170.3	0.852594978245449
9898.1	9898.3	0.852594978245449
57198.1	57198.3	0.852594978245449
3570.1	3570.3	0.852594978245449
126669.1	126669.3	0.852594978245449
55585.1	55585.3	0.852594978245449
1141.1	1141.3	0.852594978245449
103.1	103.3	0.852594978245449
3782.1	3782.3	0.852594978245449
57326.1	57326.3	0.852594978245449
90780.1	90780.3	0.852594978245449
6464.1	6464.3	0.852594978245449
80308.1	80308.3	0.852594978245449
51043.1	51043.3	0.852594978245449
8751.1	8751.3	0.852594978245449
1944.1	1944.3	0.852594978245449
1942.1	1942.3	0.852594978245449
10712.1	10712.3	0.852594978245449
10067.1	10067.3	0.852594978245449
55870.1	55870.3	0.852594978245449
55154.1	55154.3	0.852594978245449
55249.1	55249.3	0.852594978245449
23208.1	23208.3	0.852594978245449
9181.1	9181.3	0.852594978245449
6746.1	6746.3	0.852594978245449
56893.1	56893.3	0.852594978245449
57111.1	57111.3	0.852594978245449
92312.1	92312.3	0.852594978245449
9673.1	9673.3	0.852594978245449
84283.1	84283.3	0.852594978245449
7203.1	7203.3	0.852594978245449
10485.1	10485.3	0.852594978245449
4209.1	4209.3	0.852594978245449
54865.1	54865.3	0.852594978245449
1382.1	1382.3	0.852594978245449
81875.1	81875.3	0.852594978245449
79590.1	79590.3	0.852594978245449
3068.1	3068.3	0.852594978245449
5546.1	5546.3	0.852594978245449
2117.1	2117.3	0.852594978245449
912.1	912.3	0.852594978245449
3428.1	3428.3	0.852594978245449
8407.1	8407.3	0.852594978245449
93183.1	93183.3	0.852594978245449
3766.1	3766.3	0.852594978245449
93185.1	93185.3	0.852594978245449
477.1	477.3	0.852594978245449
8682.1	8682.3	0.852594978245449
50717.1	50717.3	0.852594978245449
1314.1	1314.3	0.852594978245449
57216.1	57216.3	0.852594978245449
8832.1	8832.3	0.852594978245449
6504.1	6504.3	0.852594978245449
4063.1	4063.3	0.852594978245449
51744.1	51744.3	0.852594978245449
50848.1	50848.3	0.852594978245449
9191.1	9191.3	0.852594978245449
51506.1	51506.3	0.852594978245449
27005.1	27005.3	0.852594978245449
9507.1	9507.3	0.852594978245449
4720.1	4720.3	0.852594978245449
84134.1	84134.3	0.852594978245449
654790.1	654790.3	0.852594978245449
6391.1	6391.3	0.852594978245449
2212.1	2212.3	0.852594978245449
2215.1	2215.3	0.852594978245449
3310.1	3310.3	0.852594978245449
9722.1	9722.3	0.852594978245449
400793.1	400793.3	0.85177051705086
127933.1	127933.3	0.85177051705086
4921.1	4921.3	0.85177051705086
8490.1	8490.3	0.85177051705086
5087.1	5087.3	0.85177051705086
4259.1	4259.3	0.85177051705086
223.1	223.3	0.85177051705086
54499.1	54499.3	0.85177051705086
7371.1	7371.3	0.85177051705086
57645.1	57645.3	0.85177051705086
5451.1	5451.3	0.85177051705086
919.1	919.3	0.85177051705086
9019.1	9019.3	0.85177051705086
23432.1	23432.3	0.85177051705086
261726.1	261726.3	0.85177051705086
375035.1	375035.3	0.85177051705086
9095.1	9095.3	0.85177051705086
6401.1	6401.3	0.85177051705086
57147.1	57147.3	0.85177051705086
5396.1	5396.3	0.85177051705086
23215.1	23215.3	0.85177051705086
8674.1	8674.3	0.85177051705086
356.1	356.3	0.85177051705086
7292.1	7292.3	0.85177051705086
9588.1	9588.3	0.85177051705086
339416.1	339416.3	0.85177051705086
27252.1	27252.3	0.85177051705086
91687.1	91687.3	0.85177051705086
55157.1	55157.3	0.85177051705086
84614.1	84614.3	0.85177051705086
149041.1	149041.3	0.85177051705086
9910.1	9910.3	0.85177051705086
63931.1	63931.3	0.85177051705086
9674.1	9674.3	0.85177051705086
89866.1	89866.3	0.85177051705086
400798.1	400798.3	0.85177051705086
400798.1	400798.3	0.85177051705086
9917.1	9917.3	0.85177051705086
64222.1	64222.3	0.85177051705086
27.1	27.3	0.85177051705086
6646.1	6646.3	0.85177051705086
148753.1	148753.3	0.85177051705086
163590.1	163590.3	0.85177051705086
163590.1	163590.3	0.85177051705086
26092.1	26092.3	0.85177051705086
9857.1	9857.3	0.85177051705086
5768.1	5768.3	0.85177051705086
9213.1	9213.3	0.85177051705086
57710.1	57710.3	0.85177051705086
10228.1	10228.3	0.85177051705086
51278.1	51278.3	0.85177051705086
2752.1	2752.3	0.85177051705086
6041.1	6041.3	0.85177051705086
6004.1	6004.3	0.85177051705086
3915.1	3915.3	0.85177051705086
23057.1	23057.3	0.85177051705086
9887.1	9887.3	0.85177051705086
116461.1	116461.3	0.85177051705086
81563.1	81563.3	0.85177051705086
80267.1	80267.3	0.85177051705086
116496.1	116496.3	0.85177051705086
6045.1	6045.3	0.85177051705086
10625.1	10625.3	0.85177051705086
7175.1	7175.3	0.85177051705086
5743.1	5743.3	0.85177051705086
5321.1	5321.3	0.85177051705086
5997.1	5997.3	0.852594978245449
6738.1	6738.3	0.852594978245449
51022.1	51022.3	0.852594978245449
79577.1	79577.3	0.852594978245449
343450.1	343450.3	0.852594978245449
360023.1	360023.3	0.852594978245449
23418.1	23418.3	0.852594978245449
56956.1	56956.3	0.852594978245449
140609.1	140609.3	0.852594978245449
127124.1	127124.3	0.852594978245449
5788.1	5788.3	0.852594978245449
23528.1	23528.3	0.852594978245449
9928.1	9928.3	0.852594978245449
23271.1	23271.3	0.852594978245449
23046.1	23046.3	0.852594978245449
252839.1	252839.3	0.852594978245449
3898.1	3898.3	0.852594978245449
7135.1	7135.3	0.852594978245449
23612.1	23612.3	0.852594978245449
1465.1	1465.3	0.852594978245449
89796.1	89796.3	0.852594978245449
55705.1	55705.3	0.852594978245449
10440.1	10440.3	0.852594978245449
1999.1	1999.3	0.852594978245449
9283.1	9283.3	0.852594978245449
127829.1	127829.3	0.852594978245449
4660.1	4660.3	0.852594978245449
127833.1	127833.3	0.852594978245449
10765.1	10765.3	0.852594978245449
5877.1	5877.3	0.852594978245449
59349.1	59349.3	0.852594978245449
7832.1	7832.3	0.852594978245449
5549.1	5549.3	0.852594978245449
493.1	493.3	0.852594978245449
54900.1	54900.3	0.852594978245449
9877.1	9877.3	0.852594978245449
6635.1	6635.3	0.852594978245449
55224.1	55224.3	0.852594978245449
84919.1	84919.3	0.852594978245449
5287.1	5287.3	0.852594978245449
4194.1	4194.3	0.852594978245449
23114.1	23114.3	0.852594978245449
5929.1	5929.3	0.852594978245449
25778.1	25778.3	0.852594978245449
9911.1	9911.3	0.852594978245449
81788.1	81788.3	0.852594978245449
55220.1	55220.3	0.852594978245449
5129.1	5129.3	0.852594978245449
2005.1	2005.3	0.852594978245449
254428.1	254428.3	0.852594978245449
115019.1	115019.3	0.852594978245449
23380.1	23380.3	0.852594978245449
9641.1	9641.3	0.852594978245449
8444.1	8444.3	0.852594978245449
9261.1	9261.3	0.852594978245449
3586.1	3586.3	0.852594978245449
5284.1	5284.3	0.852594978245449
79098.1	79098.3	0.852594978245449
55432.1	55432.3	0.852594978245449
5208.1	5208.3	0.852594978245449
1604.1	1604.3	0.852594978245449
4179.1	4179.3	0.852594978245449
5362.1	5362.3	0.852594978245449
3756.1	3756.3	0.852594978245449
7188.1	7188.3	0.852594978245449
7779.1	7779.3	0.852594978245449
9926.1	9926.3	0.852594978245449
467.1	467.3	0.852594978245449
25936.1	25936.3	0.852594978245449
128387.1	128387.3	0.852594978245449
90806.1	90806.3	0.852594978245449
5629.1	5629.3	0.852594978245449
56950.1	56950.3	0.852594978245449
5784.1	5784.3	0.852594978245449
1063.1	1063.3	0.852594978245449
3776.1	3776.3	0.852594978245449
2104.1	2104.3	0.852692696299178
51018.1	51018.3	0.852594978245449
7042.1	7042.3	0.852594978245449
127018.1	127018.3	0.852594978245449
55532.1	55532.3	0.852594978245449
2058.1	2058.3	0.852594978245449
10380.1	10380.3	0.852594978245449
3142.1	3142.3	0.852594978245449
11221.1	11221.3	0.852594978245449
148362.1	148362.3	0.852594978245449
23219.1	23219.3	0.852594978245449
8560.1	8560.3	0.852594978245449
29097.1	29097.3	0.852594978245449
80232.1	80232.3	0.852594978245449
3930.1	3930.3	0.852594978245449
55740.1	55740.3	0.852594978245449
6726.1	6726.3	0.852594978245449
