"R1"	"R2"	"X"
2353.3	3678.3	0.183561699726307
2002.3	2353.3	0.0831265992093404
1869.3	5933.3	0.112141235277965
1869.3	5925.3	0.179404637386482
1869.3	5888.3	0.327479911694619
1869.3	23649.3	0.108415060846335
1869.3	4174.3	0.0327943421146732
1869.3	4172.3	0.002850060455698
1869.3	1871.3	0.133946705582471
1869.3	1869.3	0.256255009183889
1869.3	1846.3	0.0345075995334935
1869.3	993.3	0.127324989158825
1869.3	898.3	0.325365179273671
1869.3	23468.3	0.0889855134910796
1869.3	6046.3	0.0221960730605454
1385.3	4286.3	0.087060163947357
7528.3	146542.3	0.0908470277497737
7528.3	84146.3	0.0806376979767675
7528.3	51545.3	0.104077602095772
7528.3	85460.3	0.0466961340857494
7528.3	80778.3	0.000855840791521976
7528.3	7569.3	0.0396963506270699
7528.3	7543.3	0.125448269944318
7528.3	84243.3	0.0391846716874785
7528.3	9877.3	0.128192894286438
7528.3	284273.3	0.181899191013611
7528.3	55432.3	0.0527655476037674
7528.3	143570.3	0.0155708870333196
7528.3	64743.3	0.0010094167587172
7528.3	400673.3	0.104661639850078
7528.3	7392.3	0.0343921372965455
7528.3	84747.3	0.0371088949694584
7528.3	23190.3	0.00979558794964754
7528.3	7317.3	0.0824643846038064
7528.3	25987.3	0.0806556392607594
7528.3	122553.3	0.0149645673261723
7528.3	6434.3	0.0125995577562079
7528.3	163590.3	0.0435179218908985
7528.3	7156.3	0.0999187955426063
7528.3	23505.3	0.182317851235089
7528.3	9874.3	0.089779786371595
7528.3	55145.3	0.0556786755443356
7528.3	127428.3	0.00951503354579093
7528.3	8148.3	0.0625365217001552
7528.3	8189.3	0.0907317732924848
7528.3	6670.3	0.0140444092355997
7528.3	6616.3	0.0804998929591405
7528.3	23450.3	0.00833751501678245
7528.3	10291.3	0.0756523624883114
7528.3	6418.3	0.00092821504031137
7528.3	27230.3	0.0141348919633866
7528.3	26135.3	0.00977890480161157
7528.3	6237.3	0.145089285481539
7528.3	6234.3	0.0684085856721417
7528.3	138716.3	0.0822721317912657
7528.3	25873.3	0.00572094177682998
7528.3	6155.3	0.00389472040538845
7528.3	84268.3	0.0570418546066
7528.3	26001.3	0.0505153272354928
7528.3	11079.3	0.0900936725229919
7528.3	65059.3	0.0719242409359909
7528.3	5901.3	0.130717822027097
7528.3	5885.3	0.0568073644942765
7528.3	57403.3	0.0924981815280246
7528.3	5872.3	0.0542032558151709
7528.3	79810.3	0.00905327822385796
7528.3	23215.3	0.0186388952907066
7528.3	7916.3	0.0334663158043928
7528.3	55119.3	0.089344289498734
7528.3	84950.3	0.0473097503051
7528.3	5520.3	0.0804998929591401
7528.3	5515.3	0.0162154525924192
7528.3	5478.3	0.00197591823563461
7528.3	25885.3	0.0104748147564918
7528.3	27343.3	0.242316177850984
7528.3	11331.3	0.114122032651413
7528.3	5116.3	0.037871717042867
7528.3	5093.3	0.0691517613827318
7528.3	5090.3	0.0392394445536407
7528.3	10204.3	0.204333840707376
7528.3	10725.3	0.0702716728879572
7528.3	23154.3	0.0528745302209913
7528.3	4678.3	0.10757933167323
7528.3	4524.3	0.018445561342276
7528.3	90411.3	0.0494898144559597
7528.3	26065.3	0.110436373819966
7528.3	27257.3	0.058033330081325
7528.3	54813.3	0.0406613818154767
7528.3	284058.3	0.00470893912436876
7528.3	55677.3	0.0107940830073011
7528.3	283899.3	0.0378155299069228
7528.3	3421.3	0.0983931513957884
7528.3	22858.3	0.157216668286064
7528.3	28996.3	0.0443178845305998
7528.3	3091.3	0.11362659536011
7528.3	11147.3	0.0860913249410097
7528.3	23438.3	0.0304242865777258
7528.3	2960.3	0.201289063417015
7528.3	56834.3	0.0522853957331944
7528.3	60313.3	0.00139872024560054
7528.3	9453.3	0.055464363992688
7528.3	2664.3	0.0135939750640735
7528.3	92579.3	0.0854481736516929
7528.3	2272.3	0.0333827205378289
7528.3	2197.3	0.0667394906098983
7528.3	57697.3	0.0115427967652381
7528.3	2177.3	0.103640467739394
7528.3	54540.3	0.195565610800438
7528.3	1742.3	0.0205920748255693
7528.3	1656.3	0.0761360184872198
7528.3	79877.3	0.143169255065137
7528.3	58190.3	0.0305189273452824
7528.3	10664.3	0.0430217285349544
7528.3	1457.3	0.0357050919411576
7528.3	4848.3	0.0264480889904061
7528.3	1107.3	0.019722583097956
7528.3	400916.3	0.0866414575122128
7528.3	9662.3	0.0658032746385763
7528.3	1951.3	0.0391485961699517
7528.3	997.3	0.111890432045513
7528.3	829.3	0.0191342116006705
7528.3	29035.3	0.081418461334168
7528.3	26580.3	0.092550353066368
7528.3	8019.3	0.0611098127760768
7528.3	51074.3	0.0604579507047737
7528.3	8943.3	0.00364488680518529
7528.3	84335.3	0.147044635350825
7528.3	9507.3	0.0845296052766651
7157.3	64393.3	0.148199673359393
7157.3	8795.3	0.133243158610066
7157.3	7057.3	0.0202083333277746
7157.3	2810.3	0.117729214777333
7157.3	83667.3	0.0577952098333816
7157.3	27244.3	0.116165982983704
7157.3	5268.3	0.213375273970522
7157.3	5728.3	0.0148413462000779
7157.3	64065.3	0.0514989670742887
7157.3	4134.3	0.0339320970443902
7157.3	3717.3	0.177785350578615
7157.3	3486.3	0.126589707337742
7157.3	3481.3	0.154341237912466
7157.3	3265.3	0.0422345457113311
7157.3	204851.3	0.144472742863122
7157.3	1647.3	0.0492297807215011
7157.3	355.3	0.0556084731132548
7157.3	2114.3	0.115010286769995
7157.3	54541.3	0.1660618208903
7157.3	857.3	0.234087775644825
7157.3	7832.3	0.151228679700186
7157.3	317.3	0.0483104562818314
7020.3	57169.3	0.0319928431959189
7020.3	51201.3	0.0620809836828424
7020.3	79683.3	0.075614339850093
7020.3	115825.3	0.178019262279415
7020.3	7423.3	0.0159739840848893
7020.3	10090.3	0.0386323687818516
7020.3	9706.3	0.00926358961197886
7020.3	55585.3	0.180922366372678
7020.3	91978.3	0.0497229700921189
7020.3	7039.3	0.442844958874667
7020.3	7020.3	0.0428747706015817
7020.3	7014.3	0.108107314413296
7020.3	9066.3	0.180022131897739
7020.3	6613.3	0.00293148538783789
7020.3	57522.3	0.148906308296857
7020.3	8877.3	0.0136490113537416
7020.3	6654.3	0.0143006804755026
7020.3	4092.3	0.0164628033423696
7020.3	6498.3	0.0849888894641791
7020.3	6472.3	0.105084848520065
7020.3	23678.3	0.111283356273723
7020.3	29946.3	0.079433532999837
7020.3	6385.3	0.283482726119495
7020.3	58506.3	0.0222486584712044
7020.3	6237.3	0.190259775420471
7020.3	127544.3	0.0372833386197125
7020.3	5743.3	0.192122862636285
7020.3	5621.3	0.136015880205189
7020.3	29964.3	0.223823480056115
7020.3	5493.3	0.0334389076737727
7020.3	5326.3	0.0544159453173776
7020.3	8396.3	0.172310283634211
7020.3	5252.3	0.0830061314642715
7020.3	5209.3	0.0058949698677635
7020.3	5160.3	0.0575696141329333
7020.3	5090.3	0.17486116170298
7020.3	142.3	0.0223008300095477
7020.3	5036.3	0.0622100779184834
7020.3	2908.3	0.149651189086274
7020.3	4763.3	0.0808935231640822
7020.3	4641.3	0.00610548903554529
7020.3	4524.3	0.051486498142259
7020.3	10933.3	0.0316804624063323
7020.3	90007.3	0.216114937539212
7020.3	4212.3	0.0330791826519335
7020.3	9782.3	0.0514668517794392
7020.3	4137.3	0.0476673049925147
7020.3	260425.3	0.0357981106592709
7020.3	27257.3	0.0330610484183992
7020.3	4026.3	0.0533495853580739
7020.3	3977.3	0.0824236695457426
7020.3	3852.3	0.514524775459774
7020.3	3801.3	0.165735377108628
7020.3	3796.3	0.121454633144321
7020.3	22992.3	0.0381730845943375
7020.3	3688.3	0.0249815121649329
7020.3	3673.3	0.095463704220671
7020.3	3480.3	0.0295474313672692
7020.3	3459.3	0.048292514997839
7020.3	3205.3	0.105084848520065
7020.3	3162.3	0.0481360126315776
7020.3	3092.3	0.0770203132128181
7020.3	23462.3	0.301504129777601
7020.3	9759.3	0.219177981184814
7020.3	2990.3	0.018418153211656
7020.3	55890.3	0.217104374801218
7020.3	56834.3	0.0195097509671555
7020.3	2746.3	0.108742473641926
7020.3	390637.3	0.0176265521329232
7020.3	2624.3	0.023330566166342
7020.3	7855.3	0.182619218786559
7020.3	2314.3	0.0827884367656272
7020.3	24147.3	0.0977500001064723
7020.3	26190.3	0.014624244071775
7020.3	355.3	0.0895687343529075
7020.3	9679.3	0.0244313795937288
7020.3	2036.3	0.0708218054591597
7020.3	2033.3	0.128049697501988
7020.3	2022.3	0.19050637010578
7020.3	2006.3	0.112806830086116
7020.3	2002.3	0.147744850822067
7020.3	1829.3	0.110830491552432
7020.3	23333.3	0.119342780908773
7020.3	1499.3	0.00077087465025314
7020.3	1487.3	0.077858212720349
7020.3	10488.3	0.0367152647645169
7020.3	1382.3	0.152845172230693
7020.3	4848.3	0.0765447097907546
7020.3	6249.3	0.0343804225292331
7020.3	57673.3	0.04156181595697
7020.3	602.3	0.186134874050408
7020.3	7917.3	0.0716234973274577
7020.3	9530.3	0.00361317621680499
7020.3	9334.3	0.16525815163712
7020.3	489.3	0.010780522976811
7020.3	476.3	0.0348537688185512
7020.3	411.3	0.0720986845862444
7020.3	201176.3	0.0283680731931407
7020.3	124930.3	0.0778961335010527
7020.3	118.3	0.0460230948979354
7020.3	2181.3	0.17307022552222
7020.3	23527.3	0.0854215215857144
6776.3	5292.3	0.358654967001424
6776.3	896.3	0.0157221311000972
6776.3	894.3	0.270363111775602
6776.3	595.3	0.122987530408263
6774.3	7422.3	0.0308764820326972
6774.3	8651.3	0.0580647104144679
6774.3	5292.3	0.0290133948168824
6774.3	5008.3	0.077910059187444
6774.3	4609.3	0.13000287703685
6774.3	3725.3	0.129719643718915
6774.3	896.3	0.171073541835922
6774.3	595.3	0.0698758723485902
6774.3	6347.3	0.0754038206823124
6774.3	598.3	0.0557882711809661
6773.3	9021.3	0.177423587344056
6722.3	84146.3	0.101394749605963
6722.3	6935.3	0.174329163365312
6722.3	7168.3	0.0808924576659876
6722.3	7090.3	0.192052749813949
6722.3	6876.3	0.0308764820326968
6722.3	25777.3	0.0752495320455546
6722.3	5763.3	0.0114904542629516
6722.3	5478.3	0.0105450947738333
6722.3	64857.3	0.197868626649992
6722.3	5209.3	0.0671496478290495
6722.3	10611.3	0.133629535697883
6722.3	2063.3	0.0168659003939392
6722.3	7026.3	0.0785057341228021
6722.3	4862.3	0.000339613403422218
6722.3	10398.3	0.0689266428893443
6722.3	91663.3	0.0478238073587757
6722.3	23787.3	0.0309663665720852
6722.3	92399.3	0.0177367560703878
6722.3	4170.3	0.0257190592520859
6722.3	9261.3	0.0362370902788255
6722.3	4026.3	0.0532955685565531
6722.3	3757.3	0.422180925963586
6722.3	3726.3	0.077973542835592
6722.3	64207.3	0.00970072396835721
6722.3	2870.3	0.214459575213818
6722.3	27086.3	0.0123695611630308
6722.3	1960.3	0.150825582648617
6722.3	1844.3	0.0412042612695547
6722.3	160851.3	0.104177161261447
6722.3	3491.3	0.133088826578229
6722.3	5476.3	0.17364046971184
6722.3	1490.3	0.12818533218519
6722.3	1465.3	0.0555527512329086
6722.3	10488.3	0.056939369041859
6722.3	92291.3	0.0100811845515498
6722.3	467.3	0.0011298436074506
6722.3	23237.3	0.0686096379932954
6722.3	9590.3	0.0490553370712476
6722.3	58.3	0.128359775835444
6667.3	126208.3	0.0765126498708283
6667.3	339487.3	0.176345193175204
6667.3	51341.3	0.0334473395981777
6667.3	9925.3	0.154605820095433
6667.3	9278.3	0.0672105911931632
6667.3	9589.3	0.0430788960576769
6667.3	55737.3	0.0368584710845657
6667.3	7422.3	0.00530019773292415
6667.3	84669.3	0.0821949302363869
6667.3	9898.3	0.0271702870977788
6667.3	9322.3	0.0301582995229257
6667.3	84231.3	0.0312010343375261
6667.3	51330.3	0.233552704172214
6667.3	8797.3	0.0312765059493239
6667.3	92609.3	0.0241703109370471
6667.3	7040.3	0.0143386474698729
6667.3	7008.3	0.0475922737720596
6667.3	8463.3	0.0468294516986519
6667.3	6892.3	0.11059586473748
6667.3	6886.3	0.0835963551506037
6667.3	10492.3	0.0240329519720076
6667.3	9515.3	0.0843976308556234
6667.3	6427.3	0.0171525560678344
6667.3	6667.3	0.0511079290359091
6667.3	65124.3	0.0470747031920985
6667.3	4087.3	0.0102340912524233
6667.3	139065.3	0.20404260645843
6667.3	6494.3	0.166762781365004
6667.3	25942.3	0.0881078413881434
6667.3	84193.3	0.0743186166384986
6667.3	27244.3	0.0346416121672541
6667.3	8482.3	0.0239982608349528
6667.3	9919.3	0.101784912498286
6667.3	8578.3	0.0219026513560967
6667.3	58506.3	0.0191451075471975
6667.3	55095.3	0.0681799168367516
6667.3	6257.3	0.0306785880400387
6667.3	6237.3	0.17643869853056
6667.3	6095.3	0.0368499966472009
6667.3	6048.3	0.182497656525624
6667.3	10287.3	0.071371435959048
6667.3	5970.3	0.03657977681719
6667.3	5966.3	0.0902565252058605
6667.3	9770.3	0.124305535572698
6667.3	5899.3	0.0220109389524628
6667.3	23637.3	0.198381425567711
6667.3	57799.3	0.121039988520444
6667.3	5754.3	0.0190846508203255
6667.3	253143.3	0.071169982908692
6667.3	90673.3	0.0473499282185496
6667.3	5509.3	0.157992381123641
6667.3	5292.3	0.000898310020735374
6667.3	55650.3	0.00836458457038596
6667.3	23239.3	0.0342947022516289
6667.3	10424.3	0.0240447485125855
6667.3	5155.3	0.0524569591980488
6667.3	9659.3	0.102875754189142
6667.3	54760.3	0.0712747569787727
6667.3	5089.3	0.0583618545886771
6667.3	10298.3	0.0739577562044579
6667.3	400961.3	0.0519615994930068
6667.3	5007.3	0.0101510185163042
6667.3	4928.3	0.00940826747665916
6667.3	4306.3	0.0733891494983548
6667.3	7376.3	0.128927139839664
6667.3	4854.3	0.0742863241068885
6667.3	51701.3	0.0350013371890934
6667.3	4779.3	0.0753476335463679
6667.3	25915.3	0.0626851792692312
6667.3	57701.3	0.0636224449928939
6667.3	26151.3	0.0359292579377482
6667.3	55154.3	0.0857618448401117
6667.3	4209.3	0.0187806262971893
6667.3	4204.3	0.0410541526149788
6667.3	9656.3	0.0175875964299964
6667.3	28985.3	0.0395883170240311
6667.3	54799.3	0.198737358205682
6667.3	114785.3	0.0781977799101043
6667.3	4144.3	0.050833716512015
6667.3	84232.3	0.0565318593641929
6667.3	3945.3	0.221195755630256
6667.3	8609.3	0.0443378339007688
6667.3	10749.3	0.104504002071615
6667.3	55818.3	0.0978018927872339
6667.3	283219.3	0.0263169565420466
6667.3	3750.3	0.00855533262507278
6667.3	3727.3	0.0721982899655862
6667.3	3725.3	0.0523976840970448
6667.3	10625.3	0.142646903392752
6667.3	3688.3	0.017685117382952
6667.3	51447.3	0.0178521323992968
6667.3	3643.3	0.093995282132021
6667.3	3621.3	0.0127186414130806
6667.3	3459.3	0.0932019362800888
6667.3	3312.3	0.0225698836477644
6667.3	3265.3	0.123758916527781
6667.3	3217.3	0.0898193908494827
6667.3	11100.3	0.0666467312080113
6667.3	3192.3	0.0861297477930287
6667.3	3280.3	0.0210303445941484
6667.3	64224.3	0.0730074067670848
6667.3	2870.3	0.0124935015380502
6667.3	56834.3	0.164933599332292
6667.3	26088.3	0.0035854892286036
6667.3	79760.3	0.0682724027039566
6667.3	2535.3	0.0598062353693478
6667.3	9513.3	0.0518132207815124
6667.3	8061.3	0.136400356385982
6667.3	2314.3	0.0305295701887656
6667.3	23770.3	0.0688000455426592
6667.3	55033.3	0.0826031811485779
6667.3	54620.3	0.0330641215533416
6667.3	2194.3	0.128329101092711
6667.3	80256.3	0.0825706191573365
6667.3	9917.3	0.0948746159465407
6667.3	115704.3	0.0381268757742853
6667.3	112398.3	0.0651914177743637
6667.3	1896.3	0.00233818856656385
6667.3	23549.3	0.0454627591101016
6667.3	1719.3	0.0170783110385636
6667.3	54541.3	0.000851778980254438
6667.3	84301.3	0.155522974200679
6667.3	23142.3	0.0197947992840748
6667.3	10858.3	0.0112387722421025
6667.3	55917.3	0.00288832113776639
6667.3	58190.3	0.0595452129263326
6667.3	1431.3	0.0192040889605027
6667.3	23603.3	0.104000400540893
6667.3	54921.3	0.0289001177444759
6667.3	79586.3	0.01621967596968
6667.3	1951.3	0.107726574972522
6667.3	1032.3	0.0645303252010541
6667.3	1030.3	0.0320178732124549
6667.3	8999.3	0.00924040485861937
6667.3	1017.3	0.0149392833163105
6667.3	993.3	0.0341044165738855
6667.3	10849.3	0.0484459442291579
6667.3	905.3	0.0266966610605961
6667.3	894.3	0.0599301757443669
6667.3	57332.3	0.0276319493993764
6667.3	808.3	0.00877051901623483
6667.3	23705.3	0.0165052725715824
6667.3	9689.3	0.0147132164126956
6667.3	695.3	0.109397084304548
6667.3	84446.3	0.136529450621624
6667.3	10380.3	0.0286291418498224
6667.3	90427.3	0.0816808731827112
6667.3	602.3	0.0296385586085394
6667.3	91647.3	0.216843306144537
6667.3	406.3	0.00151708010070752
6667.3	8289.3	0.0246390185761114
6667.3	116985.3	0.126508236191936
6667.3	84335.3	0.12843102406998
6667.3	132.3	0.0514159691566458
6667.3	79913.3	0.0540529393809353
4089.3	1030.3	0.0343218572792041
4089.3	1026.3	0.23441329616685
6256.3	1374.3	0.0934080391210673
6256.3	335.3	0.148408215142292
6256.3	2181.3	0.0232908912144896
6256.3	51.3	0.0564073707041908
6095.3	406.3	0.148906308296858
5978.3	195828.3	0.127540142683154
5978.3	57659.3	0.0872730150155555
5978.3	7425.3	0.157216668286064
5978.3	286144.3	0.152175368875397
5978.3	23505.3	0.147502505268556
5978.3	6860.3	0.0965661396975015
5978.3	50861.3	0.0912213024009408
5978.3	387104.3	0.324998999712309
5978.3	9784.3	0.10921425212497
5978.3	6616.3	0.289451824407196
5978.3	55334.3	0.0899645348922735
5978.3	192683.3	0.135035509060609
5978.3	6253.3	0.0949135716494678
5978.3	10193.3	0.105784186945326
5978.3	112724.3	0.0138385161025885
5978.3	5155.3	0.310097916034285
5978.3	4885.3	0.199082022128929
5978.3	89796.3	0.159383293387774
5978.3	146664.3	0.174953424356452
5978.3	4137.3	0.0198493643705777
5978.3	81033.3	0.0294344331524436
5978.3	440073.3	0.134933972510052
5978.3	285313.3	0.0948680292853126
5978.3	85236.3	0.29175484025675
5978.3	27112.3	0.158833160816571
5978.3	55068.3	0.0480069183959372
5978.3	58512.3	0.130408144422844
5978.3	1399.3	0.0624738336733729
5978.3	1141.3	0.0211778821850979
5978.3	56853.3	0.051488668476683
5978.3	8851.3	0.13889077772788
5978.3	90324.3	0.148598521279165
5978.3	91768.3	0.104131618897292
5978.3	90427.3	0.240589065219737
5978.3	627.3	0.0129905201082508
5978.3	526.3	0.241655425179041
5978.3	84964.3	0.0886249715767614
5970.3	65986.3	0.0042424018197307
5970.3	7185.3	0.0538273591145615
5970.3	9021.3	0.0512759789744772
5970.3	4793.3	0.0882017629067747
5970.3	10725.3	0.0249815121649329
5970.3	4318.3	0.042324638030378
5970.3	4302.3	0.00440757157289909
5970.3	9404.3	0.0276442530363259
5970.3	3569.3	0.0445273386496154
5970.3	2152.3	0.0768711073587606
5970.3	10148.3	0.028633157447423
5970.3	2921.3	0.0488605888530355
5970.3	3627.3	0.0279109593400509
5970.3	595.3	0.0119482873649661
5970.3	6347.3	0.103525299190144
5970.3	330.3	0.00958506878186648
5970.3	602.3	0.15831693342847
5970.3	598.3	0.024108642425535
5970.3	596.3	0.151661311821722
5966.3	3383.3	0.0799497603879367
5966.3	2921.3	0.129819765999689
5966.3	6347.3	0.0810861010478715
5465.3	1374.3	0.0536552935783927
5465.3	335.3	0.156184213509864
5465.3	51.3	0.014009167368975
5452.3	5966.3	0.0845296052766648
5452.3	7916.3	0.0117877694011034
5452.3	56901.3	0.0772669078981269
5452.3	4067.3	0.0182328718400708
5452.3	8349.3	0.256442891883293
5452.3	1647.3	0.135805584251143
5451.3	7390.3	0.00565491563001665
5451.3	1831.3	0.017681426203549
5451.3	5396.3	0.0221356602563787
5451.3	4609.3	0.0923244939424135
5451.3	3714.3	0.119775413030308
5451.3	8349.3	0.0912937228633961
5451.3	1647.3	0.0168002464113675
5451.3	5168.3	0.00470168600724419
5451.3	595.3	0.0394775214065063
5080.3	2645.3	0.018307756324649
5079.3	23230.3	0.0811517550304432
5079.3	9043.3	0.0745680915092069
5079.3	11342.3	0.119057717157778
5079.3	473.3	0.0567317762731446
5079.3	57799.3	0.0911304540172518
5079.3	23598.3	0.0785798625427396
5079.3	7071.3	0.200127514405173
5079.3	10487.3	0.0463543503479035
5079.3	8553.3	0.158303007742079
4800.3	65249.3	0.103292630191227
4800.3	26137.3	0.0285401849429763
4800.3	124997.3	0.0615447767980303
4800.3	10163.3	0.0243781430066214
4800.3	27005.3	0.021050872375842
4800.3	91544.3	0.048444052752315
4800.3	140739.3	0.101281264753896
4800.3	283237.3	0.0628355816115057
4800.3	23112.3	0.0335710898744735
4800.3	55751.3	0.00723979148275938
4800.3	199745.3	0.05827763345087
4800.3	56910.3	0.0105317064205109
4800.3	4087.3	0.101116328534923
4800.3	6510.3	0.070751085814967
4800.3	348235.3	0.103771893875453
4800.3	51804.3	0.113776155729705
4800.3	55209.3	0.0669030531437421
4800.3	9230.3	0.0230844735523482
4800.3	56980.3	0.0156069625508473
4800.3	5514.3	0.080855236727475
4800.3	84844.3	0.0346255623601043
4800.3	5187.3	0.144439461622955
4800.3	79023.3	0.14166208505322
4800.3	4800.3	0.0451565642525407
4800.3	91750.3	0.101451692806548
4800.3	8861.3	0.0294844343563626
4800.3	253558.3	0.0345842285430938
4800.3	9682.3	0.131359335832898
4800.3	84541.3	0.053023689861383
4800.3	64843.3	0.159460702722313
4800.3	221092.3	0.0241078622111235
4800.3	3149.3	0.0707088072443352
4800.3	128312.3	0.132848982048448
4800.3	8347.3	0.06415225816602
4800.3	23462.3	0.104815347938979
4800.3	84705.3	0.158946645668637
4800.3	2932.3	0.0739572695672171
4800.3	2639.3	0.0192741555691721
4800.3	2618.3	0.073126505005897
4800.3	83460.3	0.0712589398155381
4800.3	9844.3	0.150142340244172
4800.3	22818.3	0.000221494194808538
4800.3	79094.3	0.12333332974371
4800.3	1063.3	0.0148302147910467
4800.3	899.3	0.0959938572951624
4800.3	835.3	0.0871911034461749
4800.3	55832.3	0.0282366470570818
4800.3	6790.3	0.113904763328105
4800.3	472.3	0.0369028780365194
4800.3	23130.3	0.0675437646712332
4800.3	4329.3	0.0929713914019304
4782.3	2805.3	0.0852583900452647
4782.3	1277.3	0.185625781608518
4609.3	84133.3	0.0239713393415738
4609.3	57169.3	0.116309315728215
4609.3	23036.3	0.0287999492500344
4609.3	7705.3	0.100081038896708
4609.3	85416.3	0.422795913057642
4609.3	92092.3	0.122444826470967
4609.3	166793.3	0.000813603491738887
4609.3	7533.3	0.190110569566413
4609.3	4904.3	0.0924262991288495
4609.3	64328.3	0.0425719887803287
4609.3	7504.3	0.033446204185976
4609.3	7486.3	0.0360499636440629
4609.3	9277.3	0.20670934749335
4609.3	154807.3	0.11590003274462
4609.3	7425.3	0.106398559229318
4609.3	7408.3	0.0207813717947558
4609.3	55697.3	0.112137026730821
4609.3	51096.3	0.152918079330389
4609.3	10208.3	0.132996563924757
4609.3	57602.3	0.021331504365959
4609.3	9099.3	0.219391426751662
4609.3	81622.3	0.184308618416762
4609.3	7327.3	0.0436642013458905
4609.3	7323.3	0.0180624437874181
4609.3	7320.3	0.12476052530503
4609.3	9898.3	0.175359655586747
4609.3	51060.3	0.271160595096756
4609.3	54822.3	0.143720143700982
4609.3	51605.3	0.296162218880105
4609.3	9319.3	0.00160864773332152
4609.3	54765.3	0.28591605752493
4609.3	22878.3	0.185411053893593
4609.3	401505.3	0.145888939137117
4609.3	9804.3	0.00583276805601414
4609.3	30000.3	0.0845497168950821
4609.3	943.3	0.105120924037592
4609.3	7110.3	0.221997224422468
4609.3	55654.3	0.0720379952154578
4609.3	7090.3	0.170091533207825
4609.3	1678.3	0.0872558297962049
4609.3	92609.3	0.156454602277298
4609.3	9967.3	0.000871611741089869
4609.3	96764.3	0.0680697283333613
4609.3	9392.3	0.0693523484482869
4609.3	7037.3	0.292268897310425
4609.3	7008.3	0.19982473258392
4609.3	10915.3	0.0689861263739646
4609.3	6907.3	0.120264275682867
4609.3	29110.3	0.229159606570689
4609.3	9797.3	0.109299842209175
4609.3	6878.3	0.0569991065198058
4609.3	10492.3	0.0940327461647941
4609.3	6838.3	0.243863384097761
4609.3	6829.3	0.0426168122699017
4609.3	10147.3	0.100028534224472
4609.3	3925.3	0.216708574261851
4609.3	6789.3	0.0775712018486639
4609.3	6774.3	0.13000287703685
4609.3	6432.3	0.100789185963457
4609.3	6426.3	0.0684686171494671
4609.3	6729.3	0.112710065197802
4609.3	6715.3	0.0242482685565686
4609.3	283377.3	0.180792963152913
4609.3	6689.3	0.218232048074244
4609.3	6648.3	0.0704893675866021
4609.3	6647.3	0.0313233729745167
4609.3	9126.3	0.040103996127149
4609.3	4087.3	0.0325094609927586
4609.3	8140.3	0.429690218027432
4609.3	6542.3	0.167847985408817
4609.3	55117.3	0.0407089015645132
4609.3	25800.3	0.0281035372238399
4609.3	23516.3	7.21510350550335e-05
4609.3	153129.3	0.0942687983107086
4609.3	6517.3	0.360731499784087
4609.3	5250.3	0.0954521104346963
4609.3	6573.3	0.268747375309738
4609.3	9120.3	0.221840722056207
4609.3	10280.3	0.0548838968917978
4609.3	6478.3	0.13267508475487
4609.3	6470.3	0.181288322857955
4609.3	118980.3	0.217260877167479
4609.3	6418.3	0.0265418175594947
4609.3	80031.3	0.392407635472362
4609.3	51150.3	0.0158581915927031
