V1	TCGA.BC.A10Q.01A.11R.A130.13	TCGA.BC.A10Q.11A.11R.A130.13	TCGA.BC.A10R.01A.11R.A130.13	TCGA.BC.A10R.11A.11R.A130.13	TCGA.BC.A10T.01A.11R.A130.13	TCGA.BC.A10T.11A.11R.A130.13	TCGA.BC.A10U.01A.11R.A130.13	TCGA.BC.A10U.11A.11R.A130.13	TCGA.BC.A10W.01A.11R.A130.13	TCGA.BC.A10W.11A.11R.A130.13	TCGA.BC.A10X.01A.11R.A130.13	TCGA.BC.A10X.11A.11R.A130.13	TCGA.BC.A10Y.01A.11R.A130.13	TCGA.BC.A10Y.11A.11R.A130.13	TCGA.BC.A10Z.01A.11R.A130.13	TCGA.BC.A10Z.11A.11R.A130.13	TCGA.BC.A110.01A.11R.A130.13	TCGA.BC.A110.11A.11R.A130.13	TCGA.BC.A216.01A.11R.A154.13	TCGA.BC.A216.11A.11R.A154.13	TCGA.BD.A2L6.01A.11R.A214.13	TCGA.BD.A2L6.11A.21R.A214.13	TCGA.BD.A3EP.01A.11R.A22J.13	TCGA.BD.A3EP.11A.12R.A22J.13	TCGA.DD.A114.01A.11R.A130.13	TCGA.DD.A114.11A.12R.A130.13	TCGA.DD.A118.01A.11R.A130.13	TCGA.DD.A118.11A.11R.A130.13	TCGA.DD.A119.01A.11R.A130.13	TCGA.DD.A119.11A.11R.A130.13	TCGA.DD.A11A.01A.11R.A130.13	TCGA.DD.A11A.11A.11R.A130.13	TCGA.DD.A11B.01A.11R.A130.13	TCGA.DD.A11B.11A.11R.A130.13	TCGA.DD.A11C.01A.11R.A130.13	TCGA.DD.A11C.11A.11R.A130.13	TCGA.DD.A11D.01A.11R.A130.13	TCGA.DD.A11D.11A.12R.A130.13	TCGA.DD.A1EB.01A.11R.A130.13	TCGA.DD.A1EB.11A.11R.A130.13	TCGA.DD.A1EC.01A.21R.A130.13	TCGA.DD.A1EC.11A.11R.A130.13	TCGA.DD.A1EE.01A.11R.A130.13	TCGA.DD.A1EE.11A.11R.A130.13	TCGA.DD.A1EH.01A.11R.A130.13	TCGA.DD.A1EH.11A.11R.A130.13	TCGA.DD.A1EJ.01A.11R.A154.13	TCGA.DD.A1EJ.11A.11R.A154.13	TCGA.DD.A1EL.01A.11R.A154.13	TCGA.DD.A1EL.11A.11R.A154.13	TCGA.DD.A39V.01A.11R.A214.13	TCGA.DD.A39V.11A.11R.A214.13	TCGA.DD.A39W.01A.11R.A214.13	TCGA.DD.A39W.11A.11R.A214.13	TCGA.DD.A39X.01A.11R.A214.13	TCGA.DD.A39X.11A.11R.A214.13	TCGA.DD.A39Z.01A.11R.A214.13	TCGA.DD.A39Z.11A.21R.A214.13	TCGA.DD.A3A1.01A.11R.A214.13	TCGA.DD.A3A1.11A.11R.A214.13	TCGA.DD.A3A2.01A.11R.A214.13	TCGA.DD.A3A2.11A.11R.A214.13	TCGA.DD.A3A3.01A.11R.A22J.13	TCGA.DD.A3A3.11A.11R.A22J.13	TCGA.EP.A12J.01A.11R.A130.13	TCGA.EP.A12J.11A.11R.A130.13	TCGA.EP.A26S.01A.11R.A16S.13	TCGA.EP.A26S.11A.12R.A16S.13	TCGA.ES.A2HT.01A.12R.A17X.13	TCGA.ES.A2HT.11A.11R.A17X.13	TCGA.FV.A23B.01A.11R.A16S.13	TCGA.FV.A23B.11A.11R.A16S.13	TCGA.FV.A2QR.01A.11R.A214.13	TCGA.FV.A2QR.11A.11R.A214.13
hsa-mir-107	 9.0189847	 9.0991905	 9.205792	 9.340176	 9.316045	 8.9150139	 9.194116	 8.9869018	 9.001938	 8.7548607	 8.9706525	 8.8798502	10.586014	 8.823507	10.789998	 8.3450128	 8.9450296	 9.1362358	 8.664171	 8.843013	 9.048031	 9.1901340	 9.3920533	 9.182001	 8.5439150	 9.7149591	10.167411	 9.1416307	 9.900051	 8.958825	 9.690078	 9.1230206	 9.628307	 9.0465691	 9.685598	 9.348319	 9.550126	 9.5096898	 9.451547	 9.2427279	 9.479121	 9.0201268	 9.800602	 9.1745798	 8.983252	 9.0889740	 8.4019405	 8.6966280	 9.002005	 8.566010	 9.814589	 9.3663316	 9.6414039	 9.0863422	 9.793845	 8.7478248	 9.623968	 9.387681	 9.229347	 8.7462321	 9.986623	 8.664429	10.369037	 8.5594549	11.384959	 9.8847398	 9.430341	 8.6003738	 9.926822	 9.664784	 8.968046	 8.7083202	 9.6419358	 8.7249239
hsa-mir-10a	16.7911806	16.5219294	17.041557	17.012723	17.939339	17.2580296	13.837912	16.9211155	15.390175	16.3906816	17.6795856	16.8034304	16.322727	17.981526	14.731520	17.5530047	17.8743873	16.8155034	14.933279	17.370989	15.770078	17.4345733	16.0578541	16.795999	18.0072968	16.5730196	16.838878	17.0485391	17.503829	16.690737	15.669225	17.0289629	15.702620	17.9281397	15.658911	16.593971	16.091089	16.3370728	15.813534	16.9952854	16.256031	17.2902020	15.314554	17.2539150	16.508827	17.3541213	13.2898304	17.2125902	14.842306	17.475658	15.882793	16.6085522	15.1547982	16.4302030	16.786222	16.8441443	15.971902	16.708480	12.683110	17.1207186	15.407350	17.104492	14.186520	17.6319014	16.248406	17.8661135	16.455467	16.5391118	16.499623	17.283570	17.073808	17.6944080	15.8488716	17.3187224
hsa-mir-10b	13.9049309	11.8031102	15.899015	10.866447	15.017524	11.1095968	17.130602	12.6984813	16.037522	11.6978622	14.0239294	12.5936121	19.570291	13.453877	18.475275	13.3692020	14.9569658	11.4526024	17.049447	11.629703	16.488090	12.9129588	17.0708229	12.906465	15.6607478	12.7440747	19.207976	13.5069149	15.531955	11.603331	18.962100	12.5195220	17.759684	14.0080063	18.918674	11.741921	17.854698	12.2796450	16.404904	11.5690178	18.059038	13.0695057	17.859225	13.2502853	19.370894	12.3686816	14.9957861	13.9868582	18.671395	11.432680	18.805880	12.0854034	17.4360201	11.8728406	15.749161	11.1472798	16.906071	12.860124	15.633110	14.3229484	13.155943	13.599829	16.828709	13.8037071	17.647262	14.1336130	19.521689	13.2479659	14.778164	13.824819	18.426515	16.1382669	15.5081856	14.3127383
hsa-mir-1178	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.8386577	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.9126425	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 1.038452	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-1179	 0.0000000	 0.0000000	 0.000000	 1.541914	 0.000000	 1.1403048	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.852624	 0.000000	 0.0000000	 0.9638079	 1.2418518	 0.000000	 0.795344	 0.000000	 0.6904762	 0.9365918	 0.000000	 0.8588675	 0.0000000	 0.000000	 0.0000000	 0.000000	 1.685688	 0.000000	 0.0000000	 1.826050	 0.7832753	 0.000000	 0.000000	 0.000000	 1.5157148	 0.000000	 0.6311805	 1.149419	 1.2565621	 0.000000	 0.8616253	 0.000000	 1.6118245	 0.0000000	 0.8386577	 0.000000	 0.000000	 0.000000	 0.0000000	 1.1885885	 0.8351736	 0.000000	 0.9126425	 0.000000	 1.359734	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6079135	 1.346304	 0.0000000	 1.359402	 0.8222025	 1.773487	 0.000000	 0.000000	 1.1853166	 0.0000000	 0.5621166
hsa-mir-1180	 8.1220048	 5.1994179	 5.148676	 5.490941	 5.164035	 5.0667543	 7.654508	 4.8495054	 8.610706	 6.4301158	 6.1341262	 5.5926795	 7.819363	 5.552426	 7.509361	 4.2964861	 5.6962481	 5.0177187	 7.482002	 5.152511	 5.769869	 5.5175457	 7.0310885	 5.739646	 6.2528414	 6.5717089	 7.583282	 5.0869997	 7.699337	 5.314566	 7.483421	 5.5253180	 7.747082	 5.2114671	 5.990510	 3.702695	 6.501923	 5.7793316	 6.395318	 5.0844856	 6.757632	 5.3996710	 6.548712	 5.9223678	 7.305773	 5.2484917	 8.1238742	 5.4966407	 6.991034	 5.455370	 7.873811	 5.9410199	 8.2088577	 4.9808843	 8.161301	 4.9544138	 6.623192	 6.127647	 7.381052	 5.6692955	 9.063087	 5.118058	 9.745430	 5.0198445	 6.397467	 6.4478115	 5.584170	 4.4421994	 6.680737	 6.494924	 5.880241	 4.8595186	 5.6995413	 5.5167957
hsa-mir-1181	 1.8046039	 1.9342737	 1.842184	 1.541914	 0.000000	 0.6799983	 0.000000	 0.7474163	 0.000000	 0.0000000	 2.1300531	 0.0000000	 2.013931	 2.078312	 0.000000	 0.9169457	 0.0000000	 0.7506147	 0.000000	 0.000000	 0.000000	 1.5066264	 1.4997835	 2.030076	 0.8588675	 2.2755193	 1.959975	 0.0000000	 0.000000	 0.000000	 1.166338	 1.4682720	 1.184486	 1.6613395	 0.000000	 1.442116	 0.000000	 1.5157148	 1.404373	 1.4040831	 0.000000	 1.7291953	 1.424364	 1.3973476	 0.000000	 1.2454475	 0.0000000	 0.8386577	 0.000000	 0.000000	 0.000000	 0.0000000	 0.7133863	 1.7451147	 0.000000	 1.4672694	 0.000000	 0.834460	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 1.0342910	 0.000000	 0.6850024	 2.046692	 1.7243488	 1.773487	 1.374461	 2.017019	 1.5416137	 1.4174177	 0.9655940
hsa-mir-1182	 0.8727191	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 1.549736	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 2.370439	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.773487	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-1185-1	 0.8727191	 0.9565168	 2.152951	 0.967835	 1.195891	 1.1403048	 1.417210	 1.6023386	 0.000000	 2.9597051	 2.7887562	 1.4104257	 0.000000	 1.384914	 0.000000	 1.4731259	 1.5365017	 1.2418518	 1.117411	 1.978915	 0.000000	 1.5066264	 1.9038111	 1.346039	 0.0000000	 0.7139478	 1.289997	 1.3216418	 1.804079	 2.709807	 0.000000	 2.1807226	 1.184486	 0.7832753	 0.000000	 2.620955	 0.000000	 2.2384229	 1.404373	 0.6311805	 0.000000	 2.0846085	 1.424364	 1.3973476	 3.454115	 1.2454475	 1.5124872	 1.3655642	 0.000000	 1.089717	 0.000000	 0.8701831	 3.3154321	 1.3607258	 2.084697	 0.9126425	 0.000000	 1.359734	 0.000000	 1.3694904	 0.000000	 2.057301	 0.000000	 1.3629805	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 2.826789	 1.5416137	 0.8762005	 2.2664776
hsa-mir-1185-2	 0.8727191	 0.0000000	 1.445558	 1.951480	 0.000000	 0.6799983	 0.000000	 0.0000000	 0.000000	 0.9771123	 0.8830999	 1.8020830	 0.000000	 0.000000	 0.000000	 1.4731259	 1.5365017	 1.6076397	 0.000000	 0.795344	 0.000000	 0.0000000	 0.9365918	 2.030076	 0.8588675	 1.1893963	 0.000000	 0.0000000	 1.167377	 0.000000	 0.000000	 0.0000000	 0.000000	 0.7832753	 0.000000	 1.442116	 1.636428	 1.5157148	 0.866721	 1.9046417	 0.000000	 2.0846085	 0.000000	 0.0000000	 1.648091	 1.2454475	 1.9182038	 1.3655642	 0.000000	 0.000000	 0.000000	 0.0000000	 2.0697850	 0.8351736	 0.000000	 1.8668966	 0.000000	 1.359734	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6079135	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.773487	 2.065373	 2.477988	 1.5416137	 0.8762005	 0.5621166
hsa-mir-1193	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.7474163	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.7139478	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 1.038452	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.7111129	 0.0000000	 0.9655940
hsa-mir-1197	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 2.118150	 0.7474163	 2.174002	 0.0000000	 0.8830999	 0.0000000	 2.474623	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 2.172718	 0.000000	 1.148841	 0.0000000	 0.0000000	 0.000000	 0.4924244	 0.7139478	 0.000000	 0.8071504	 1.167377	 0.000000	 0.000000	 0.9133788	 0.000000	 0.0000000	 0.000000	 1.442116	 0.000000	 0.0000000	 0.000000	 0.0000000	 2.218700	 2.8114945	 0.000000	 0.0000000	 2.742257	 0.0000000	 1.9182038	 1.3655642	 0.000000	 0.000000	 1.136022	 0.0000000	 2.8868392	 0.8351736	 0.000000	 1.4672694	 0.000000	 0.834460	 1.094159	 0.0000000	 0.000000	 1.636008	 1.384917	 1.8560961	 0.000000	 1.4972873	 1.359402	 0.0000000	 0.000000	 0.000000	 3.107464	 0.0000000	 0.8762005	 0.5621166
hsa-mir-1199	 1.4126306	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-122	 8.5346698	17.8440704	15.184477	17.698953	16.263551	17.6165684	17.388735	17.4522317	16.203790	17.6463556	16.7755761	17.3734795	16.170503	17.162003	17.016062	16.6923026	16.1254661	17.5843421	16.658913	17.283586	17.299513	16.7607322	16.0323269	17.592498	12.2237051	17.0438204	16.122274	17.8771949	16.792167	17.812903	16.738233	17.3014302	16.528774	17.3184385	17.945827	17.596254	18.112489	17.5768140	18.253096	17.6899643	16.094971	16.9550889	17.033057	17.7459010	15.206652	17.8118829	16.8543402	17.2259702	17.103944	17.602613	17.165819	17.4233404	18.5647672	17.7697271	18.069590	18.3780475	18.234513	17.545192	17.731202	17.4834895	18.548687	17.537153	17.946292	16.7083549	17.956024	17.3490112	18.825829	17.3493266	17.664228	16.997872	17.292190	16.7998940	17.2507881	16.6228068
hsa-mir-1224	 2.5817525	 0.0000000	 0.896730	 1.541914	 0.000000	 1.1403048	 0.000000	 0.7474163	 2.174002	 0.0000000	 0.8830999	 0.8711165	 2.823265	 0.000000	 0.000000	 0.9169457	 0.5609356	 0.7506147	 0.000000	 1.680987	 0.000000	 0.6904762	 0.0000000	 0.000000	 0.0000000	 0.0000000	 3.808126	 0.0000000	 3.455261	 0.000000	 1.166338	 3.1620590	 1.184486	 0.7832753	 0.000000	 2.148733	 2.873193	 2.2384229	 0.000000	 0.6311805	 1.149419	 0.5490143	 2.126947	 0.0000000	 1.648091	 0.0000000	 0.0000000	 0.8386577	 0.000000	 0.000000	 2.805026	 0.8701831	 1.8313068	 0.8351736	 1.390079	 0.0000000	 2.880446	 0.000000	 0.000000	 0.8414873	 0.000000	 1.038452	 0.000000	 1.0342910	 2.030406	 2.5513036	 1.359402	 0.0000000	 1.773487	 0.000000	 1.335559	 0.0000000	 0.0000000	 0.5621166
hsa-mir-1225	 0.0000000	 1.5266887	 0.000000	 0.000000	 0.000000	 1.1403048	 0.000000	 0.0000000	 0.000000	 0.9771123	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.866721	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.8616253	 0.000000	 0.7531428	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.7133863	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.834460	 0.000000	 0.0000000	 0.000000	 1.038452	 0.000000	 0.0000000	 0.000000	 1.1475732	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.7111129	 0.0000000	 0.0000000
hsa-mir-1226	 3.3423014	 0.9565168	 1.842184	 2.270114	 0.000000	 2.3826577	 0.000000	 1.2372990	 3.004586	 1.5543642	 1.4268916	 2.3632803	 3.540504	 1.384914	 3.122762	 2.1866449	 1.5365017	 0.7506147	 2.505457	 2.436414	 1.148841	 2.0247028	 3.6872866	 0.000000	 1.6012378	 1.1893963	 1.959975	 0.0000000	 4.763764	 2.112835	 1.802741	 0.9133788	 1.826050	 1.2881029	 1.992775	 0.000000	 1.636428	 1.9218579	 1.404373	 1.0687833	 3.252131	 2.3695422	 1.424364	 1.3973476	 3.710803	 1.9037485	 4.2876309	 1.3655642	 2.482679	 1.089717	 3.033238	 2.3616207	 2.4535274	 1.7451147	 3.422983	 0.0000000	 2.880446	 2.047105	 2.139030	 1.3694904	 2.370439	 2.057301	 3.954580	 1.6305050	 0.000000	 1.7785528	 2.046692	 2.0258838	 3.416187	 2.881829	 1.335559	 1.1853166	 0.0000000	 2.6417241
hsa-mir-1227	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.8830999	 0.8711165	 0.000000	 0.000000	 0.000000	 0.9169457	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.9365918	 0.000000	 0.0000000	 0.7139478	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.9483783	 0.866721	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.775173	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6079135	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.773487	 0.000000	 0.000000	 0.7111129	 0.8762005	 0.0000000
hsa-mir-1228	 3.3423014	 4.3752478	 2.980890	 4.581452	 3.501682	 3.1420528	 4.703780	 3.4830747	 3.911781	 3.1289813	 3.3628449	 4.2660154	 3.875255	 3.520444	 4.592853	 2.1866449	 3.6871323	 3.8040206	 3.372476	 3.400727	 3.251188	 1.7887961	 2.6968859	 3.560094	 3.5830123	 4.8345251	 3.040258	 3.4258320	 4.471351	 4.139717	 3.748904	 4.9142726	 3.638702	 4.3035524	 3.313254	 4.543711	 3.067178	 4.6537629	 3.443894	 3.9325929	 4.073580	 3.9406983	 4.406505	 4.0465434	 3.357290	 4.0072071	 5.6733132	 3.7670368	 2.482679	 2.462914	 4.245353	 4.6443726	 1.8313068	 3.1441634	 2.551587	 3.6406643	 3.398578	 3.989193	 3.753149	 4.2033360	 5.102988	 2.057301	 5.054474	 3.2303344	 4.921693	 4.7618862	 0.000000	 1.7243488	 3.955383	 4.439971	 3.721358	 2.8817947	 4.2130543	 4.1042314
hsa-mir-1229	 1.4126306	 2.5117449	 0.000000	 1.541914	 1.195891	 0.6799983	 2.118150	 0.0000000	 0.000000	 2.2851314	 0.8830999	 1.4104257	 2.474623	 0.852624	 2.279552	 0.0000000	 1.2783873	 0.7506147	 1.739479	 0.795344	 2.217872	 0.6904762	 2.4776791	 1.346039	 0.4924244	 2.6140718	 3.273763	 1.3216418	 3.455261	 2.441981	 1.166338	 0.9133788	 1.184486	 0.0000000	 0.000000	 1.442116	 2.057771	 2.2384229	 2.923740	 1.0687833	 2.218700	 1.2565621	 3.472978	 0.0000000	 2.188077	 0.7531428	 1.9182038	 1.3655642	 1.720135	 2.462914	 1.763617	 0.8701831	 2.2743777	 0.8351736	 2.903755	 0.9126425	 2.064154	 2.047105	 2.139030	 0.8414873	 3.223726	 1.038452	 4.097247	 0.0000000	 2.030406	 2.3933976	 1.359402	 0.0000000	 1.773487	 0.000000	 0.000000	 1.1853166	 3.2257915	 0.9655940
hsa-mir-1234	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6799983	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.4268916	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.5609356	 0.0000000	 0.000000	 0.000000	 1.148841	 1.1555110	 0.9365918	 0.000000	 0.4924244	 0.7139478	 0.000000	 0.0000000	 0.000000	 1.076195	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 1.3973476	 0.775173	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 1.136022	 0.0000000	 0.7133863	 0.0000000	 1.390079	 0.9126425	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 1.038452	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.8222025	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-1236	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.7832753	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-1237	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.8830999	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.7506147	 0.000000	 0.000000	 0.000000	 0.6904762	 0.0000000	 0.000000	 0.0000000	 0.7139478	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 1.2881029	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.5490143	 0.000000	 0.0000000	 0.000000	 1.9037485	 0.0000000	 0.8386577	 0.000000	 0.000000	 1.136022	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 1.043085	 0.000000	 1.094159	 0.8414873	 2.370439	 0.000000	 1.384917	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 1.1853166	 0.0000000	 0.5621166
hsa-mir-1238	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.8588675	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.866721	 0.0000000	 2.554094	 0.0000000	 0.000000	 0.0000000	 0.775173	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.7133863	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.6850024	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-124-1	 1.4126306	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.4268916	 0.0000000	 1.333084	 0.000000	 1.549736	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.795344	 0.000000	 1.5066264	 0.0000000	 0.000000	 0.0000000	 0.7139478	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.9483783	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.424364	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6079135	 0.000000	 0.6850024	 0.000000	 0.8222025	 0.000000	 0.000000	 1.335559	 0.0000000	 0.0000000	 0.0000000
