727897	OMIM:178500
6794	OMIM:175200|OMIM:260350|OMIM:273300
6795	OMIM:243060
6793	OMIM:273300
6790	OMIM:114500
59341	OMIM:113500|OMIM:156530|OMIM:168400|OMIM:181405|OMIM:184095|OMIM:184252|OMIM:600175|OMIM:606071|OMIM:606835
79809	OMIM:209900
55835	OMIM:608393
274	OMIM:255200
4647	OMIM:276900|OMIM:600060|OMIM:601317
57477	OMIM:300434
132158	OMIM:220120
84693	OMIM:251120
2688	OMIM:173100|OMIM:262400|OMIM:262650
26191	OMIM:152700|OMIM:180300|OMIM:193200|OMIM:222100
90	OMIM:135100
113235	OMIM:229050
94	OMIM:600376
83479	OMIM:174300
133522	OMIM:601665
1175	OMIM:600740
79001	OMIM:122700|OMIM:607473
169026	OMIM:125853
3431	OMIM:235550|OMIM:607948
8540	OMIM:600121
2741	OMIM:149400
7454	OMIM:300299|OMIM:301000|OMIM:313900
4593	OMIM:208150
4594	OMIM:251000
4598	OMIM:175900|OMIM:260920
8291	OMIM:253601|OMIM:254130|OMIM:606768
6532	OMIM:164230|OMIM:607834
343637	OMIM:206800
2312	OMIM:146700
2308	OMIM:268220
23746	OMIM:604393
4729	OMIM:252010
4728	OMIM:256000
51256	OMIM:248000
4726	OMIM:252010
2304	OMIM:241850
4722	OMIM:252010|OMIM:256000
11285	OMIM:130070
3748	OMIM:605259
4621	OMIM:178110|OMIM:193700|OMIM:601680
4625	OMIM:160500|OMIM:181430|OMIM:192600|OMIM:255160|OMIM:608358
4627	OMIM:153640|OMIM:153650|OMIM:155100|OMIM:600208|OMIM:603622|OMIM:605249
4629	OMIM:132900
176	OMIM:165800|OMIM:608361
175	OMIM:208400
10397	OMIM:601455
56922	OMIM:210200
54413	OMIM:300425|OMIM:300494
10577	OMIM:607625
24140	OMIM:309549
8842	OMIM:603786|OMIM:608051
149461	OMIM:248190
1760	OMIM:160900
1545	OMIM:137750|OMIM:137760|OMIM:231300|OMIM:604229
695	OMIM:307200
55109	OMIM:149000
9255	OMIM:260600
22999	OMIM:603649
51259	OMIM:603194|OMIM:608091
6774	OMIM:147060
6777	OMIM:245590
6770	OMIM:201710
9968	OMIM:305450|OMIM:309520
257	OMIM:136760
55812	OMIM:604232
9509	OMIM:225410
3689	OMIM:116920
84100	OMIM:209900|OMIM:600151
2517	OMIM:230000
2512	OMIM:600886|OMIM:606159
5961	OMIM:136880|OMIM:169150
5053	OMIM:261600
4166	OMIM:217800
79140	OMIM:209900
3957	OMIM:608446
1154	OMIM:607948
29123	OMIM:148050
8036	OMIM:607721
5729	OMIM:607277
9479	OMIM:125853
127534	OMIM:133200
4297	OMIM:605130
23385	OMIM:142690
23384	OMIM:145410|OMIM:600251
23389	OMIM:608808
4747	OMIM:607684|OMIM:607734
4744	OMIM:105400
55640	OMIM:225790
5860	OMIM:261630
2182	OMIM:300387
4609	OMIM:113970
4607	OMIM:115197|OMIM:192600
4601	OMIM:176807
6452	OMIM:118400
2683	OMIM:607091
151	OMIM:607876
153	OMIM:607276
155	OMIM:601665
6901	OMIM:302060
158	OMIM:103050
5726	OMIM:171200
200576	OMIM:121850
2720	OMIM:230500|OMIM:230600|OMIM:230650|OMIM:253010
2729	OMIM:230450|OMIM:608446
10560	OMIM:249270
6234	OMIM:606164
9742	OMIM:266920
9775	OMIM:268305
285362	OMIM:272200
8864	OMIM:604348
255738	OMIM:603776
811	OMIM:187950|OMIM:254450
5264	OMIM:266500
440193	OMIM:236600
11136	OMIM:220100
11132	OMIM:601283
79728	OMIM:114480
285440	OMIM:210370
653509	OMIM:178500
51741	OMIM:133239
491	OMIM:601386
283989	OMIM:225753|OMIM:277470
5078	OMIM:125853
5071	OMIM:168600|OMIM:211980|OMIM:600116|OMIM:607572
5076	OMIM:120330
5077	OMIM:122880|OMIM:148820|OMIM:193500|OMIM:268220
9562	OMIM:188470
9563	OMIM:604931
10743	OMIM:182290
79977	OMIM:608641
1828	OMIM:148700
9381	OMIM:601071
799	OMIM:166710
23503	OMIM:270700
1131	OMIM:100100
1134	OMIM:253290|OMIM:601462|OMIM:608930
7140	OMIM:601680
79577	OMIM:145000|OMIM:145001|OMIM:608266
7498	OMIM:278300
7490	OMIM:136680|OMIM:156240|OMIM:194070|OMIM:194080|OMIM:256370|OMIM:608978
2	OMIM:104300
5781	OMIM:151100|OMIM:156250|OMIM:163950|OMIM:607785
477	OMIM:104290|OMIM:602481
4760	OMIM:125853|OMIM:606394
4763	OMIM:162200|OMIM:162210|OMIM:193520|OMIM:601321|OMIM:607785
10682	OMIM:302960
10683	OMIM:277300
6253	OMIM:604805
54657	OMIM:218800|OMIM:606785
9719	OMIM:231050
1729	OMIM:124900
5244	OMIM:600803|OMIM:602347
1723	OMIM:263750
3756	OMIM:135500
3000	OMIM:204000|OMIM:601777
8492	OMIM:249500
1586	OMIM:202110
1584	OMIM:103900
1585	OMIM:203400
9451	OMIM:226980
5651	OMIM:226200
79648	OMIM:251200
286077	OMIM:130900
3914	OMIM:104530|OMIM:226650|OMIM:226700
3918	OMIM:226650|OMIM:226700
326625	OMIM:251110
55624	OMIM:253280|OMIM:268000
215	OMIM:300100
158326	OMIM:248450|OMIM:608980
3643	OMIM:125853|OMIM:246200|OMIM:262190
113278	OMIM:211500|OMIM:211530
10644	OMIM:125853
240	OMIM:600807
79087	OMIM:607143
79188	OMIM:604400
7168	OMIM:115196
7169	OMIM:108120|OMIM:601680
8074	OMIM:193100|OMIM:211900
6041	OMIM:601518
1441	OMIM:162830
23133	OMIM:300263
26504	OMIM:217080
6521	OMIM:166900|OMIM:179800|OMIM:185020
2009	OMIM:600348
4851	OMIM:109730
2733	OMIM:253310
4723	OMIM:252010|OMIM:256000
4784	OMIM:602535
56623	OMIM:213300
81839	OMIM:182940|OMIM:600145
120227	OMIM:600081
190	OMIM:300018|OMIM:300200
6911	OMIM:122600
2760	OMIM:272750
9487	OMIM:280000
4620	OMIM:605637
6323	OMIM:607208
241	OMIM:601367
857	OMIM:606721
3458	OMIM:607948
3459	OMIM:209950|OMIM:600263|OMIM:607948
859	OMIM:123320|OMIM:192600|OMIM:272120|OMIM:606072|OMIM:607801
10585	OMIM:236670
26873	OMIM:260005
4983	OMIM:300486
11322	OMIM:226400
3060	OMIM:161400
3064	OMIM:143100
91147	OMIM:213300|OMIM:216360|OMIM:607361
220202	OMIM:221900
83990	OMIM:114480
23203	OMIM:213200
1301	OMIM:154780|OMIM:228520|OMIM:603932|OMIM:604841
5727	OMIM:109400|OMIM:605462
492	OMIM:302500
6473	OMIM:127300|OMIM:249700
3938	OMIM:223000
3931	OMIM:136120|OMIM:245900
3930	OMIM:169400|OMIM:215140
6712	OMIM:600224
55526	OMIM:204750
4041	OMIM:133780|OMIM:144750|OMIM:166710|OMIM:259770|OMIM:601813|OMIM:601884|OMIM:607634|OMIM:607636
3664	OMIM:119300|OMIM:119500|OMIM:608864
3667	OMIM:125853
57216	OMIM:182940
57217	OMIM:243150
3596	OMIM:600807|OMIM:607154
5034	OMIM:112240
4436	OMIM:114500|OMIM:120435|OMIM:158320|OMIM:276300
