GENE	SCORE_UNRANKED_UNPROP	SCORE_UNRANKED_PROP	SCORE_RANKED_PROP	PVALUE
9363	0.0	5.966345301071385e-06	1940.0	0.495
162333	0.0	2.305709514520783e-05	5164.0	0.234
388011	0.0	1.5097602691580109e-05	3919.5	0.045
63904	0.0	1.0934035351104143e-05	3087.5	0.988
284593	0.0	4.5966565183025247e-07	196.5	0.963
252995	0.0	0.0001222831086222194	10531.0	0.195
122665	0.0	6.264673515203144e-05	8434.0	0.735
79605	0.0	1.7021998439283286e-05	4258.0	0.532
256309	0.0	1.2888368700432575e-06	781.0	0.213
79828	0.0	1.8361779862774275e-05	4459.0	0.107
4826	2.1418854930614967e-05	0.00024237861057531366	12095.0	0.258
341	0.0	5.9743828730980345e-05	8265.0	0.353
79747	0.0	7.421537404975386e-06	2231.5	0.409
254773	0.0	5.966345301071385e-06	1940.0	0.495
79414	0.0	1.5188882873441735e-07	37.0	0.283
2760	0.037715971953139915	0.003787804755213546	17110.0	0.753
127255	0.0	4.5966565183025247e-07	196.5	0.963
5724	0.030089477678562605	0.003036388192740728	16478.0	0.07
23265	0.0	7.968214435320287e-06	2381.0	0.768
2357	0.03059272279308315	0.0030651392441610535	16498.0	0.18
1381	2.1418854930614967e-05	5.4339480938231015e-05	7925.0	0.243
79868	0.048602983825543414	0.005028288113090144	18012.0	0.689
100500891	0.0	1.9774977475316463e-06	1063.0	0.809
6570	0.006159368102253281	0.0007250487704656329	13438.0	0.753
94059	0.0	9.263352945881047e-05	9710.0	0.25
8334	0.0	0.0004931594273144374	12867.0	0.916
54764	2.1178129228083163e-05	3.7085430504610654e-05	6660.0	0.411
55890	0.04803294445696786	0.004926288372266218	17952.0	0.109
9540	0.0	3.930036576293451e-05	6876.0	0.051
23177	0.0	3.734720738281885e-05	6686.0	0.04
100616158	0.0	3.6433779922690065e-05	6594.0	0.116
11167	0.010047267677306331	0.0010051864333824635	14153.0	0.865
403253	0.0	1.9127999447743565e-05	4563.0	0.879
1285	0.07529136605008428	0.007608875312437545	19058.0	0.361
26801	0.0	9.441250974401219e-06	2760.5	0.105
3577	0.034829990225958916	0.0034952218948170392	16860.0	0.463
25939	0.03380911729679916	0.003392858266671582	16781.0	0.816
283507	0.0	3.5747089063502784e-05	6521.5	0.836
56128	0.0	0.00016515736561088817	11284.0	0.614
23317	0.0	1.0824288395782443e-05	3049.5	0.764
168544	0.0	0.00020352976268867253	11750.0	0.024
84258	0.0	0.00012558931239910442	10616.0	0.007
8997	0.033165009895535384	0.003591418269035588	16945.0	0.821
285512	0.0	2.187462339664023e-05	4999.0	0.96
400955	0.0	5.492704174561422e-05	7959.0	0.984
442028	0.0	1.8049175828127132e-06	971.5	0.133
53942	0.0010045580807752036	0.00014886500364598784	11019.0	0.971
113612	0.0067505851794068565	0.0007142054144163221	13393.0	0.937
28957	0.0	4.629586864604005e-06	1637.0	0.978
