GENE	SCORE	Y
57786	0.0002647868986288434	0.0
57787	0.0007185580137494964	0.0
238	0.0018268609805434058	0.0
239	0.0010112931776342926	0.0
55872	0.001327329832194493	0.0
55870	3.2837377575829364e-05	0.0
230	1.947019980660613e-05	0.0
231	0.008412540291647199	0.0
153733	2.041424938436907e-05	0.0
283989	0.0004548296192111177	0.0007384338203826876
283987	0.00045409879093483195	0.0
26064	0.00020236879260665143	0.0
26061	4.602478421922147e-06	0.0
26060	0.007877830074072924	0.0
64949	0.00017256702884614226	0.0
64943	5.727970537758963e-05	0.0
64946	9.425048739768314e-05	0.0
10749	0.00025571480278505017	0.0
10748	2.6260782002634423e-05	0.0
10747	0.0001431565808180121	0.0
10746	0.0004637219118039429	0.0
10743	0.001094393902683363	0.002004727562127974
10742	2.913494139251036e-05	0.0
10741	0.000195365466071307	0.0
54209	0.0010684412162720155	0.002004727562127974
54206	0.0001812139493908504	0.0
54205	0.0012798733564123447	0.0
246778	1.0090310564663094e-05	0.0
83439	0.0016816017042227257	0.0
169792	0.0001723937361137872	0.0
157922	5.519633903052895e-05	0.0
796	9.470300299629632e-05	0.0
795	9.540977196856016e-05	0.0
794	0.0002130572427975257	0.0
793	0.00028341105479953954	0.0
790	0.000667201781790473	0.0
799	0.0012065399266209668	0.002004727562127974
1139	0.00015995398612404668	0.0
1138	8.710925273060232e-06	0.0
1133	1.3365574988012183e-05	0.0
1132	4.883686676410524e-05	0.0
1131	0.0011868137790541915	0.0007384338203826876
1130	0.0015752609876643953	0.002004727562127974
1137	0.0005476808011365224	0.0007384338203826876
1136	1.960520305519731e-05	0.0
1135	8.527259597176869e-05	0.0
1134	0.0017835433456020898	0.002004727562127974
8500	0.0005271721493540418	0.0
8503	0.0077478000097889995	0.0
8502	0.0008921557678264221	0.0
8505	6.707178044020699e-05	0.0
8504	5.394948282192197e-05	0.0
8507	0.00011882850567626355	0.0
8506	0.0005658608757069545	0.0
8508	0.0002580946626399281	0.0
497189	1.6638944636721844e-05	0.0
26523	4.257401717160343e-05	0.0
26521	4.64666468601359e-05	0.0
26524	3.58247511681027e-05	0.0
26525	0.00012035695227994287	0.0
26528	2.738036699995253e-06	0.0
4761	1.6546795549687752e-05	0.0
4760	0.003457436732073536	0.005430707416226322
4763	0.003208537914854043	0.005430707416226322
4762	9.66538991141152e-05	0.0
26292	0.0003222604110072197	0.0
26297	7.1117844670405796e-06	0.0
7188	0.0005798133686703125	0.0
29108	0.0005855213428479491	0.0
201176	0.00025017263098493683	0.0
51329	0.0002694654339394964	0.0
55666	0.0002950605791865519	0.0
51324	0.0010628454348119124	0.0007384338203826876
55664	6.284629141506855e-05	0.0
51322	2.346600537241916e-05	0.0
55662	0.0005598770804251693	0.0
55661	8.455142831038485e-05	0.0
55660	0.004601859012637209	0.0
79991	3.106246482224573e-05	0.0
56311	1.5134775339996409e-05	0.0
729402	9.606484288825219e-05	0.0
29105	1.5625197839274548e-05	0.0
729408	3.3803604652710276e-06	0.0
65220	0.00018097379974644132	0.0
29107	0.0001548734192503032	0.0
29106	1.0920701486702876e-05	0.0
80149	4.856990280567588e-05	0.0
117177	0.00011806825240102789	0.0
140465	0.0001510421508327835	0.0
80142	0.00010332172617261422	0.0
80143	0.0003747300969101843	0.0
80145	0.0001539235330273311	0.0
80146	5.2422079105710745e-05	0.0
2705	0.001701030123612779	0.002004727562127974
2707	0.00042023483836522687	0.0007384338203826876
2706	0.0018015711093136591	0.002004727562127974
2700	0.00028307452943931077	0.00027178148312752753
2703	7.334609540797672e-05	0.0
2702	0.00023370670533748628	0.00027178148312752753
119587	2.6258980142929375e-05	0.0
6259	0.0007270584238354867	0.0
6258	0.0007985158020905605	0.0
6253	0.00044532564469020085	0.0007384338203826876
6252	0.00022809112614228234	0.0
6251	0.0001296417180074333	0.0
6257	0.00048086676397735153	0.0
6256	0.004372365975114787	0.0
9712	0.00016764526070797085	0.0
9711	2.6258980142929375e-05	0.0
125050	2.3284562069482855e-05	0.0
832	0.0002885685428785786	0.0
833	1.5462954092540083e-05	0.0
830	0.006756963331444574	0.0
831	0.0005364941324714996	0.0
836	0.01904838564258017	0.0
837	0.0025515191307181814	0.0
834	0.0026752244628422224	0.0
835	0.001419518010810567	0.0
838	0.00024988147015815685	0.0
839	0.005967490574322711	0.0
22999	0.0006158678871654479	0.00027178148312752753
80852	0.00022421972126984496	0.0
80853	8.453503195712913e-05	0.0
80851	8.499192064538755e-05	0.0
80856	7.681169027213128e-06	0.0
80854	0.0009660184853326954	0.0
1728	0.0009620586944368713	0.0
1729	0.0006214929064860948	0.00027178148312752753
5245	0.009214323257689049	0.014625713645003693
1727	0.0012517477030701504	0.002004727562127974
1725	0.000124863557970064	0.0
5241	0.000980387399350619	0.0
5243	0.00011602194180408718	0.0
10228	0.00028639857059119885	0.0
137492	0.00022768571799757617	0.0
3005	0.00014276066162530456	0.0
3006	0.0001359610732520753	0.0
3001	0.000343469013759536	0.0
3000	0.003326267934469671	0.005430707416226322
3002	0.019616275119784664	0.0
3009	0.00030832535470207227	0.0
3008	0.000251857370984098	0.0
9459	0.0011035980466881923	0.00027178148312752753
169966	7.758952731901495e-06	0.0
57019	1.1836276361764356e-05	0.0
57016	5.630630623620348e-05	0.0
57017	2.7178292895969536e-05	0.0
115727	0.00012692323561241088	0.0
57546	8.613499415302852e-05	0.0
7288	2.7242916253839054e-05	0.0
114897	9.424729209222555e-05	0.0
57540	0.0002498592153743882	0.0
57541	2.7106934351688513e-05	0.0
57542	0.00011103976611985205	0.0
65080	0.00013695012707402285	0.0
130916	1.1842969835729643e-05	0.0
23228	4.7981927740615844e-05	0.0
23229	7.875157491493154e-06	0.0
23223	4.714143391792574e-05	0.0
23227	1.6522914716520392e-05	0.0
23224	1.3689835516814683e-05	0.0
23225	0.00019670739673604943	0.0
7775	9.080448734596945e-05	0.0
7770	3.611670695393882e-05	0.0
50848	0.000651813080615419	0.0
3916	4.997057417259386e-05	0.0
3915	0.00022639926809027013	0.0
3914	0.0035590360040491003	0.005430707416226322
3913	1.5620348868133048e-05	0.0
3912	0.00013933721632803617	0.0
3911	0.0007815084577391823	0.0
3910	0.0015380946365913188	0.0
3918	0.0032694728912069405	0.005430707416226322
6730	2.1350398562806064e-05	0.0
6731	0.00017080318845284176	0.0
6732	0.000510810073453302	0.0
326624	7.282132264628484e-05	0.0
6734	8.499219080033656e-06	0.0
6736	0.0003426822811318436	0.0
6737	0.00018575440699580847	0.0
6738	1.8281922240791398e-05	0.0
221079	3.0471622239076145e-05	0.0
55504	0.00036960162656169614	0.0
55505	0.0010375533647029379	0.002004727562127974
55502	8.17179816347519e-05	0.0
55503	0.0001542871492500468	0.0
55501	6.934387364354751e-06	0.0
55509	0.0009105567162525121	0.0
81488	0.0004169237159927239	0.0
2550	0.0003031936746726749	0.0
2551	0.00036006500221665515	0.0
2553	0.0005030668544343346	0.0
2554	0.0001522213065635363	0.0
167227	0.0001388608950602779	0.0
2556	6.767098590645318e-05	0.0
2557	1.8644981199953674e-05	0.0
5010	1.4056093439286442e-05	0.0
5013	7.53726203107829e-05	0.0
5015	8.957368486295047e-05	0.0
5016	7.210081941776467e-05	0.0
387522	0.0001525523493530256	0.0
116143	1.6065449217029148e-05	0.0
94137	2.000829373803316e-05	0.0
90627	0.0004504894775863054	0.0
919	0.0013579604290989283	0.0
915	0.00019246056947759422	0.0
914	0.0006048755129426664	0.0
917	5.452296824408764e-05	0.0
916	0.0007040352185184209	0.0
9542	0.00031172286193448636	0.0
910	0.00031922258372525875	0.0
9540	7.449882018032268e-05	0.0
912	0.00041187681917740016	0.0
64216	5.865851831594361e-05	0.0
64215	0.0015780610311174493	0.0
64210	0.0003272046879293855	0.0
64218	3.014424072037486e-06	0.0
64219	0.0003223711283528158	0.0
79088	0.00013948265961482743	0.0
284086	8.806852935401909e-05	0.0
79080	2.1971658809541057e-05	0.0
79083	0.00027872090599564893	0.0
79085	0.003377057512823415	0.0
79084	0.0003281778863352847	0.0
7168	0.0004873989561452876	0.00027178148312752753
7169	0.0007182324082396054	0.0007384338203826876
7162	2.3668308651565394e-05	0.0
7163	0.00010573079236981746	0.0
7161	0.0031745358166592394	0.0
7166	0.0001895264413929061	0.0
7167	0.00037610085984506313	0.0
7164	0.00015880779420124767	0.0
7165	4.2564441152791795e-05	0.0
8079	0.00017080275676068272	0.0
8078	0.00015603255556994043	0.0
8073	0.0002801318618798781	0.0
8074	0.002963152162703269	0.002004727562127974
8076	0.00012906179666129442	0.0
84766	6.123701496927592e-05	0.0
100130553	0.00012068400709923496	0.0
1447	0.00015313508745954483	0.0
1446	9.84835806379603e-05	0.0
1445	0.00241832280250243	0.0
1444	2.3550226333190786e-05	0.0
1443	6.118087780539503e-05	0.0
1442	0.00024380773569350784	0.0
23039	0.00035479157120559	0.0
23038	3.4322556957292814e-05	0.0
23037	0.00027234458888261926	0.0
23036	7.136223231397119e-05	0.0
23034	1.5625197839274548e-05	0.0
23032	0.00011640696567837544	0.0
23031	0.00042499021760385316	0.0
23030	6.4490713266716744e-06	0.0
653972	0.00019622832417186378	0.0
2009	0.0004232886224014231	0.0007384338203826876
81502	9.98594946957757e-06	0.0
11269	0.00012556688531679855	0.0
5822	2.4276879382065694e-05	0.0
5825	0.0011074726417708107	0.0
5824	0.0019421813720448718	0.0
5826	0.0001689522853911454	0.0
5829	0.009217974380550088	0.0
5828	0.0004347543998174683	0.0
11261	0.0003649780684343927	0.0
11260	0.0002839038650834503	0.0
11267	0.0003695732971310719	0.0
11266	0.00023185125796572643	0.0
11264	5.394948282192197e-05	0.0
56623	0.00038484210803061835	0.0007384338203826876
64777	6.591532008825082e-05	0.0
64776	1.7552137320222143e-05	0.0
64770	2.204726120329079e-05	0.0
64773	0.0002549689294624083	0.0
64772	8.6995884600503e-06	0.0
51160	0.00032849634611805285	0.0
51162	1.598745325071065e-05	0.0
51164	0.0010497017348181366	0.0
51168	0.00020383869761267045	0.00027178148312752753
65979	4.225892789714527e-05	0.0
199	5.6825557480154886e-05	0.0
197	0.00020775447684075383	0.0
196	0.001099354779408886	0.0
191	0.00010688202988391558	0.0
190	0.0031758852208324784	0.005430707416226322
79369	5.07550538707755e-05	0.0
57574	2.5618239965804413e-05	0.0
57576	0.00018164021747995446	0.0
57571	1.2057483504355914e-05	0.0
9150	0.000744516879028619	0.0007384338203826876
9152	3.928660947425411e-05	0.0
9159	9.37996854771396e-05	0.0
9158	0.0004934072364370519	0.0
79364	0.00017330285793613594	0.0
79365	3.0189540491402596e-05	0.0
7903	1.6945758876384416e-05	0.0
414061	1.818668694073115e-05	0.0
348980	3.8394414259893016e-05	0.0
283518	3.859670736751139e-05	0.0
84752	4.832156797212446e-05	0.0
3456	2.4633377983012964e-05	0.0
3454	0.0007307326942266085	0.0
3455	0.00026347384218810454	0.0
84759	7.089592752442614e-06	0.0
3458	0.0015556200082899017	0.002004727562127974
3459	0.00782157694233806	0.014625713645003693
81603	2.538328485681139e-05	0.0
157773	2.0942478541501927e-05	0.0
54737	0.00026237684782765014	0.0
171392	5.767644781939803e-05	0.0
54732	1.889569621681826e-05	0.0
142680	0.002830711065541541	0.005430707416226322
79768	0.0001151607554384845	0.0
91419	2.538543622118526e-05	0.0
79760	0.00014731386531189176	0.0
79763	8.670092921375348e-05	0.0
5728	0.02188733929107651	0.03878217303877158
222894	2.8909051305200384e-05	0.0
5723	0.00010071496262987749	0.0
23752	0.00033025205874719586	0.0
1305	0.00015598372298865316	0.0
1300	0.0004031607653005527	0.0007384338203826876
1301	0.00040296058550052936	0.0007384338203826876
1302	0.00018053787082117218	0.0
23755	2.6260782002634423e-05	0.0
23759	3.0403232709599536e-05	0.0
1308	0.0008670897217229728	0.0
51550	5.391424584254932e-06	0.0
27042	1.149677537573763e-05	0.0
27043	0.0006105488039855377	0.0
27040	0.0017424873339275944	0.0
27044	0.00031222593249210655	0.0
51552	0.0001536679155080493	0.0
6478	0.0006355229750243712	0.0
6473	0.0010522560439095256	0.002004727562127974
6472	0.00031167078720996085	0.0
6470	0.0002299347474646987	0.0
6477	0.007866497277196675	0.0
6476	5.475120149582536e-05	0.0
92140	7.40384358092466e-05	0.0
8332	0.00012630393992205227	0.0
8330	4.847040631748304e-05	0.0
8331	2.369010308146978e-05	0.0
8336	4.847040631748304e-05	0.0
8337	5.976844270995994e-05	0.0
8334	2.9199293493099455e-05	0.0
8335	5.889552508335819e-05	0.0
8338	9.512732762389725e-05	0.0
8339	0.00045337813153555295	0.0
9907	1.0813954513565354e-05	0.0
9904	0.0001237884620114018	0.0
9905	0.00030868019462454573	0.0
9900	3.0058017675957905e-05	0.0
9901	7.094843424217054e-05	0.0
9908	0.00014481138775928934	0.0
4045	3.3121661988506794e-05	0.0
4046	7.246532792346606e-05	0.0
4040	0.008304505454602798	0.0
4041	0.008574008980305619	0.002004727562127974
4043	0.0008097789265610855	0.0
4048	9.692240787047984e-05	0.0
4049	0.00036938682749689737	0.0
25758	1.1842969835729643e-05	0.0
25759	0.0002146047190442237	0.0
3665	0.0005531864021057915	0.0
3664	0.00041337756408679034	0.0007384338203826876
3667	0.013312497284187947	0.005430707416226322
3661	0.0006211846868262065	0.0
3660	0.00041900230021442865	0.0
3663	0.00020416993433674662	0.0
3662	0.00019625558561047664	0.0
90427	0.0003787561757196843	0.0
3593	1.7042719063879966e-05	0.0
3592	2.640396907839904e-05	0.0
3590	3.284792516910163e-06	0.0
3597	0.000441340299729612	0.0
3596	0.002959792669507235	0.005430707416226322
3595	4.6188619847872315e-05	0.0
3594	8.242175867158652e-05	0.0
3598	0.00031786631128276864	0.0
53917	9.21310937821626e-06	0.0
53916	1.1668809140138285e-05	0.0
613253	0.00010495067143339288	0.0
90390	0.00011247487872613475	0.0
53919	0.00018670705693932862	0.0
53918	0.00019911871999507132	0.0
80262	4.012108613670353e-05	0.0
655	0.0006511879441936364	0.0
10390	3.339675666799938e-05	0.0
1687	2.3211132859120893e-05	0.0
57082	0.00017677026673576887	0.00027178148312752753
115572	1.960192256763114e-05	0.0
5802	0.000677456327076702	0.0
29982	0.00017123882549528908	0.0
29984	0.0004266580865633667	0.0
29986	4.449372761817215e-05	0.0
84988	0.0007557312687475515	0.0
84984	1.3587801025557954e-05	0.0
84986	2.7146784895426666e-05	0.0
4239	8.76884939618885e-06	0.0
4237	0.0002380981427273451	0.0
4236	1.5625197839274548e-05	0.0
4234	0.00013630335363509	0.0
4233	0.5147018016318623	0.9969506099195042
4232	4.6742787360008607e-05	0.0
319	0.00024040036310588606	0.0
80739	8.141592118979387e-05	0.0
92806	2.1731941550513296e-05	0.0
312	4.455597085355984e-05	0.0
311	0.00017213768647816278	0.0
310	0.00012318978994228018	0.0
317	0.0036594423587283536	0.0
51362	7.954003963845865e-05	0.0
51363	5.9610164918673234e-05	0.0
