GENE	SCORE_UNRANKED_UNPROP	SCORE_UNRANKED_PROP	SCORE_RANKED_PROP	PVALUE
ENSG00000173567	0.0	0.0006627237205635788	912.0	0.415
ENSG00000173575	0.08018674459450537	0.014979155714524612	11022.0	0.836
ENSG00000173578	0.00512977800360575	0.0029566966119744663	3617.0	0.408
ENSG00000173581	0.0	0.011508282936796923	9533.0	0.784
ENSG00000173585	0.0162082289316567	0.0029713958868473334	3633.0	0.323
ENSG00000173588	0.046727707323653604	0.012648202390283775	10060.0	0.626
ENSG00000173597	0.0	0.002589011050077343	3270.0	0.452
ENSG00000173598	0.0	0.0005957715640149248	569.0	0.746
ENSG00000173599	0.11444323025504792	0.029042960087903344	14310.0	0.156
ENSG00000173611	0.0	0.0018393804746476084	2444.0	0.492
ENSG00000173612	0.01468315658568835	0.01468315658568835	10908.0	0.801
ENSG00000173614	0.0371896334475491	0.013935420070657676	10630.0	0.903
ENSG00000173621	0.0	0.020563110197382547	12726.0	0.584
ENSG00000173626	0.0	0.00811395621597877	7635.0	0.661
ENSG00000173638	0.02386549201206655	0.004517228440684034	4977.0	0.618
ENSG00000173641	0.0	0.0076759665579402845	7342.0	0.123
ENSG00000173653	0.001808906709842501	0.001808906709842501	2408.0	0.64
ENSG00000173660	0.0	0.007540457927172826	7239.0	0.457
ENSG00000173662	0.006545115790702107	0.004260556704485257	4771.0	0.457
ENSG00000173673	1.3390917841730015e-05	1.3390917841730015e-05	93.5	0.573
ENSG00000173674	1.3260975377974055e-05	0.02428558262369269	13558.0	0.047
ENSG00000173681	1.3390917841730015e-05	0.0010543339027012807	1370.0	0.001
ENSG00000173692	0.0	0.047743123233360246	15823.0	0.05
ENSG00000173698	0.006863474111540849	0.006863474111540849	6772.0	0.55
ENSG00000173699	0.0	0.004443328909312286	4917.0	0.852
ENSG00000173702	0.0	0.008425365842510362	7832.0	0.425
ENSG00000173705	0.0	0.0023673415276885203	3017.0	0.88
ENSG00000173706	0.010035276654476658	0.0026469329406430143	3323.0	0.369
ENSG00000173714	0.02426010573109654	0.010524216042227828	9022.0	0.576
ENSG00000173726	0.0	0.033294979956686295	14797.0	0.257
ENSG00000173744	0.004944858104406224	0.01185179046445752	9694.0	0.822
ENSG00000173757	0.04456319615183618	0.0508879041127495	15971.0	0.496
ENSG00000173762	0.012589923502070102	0.007721098404930417	7369.0	0.411
ENSG00000173769	0.005354261708121935	0.0010947123584151707	1422.0	0.753
ENSG00000173786	0.07816040992743935	0.07816040992743935	16667.0	0.153
ENSG00000173801	0.03709657585845608	0.03709657585845608	15166.0	0.681
ENSG00000173805	0.04001495067384016	0.04001495067384016	15395.0	0.042
ENSG00000173809	0.0	0.0005550340415715798	331.5	0.917
ENSG00000173812	0.0	0.003986882319908996	4562.0	0.78
ENSG00000173818	0.0	0.0070002308552411015	6865.0	0.946
ENSG00000173821	0.05391280362851905	0.01731923608470189	11845.0	0.276
ENSG00000173838	0.0	0.00413741520423679	4689.0	0.867
ENSG00000173846	0.002399419605753926	0.011344864663098732	9441.0	0.203
ENSG00000173848	0.0011525374758144346	0.0045480882138781075	5006.0	0.961
ENSG00000173852	0.0	0.002731595135168867	3397.0	0.698
ENSG00000173868	0.04263811139207097	0.007416864937181954	7141.0	0.451
ENSG00000173889	0.0	0.01132735843548389	9430.0	0.988
ENSG00000173894	0.035994865721590705	0.035994865721590705	15077.0	0.872
ENSG00000173898	0.14412087771249302	0.030365335015341492	14504.0	0.137
ENSG00000173905	0.0	0.018470127898068362	12192.0	0.348
ENSG00000173908	0.0	0.0005775822618235297	454.5	0.152
ENSG00000173914	0.02487070486357597	0.03636650965750357	15110.0	0.079
ENSG00000173915	0.05010248347581428	0.018431607924781573	12177.0	0.173
ENSG00000173917	0.021743885133580335	0.005904380029351771	6075.0	0.191
ENSG00000173918	0.0	0.004444698522504275	4919.0	0.847
ENSG00000173926	0.0	0.004545477363907457	5005.0	0.713
ENSG00000173928	0.0	0.004651442289393083	5094.0	0.948
ENSG00000173930	0.0	0.0012644365366995818	1821.0	0.727
ENSG00000173933	0.01970786725022615	0.050979093148032464	15974.0	0.22
ENSG00000173947	0.008997843784899335	0.006999659124727745	6864.0	0.656
ENSG00000173950	0.029618702759786283	0.0067696628541698955	6716.0	0.714
ENSG00000173960	0.0	0.004886251036718728	5297.0	0.49
ENSG00000173976	0.01750916785144967	0.002537990766122728	3213.0	0.899
ENSG00000173991	0.136945196621726	0.04110211334039852	15463.0	0.062
ENSG00000173992	0.012084720892941556	0.006516905852383995	6541.0	0.388
ENSG00000174004	0.0	0.0006885272861444946	1060.0	0.588
ENSG00000174007	0.05888245051789316	0.06740189614325931	16467.0	0.254
ENSG00000174010	0.0	0.016354495546652706	11508.0	0.678
ENSG00000174013	0.08415390621403776	0.014806288736095376	10951.0	0.013
ENSG00000174015	0.0	0.036067828681871944	15084.0	0.267
ENSG00000174016	0.0	0.001118592202607459	1466.0	0.977
ENSG00000174021	0.023827027413651045	0.01686370178369808	11682.0	0.243
ENSG00000174032	0.021184188445624978	0.005669244014944744	5902.0	0.926
ENSG00000174059	0.015435199721814365	0.004330540588826622	4820.0	0.502
ENSG00000174080	0.24028007667297163	0.02860972341014596	14248.0	0.046
ENSG00000174083	0.0	0.001377433577893392	1998.0	0.202
ENSG00000174099	0.07315626669366368	0.013192063254756982	10295.0	0.453
ENSG00000174100	0.0	0.012821367838485908	10127.0	0.453
ENSG00000174106	0.04987175940723712	0.02507645689198107	13694.0	0.788
ENSG00000174111	0.0	0.009723684874293812	8583.0	0.89
ENSG00000174123	0.0	0.011030166341916002	9288.0	0.198
ENSG00000174125	0.07886861686122809	0.015339459549172766	11150.0	0.267
ENSG00000174130	0.0069298451695615285	0.0027722315699023376	3427.0	0.479
ENSG00000174132	0.0	0.0016378441497124255	2206.0	0.958
ENSG00000174136	1.315536483330305e-05	1.315536483330305e-05	54.0	0.519
ENSG00000174137	0.0	0.0006801902093449038	998.0	0.357
ENSG00000174156	0.0023419525655299536	0.002252716367842563	2879.0	0.552
ENSG00000174165	1.3390917841730015e-05	0.001260675253631619	1813.0	0.817
ENSG00000174173	0.0	0.023321503582172234	13359.0	0.253
ENSG00000174175	0.06097941622908197	0.014654461292409247	10901.0	0.353
ENSG00000174177	0.0	0.009450742442044692	8423.0	0.94
ENSG00000174194	0.0	0.0013220122770539102	1931.0	0.848
ENSG00000174197	0.003113742105018843	0.018848366191760724	12288.0	0.888
ENSG00000174206	0.025785832893884135	0.0035646425544200973	4174.0	0.128
ENSG00000174226	0.008089790757744488	0.0019451562839981308	2605.0	0.416
ENSG00000174227	0.0	0.003949128625821094	4519.0	0.172
ENSG00000174231	0.038230774285912414	0.0563997678049408	16199.0	0.513
ENSG00000174233	0.08018079140934795	0.014560850314061239	10859.0	0.158
ENSG00000174238	0.07366865907381295	0.018338219699543093	12149.0	0.052
ENSG00000174243	0.0	0.031077640678279648	14578.0	0.643
ENSG00000174255	0.0	0.0006149064048188519	663.0	0.46
ENSG00000174276	0.0	0.005677316278396043	5909.0	0.773
ENSG00000174279	0.008664988721618328	0.008664988721618328	7961.0	0.794
ENSG00000174282	0.027856970968565348	0.00637424271772206	6429.0	0.73
ENSG00000174292	0.00945496101537459	0.014319570525417553	10761.0	0.422
ENSG00000174306	0.030716931483951566	0.008044249006981814	7580.0	0.496
ENSG00000174307	0.0	0.06498331985606318	16415.0	0.086
ENSG00000174327	0.0	0.0008520243323107484	1260.0	0.655
ENSG00000174332	1.3390917841730015e-05	1.3390917841730015e-05	93.5	0.573
ENSG00000174343	0.015042179079830876	0.054876415544132875	16145.0	0.457
ENSG00000174358	0.0776424415091963	0.0776424415091963	16659.0	0.28
ENSG00000174365	0.0	0.0022144833841683214	2834.0	0.949
ENSG00000174370	0.0	0.0006801902093449038	998.0	0.357
ENSG00000174371	0.0047193217164941135	0.01614149003668603	11432.0	0.701
ENSG00000174373	0.0	0.0054348685074915885	5738.0	0.827
ENSG00000174374	0.0	0.0052010924125182965	5546.0	0.705
ENSG00000174405	0.05883103272558868	0.09605362717840478	16861.0	0.658
ENSG00000174417	0.021505058128754563	0.005505293555754661	5790.0	0.229
ENSG00000174428	0.0	0.0017424917969544162	2319.0	0.879
ENSG00000174429	0.006496682951290997	0.0058355450198856965	6027.0	0.407
ENSG00000174437	0.08184725418612446	0.05154270125551648	16000.0	0.212
ENSG00000174442	1.331518803639967e-05	0.0011206462626735152	1470.0	0.812
ENSG00000174444	0.0	0.04602782658993751	15736.0	0.045
ENSG00000174446	0.0	0.007763232116108282	7400.0	0.824
ENSG00000174450	0.0	0.0010475464813626285	1363.0	0.927
ENSG00000174456	0.0	0.00125670357698788	1802.0	0.619
ENSG00000174460	0.0	0.006047833705586223	6186.0	0.916
ENSG00000174469	0.07222457117598802	0.014318785868939927	10759.0	0.201
ENSG00000174482	0.0	0.0006801902093449038	998.0	0.357
ENSG00000174483	0.08062109257262445	0.03466700548541682	14942.0	0.886
ENSG00000174485	0.0	0.008137634227102356	7647.0	0.129
ENSG00000174498	0.02959297039100168	0.0037811965333071594	4383.0	0.109
ENSG00000174500	0.004911955613334421	0.0011816142087571232	1592.0	0.405
ENSG00000174502	0.034228398594913674	0.004240715856186174	4753.0	0.073
ENSG00000174516	0.006504531379297748	0.009868443702832127	8664.0	0.466
ENSG00000174521	0.0	0.0006248225588985143	713.0	0.26
ENSG00000174527	1.331518803639967e-05	1.3315188036399672e-05	63.5	0.573
ENSG00000174547	0.0	0.018156980016268885	12091.0	0.282
ENSG00000174562	0.0	0.0066208825944795	6606.0	0.27
ENSG00000174564	0.004713353851923642	0.014282640337208769	10749.0	0.572
ENSG00000174574	1.3390917841730015e-05	0.0013391822394922977	1948.0	0.777
ENSG00000174576	0.02960496551763287	0.0049467163588005295	5360.0	0.22
