GENE	SCORE_UNRANKED_UNPROP	SCORE_UNRANKED_PROP	SCORE_RANKED_PROP	PVALUE
ENSG00000006075	0.0	0.008471360988849243	8576.0	0.375
ENSG00000006114	0.0	0.009810667191050873	9334.0	0.381
ENSG00000006116	0.011853480905311674	0.004206244955385333	5398.0	0.043
ENSG00000006118	0.028681219850218993	0.036749900920375056	15419.0	0.723
ENSG00000006125	0.0	0.05332783013808051	16250.0	0.035
ENSG00000006128	0.008016748943173037	0.014376878032064706	11401.0	0.41
ENSG00000006194	0.0	0.010340197401635566	9622.0	0.166
ENSG00000006210	0.01070708479031989	0.026835972072651332	14377.0	0.76
ENSG00000006282	0.0	0.00466872527829642	5795.0	0.364
ENSG00000006283	0.023711595622133316	0.0044084234186828105	5568.0	0.17
ENSG00000006327	0.015722299806708463	0.008561880651931563	8618.0	0.426
ENSG00000006377	0.02695021649238378	0.003861779585619528	5109.0	0.745
ENSG00000006432	1.3390917841730015e-05	0.0017562797158765626	2740.0	0.871
ENSG00000006451	0.0065537476522491605	0.03701616181368053	15437.0	0.564
ENSG00000006453	0.0	0.0161610070652814	12026.0	0.284
ENSG00000006459	0.016393576462569278	0.0016393576462569279	2576.0	0.847
ENSG00000006468	0.05208541074019083	0.02122116754642971	13370.0	0.035
ENSG00000006530	0.0	0.01204094501948243	10458.0	0.117
ENSG00000006534	0.01371493320047612	0.018044719996874833	12601.0	0.779
ENSG00000006576	0.0	0.0013591793594130714	2277.0	0.844
ENSG00000006606	0.0	0.002341681409517131	3488.0	0.269
ENSG00000006607	0.014414183858722316	0.005785878595234672	6688.0	0.384
ENSG00000006611	0.06538995933433571	0.02724258074832996	14440.0	0.546
ENSG00000006625	0.0	0.004821007346799209	5927.0	0.657
ENSG00000006634	1.331518803639967e-05	0.011501781284716147	10198.0	0.83
ENSG00000006638	0.06149789035992942	0.035181177566343105	15287.0	0.143
ENSG00000006652	0.0254985656759051	0.010243351274262577	9570.0	0.325
ENSG00000006659	0.0	0.009589417395675127	9201.0	0.08
ENSG00000006695	0.11695861143737213	0.011695861143737213	10289.0	0.105
ENSG00000006704	0.033720474872118135	0.015126403813556169	11680.0	0.675
ENSG00000006712	0.0	0.0235117952590927	13840.0	0.899
ENSG00000006715	0.00178419443064634	0.01600549890133864	11980.0	0.976
ENSG00000006740	0.0	0.0023661334528622614	3525.0	0.786
ENSG00000006744	0.01951067011202154	0.011610357621845313	10248.0	0.892
ENSG00000006747	0.0	0.007756390504112309	8113.0	0.122
ENSG00000006757	0.0	0.001035515202248471	1613.0	0.389
ENSG00000006788	0.0	0.01678572695355419	12232.0	0.772
ENSG00000006831	0.03123037085562839	0.008131598184838981	8361.0	0.124
ENSG00000006837	0.0	0.01143399190271055	10156.0	0.632
ENSG00000007001	0.0	0.0011688304326855263	1850.0	0.869
ENSG00000007038	0.0	0.00373557653763323	4985.0	0.718
ENSG00000007047	0.04218853674017315	0.03639455305869144	15397.0	0.078
ENSG00000007062	0.03565421985296503	0.007750910307626039	8110.0	0.714
ENSG00000007080	0.0	0.008660236407828498	8672.0	0.418
ENSG00000007129	0.0	0.03753757443403673	15473.0	0.648
ENSG00000007168	0.0920147134098666	0.03724887062998345	15452.0	0.303
ENSG00000007171	0.08321159478054638	0.09774021990521713	16917.0	0.375
ENSG00000007174	0.0	0.0006410736437957842	932.0	0.986
ENSG00000007202	0.0	0.001754359519356569	2738.0	0.807
ENSG00000007216	0.005920998635719237	0.0005920998635719237	703.0	0.445
ENSG00000007237	0.12073386455139337	0.02861937478005643	14617.0	0.004
ENSG00000007255	0.018101403335731587	0.011670815199403276	10278.0	0.831
ENSG00000007264	0.0022679058697793477	0.012396878290726856	10609.0	0.405
ENSG00000007306	0.0	0.0025184183038730315	3729.0	0.069
ENSG00000007312	0.09318016920754602	0.020986565291443965	13315.0	0.202
ENSG00000007314	0.2090130362352673	0.02890745101359865	14662.0	0.016
ENSG00000007341	0.0	0.0009365505461886486	1537.5	0.67
ENSG00000007350	0.03449583365090578	0.003449583365090578	4690.0	0.154
ENSG00000007372	0.050007798292199715	0.04781033469214613	16025.0	0.845
ENSG00000007376	0.0	0.000717704626678618	1313.0	0.714
ENSG00000007384	0.02688984728940109	0.004682438719037172	5809.0	0.212
ENSG00000007392	1.3390917841730015e-05	0.056095566977890865	16338.0	0.13
ENSG00000007402	0.03882762208286216	0.011659079384348492	10274.0	0.195
ENSG00000007516	0.020571241342916085	0.003575998567245058	4822.0	0.122
ENSG00000007520	0.0	0.005678107165452629	6607.0	0.579
ENSG00000007541	0.0	0.0070717021932629985	7620.0	0.747
ENSG00000007545	0.020101709799443	0.005286036014885332	6304.0	0.386
ENSG00000007866	0.0	0.013899321609341923	11240.0	0.427
ENSG00000007908	0.016555951352795615	0.01249365377186067	10653.0	0.452
ENSG00000007923	0.07957967483554755	0.03089351381708043	14895.0	0.044
ENSG00000007933	0.06401288756010313	0.006401288756010314	7152.0	0.243
ENSG00000007944	0.02486519708599774	0.015377858713675259	11760.0	0.437
ENSG00000007952	0.02400110459561578	0.004701760366845198	5828.0	0.163
ENSG00000007968	0.0	0.014887848431160408	11594.0	0.956
ENSG00000008018	0.0	0.042149132548244754	15753.0	0.506
ENSG00000008056	0.06797365432839055	0.04270846351774587	15774.0	0.129
ENSG00000008083	0.03053611841015949	0.014685696742277324	11529.0	0.311
ENSG00000008086	0.09425002568152024	0.021617573210796562	13452.0	0.441
ENSG00000008118	0.016613983799336304	0.0040607421798070096	5269.0	0.029
ENSG00000008128	0.0024787986271019623	0.015190983170627755	11703.0	0.701
ENSG00000008130	0.0	0.007817105258728217	8154.0	0.223
ENSG00000008196	0.05792460447015671	0.014636713957222169	11514.0	0.85
ENSG00000008197	0.017303055314356112	0.0024268101091508166	3607.0	0.727
ENSG00000008226	0.0029566754348031373	0.00029566754348031376	184.0	0.371
ENSG00000008256	0.0	0.00816962741909471	8387.0	0.463
ENSG00000008277	0.04446085179261188	0.01792492402007531	12570.0	0.154
ENSG00000008282	0.006415992284657437	0.0021542668870915558	3249.0	0.367
ENSG00000008283	0.045404038005273144	0.006716146301709786	7391.0	0.679
ENSG00000008294	0.006319669418078835	0.01564099588006824	11849.0	0.634
ENSG00000008300	0.05808574780134483	0.0202964445134598	13158.0	0.011
ENSG00000008311	0.10590077063744398	0.01307893974070573	10896.0	0.108
ENSG00000008323	0.0	0.00054663864758367	432.0	0.886
ENSG00000008324	0.0	0.0040339347426139325	5250.0	0.805
ENSG00000008382	0.0	0.0012344163901526577	2028.0	0.549
ENSG00000008394	0.0	0.004373780189402201	5538.0	0.395
ENSG00000008405	0.002844989197668608	0.02432755700383186	13997.0	0.148
ENSG00000008438	0.01937477431250157	0.004365450358207565	5528.0	0.498
ENSG00000008441	0.06274713043303855	0.01640904296547025	12110.0	0.862
ENSG00000008513	1.3390917841730015e-05	0.0011059992915194573	1720.0	0.624
ENSG00000008516	0.0	0.0024589847985563374	3653.0	0.85
ENSG00000008517	0.0	0.009583458384646935	9196.0	0.907
ENSG00000008710	0.047841229720333694	0.02523114796105523	14151.0	0.542
ENSG00000008735	0.022982834295971154	0.06896511041342542	16603.0	0.806
ENSG00000008838	0.027334014058121872	0.035939018845739655	15361.0	0.7
ENSG00000008853	0.0	0.009155697344442463	8953.0	0.931
ENSG00000008869	0.0	0.005514621699683631	6492.0	0.37
ENSG00000008952	0.0	0.01331944982391214	11000.0	0.786
ENSG00000008988	0.00938921826383231	0.03380754411269327	15167.0	0.703
ENSG00000009307	0.0	0.020775896726878313	13278.0	0.526
ENSG00000009335	0.04876443937671662	0.019761095516383574	13038.0	0.185
ENSG00000009413	0.007694592481176276	0.007570616368078377	7978.0	0.944
ENSG00000009694	0.0	0.0012163901184471298	1964.0	0.722
ENSG00000009709	0.04877201414227986	0.01305453012011838	10888.0	0.154
ENSG00000009724	0.062315084354312836	0.010532005745651156	9713.0	0.171
ENSG00000009765	0.021788784417412548	0.003990081461875899	5220.0	0.849
ENSG00000009780	0.0	0.0006609952805036729	1042.0	0.811
ENSG00000009790	0.009646329302494063	0.02092165363016524	13305.0	0.471
ENSG00000009830	0.11881802096272051	0.02117264376439479	13364.0	0.053
ENSG00000009844	0.0	0.018646907716116972	12775.0	0.752
ENSG00000009950	0.018461811762420365	0.004831474899662391	5935.0	0.363
ENSG00000009954	0.02951403381549629	0.0303204160277516	14844.0	0.576
ENSG00000010017	0.0061996358112838814	0.08065649846298163	16764.0	0.135
ENSG00000010030	0.0	0.00508402448490109	6139.0	0.986
ENSG00000010072	0.048617055318839156	0.05538514491970113	16318.0	0.882
ENSG00000010165	0.0	0.0096282734886832	9223.0	0.449
ENSG00000010219	0.0	0.010315826016461525	9605.0	0.247
ENSG00000010244	0.018620567204580735	0.013650452920719914	11138.0	0.097
ENSG00000010256	0.0	0.022917504785953932	13711.0	0.134
ENSG00000010270	0.0	0.0019209416200475923	2998.0	0.765
ENSG00000010278	0.0025992457990712263	0.035651754997623006	15332.0	0.376
ENSG00000010282	0.0	0.0007870881673375188	1424.0	0.413
ENSG00000010292	0.0	0.014458940553203068	11441.0	0.538
ENSG00000010295	0.0	0.005177834779435788	6211.0	0.288
ENSG00000010310	0.022461449351596843	0.0036319298486268622	4879.0	0.118
ENSG00000010318	0.0	0.011607987562776674	10245.0	0.49
ENSG00000010319	1.3390917841730015e-05	1.3390917841730017e-06	93.5	0.544
ENSG00000010322	0.0	0.007507196590480458	7924.0	0.815
ENSG00000010327	1.3390917841730015e-05	0.004250711321851521	5431.0	0.53
ENSG00000010361	0.0800499187471652	0.010797574082760145	9860.0	0.871
ENSG00000010379	0.005504427976558768	0.0012565351140164354	2092.0	0.15
ENSG00000010404	0.11157368719551321	0.05437499684720731	16284.0	0.818
ENSG00000010438	0.0	0.009561265733749226	9179.0	0.263
ENSG00000010539	0.0	0.0029326555796767464	4156.0	0.147
ENSG00000010610	0.01998143900494464	0.06475555700739886	16522.0	0.284
ENSG00000010626	0.0	0.000725243092755101	1323.0	0.254
ENSG00000010671	0.06369634750120079	0.07445207179826892	16685.0	0.407
ENSG00000010704	0.05747983395882755	0.010138956722587692	9522.0	0.364
ENSG00000010803	0.008237989989139313	0.015303442076045089	11745.0	0.916
ENSG00000010810	0.01824514831920702	0.2784791373661059	17245.0	0.472
ENSG00000010818	0.00959460102805366	0.006263707467265356	7051.0	0.561
ENSG00000011007	0.021722082889712942	0.020786062575066655	13280.0	0.912
ENSG00000011009	0.0	0.005566188621941013	6520.0	0.975
ENSG00000011021	0.02637166014402942	0.004431025465234509	5592.0	0.136
ENSG00000011028	0.0021632813639823173	0.010892793959837653	9900.0	0.89
ENSG00000011052	0.0	0.006895852688213257	7505.0	0.487
ENSG00000011105	0.0	0.0013740754848825293	2301.0	0.958
ENSG00000011114	0.0	0.0005641755642094711	527.5	0.621
ENSG00000011132	0.030357365183751064	0.009886609955993296	9374.0	0.119
ENSG00000011143	0.057080108307535585	0.04521646945490966	15903.0	0.901
ENSG00000011198	0.16613405915755092	0.027228328569653956	14436.0	0.08
ENSG00000011201	0.04586440460645287	0.00800421703999156	8269.0	0.839
ENSG00000011243	0.0	0.02012698277708511	13127.0	0.031
ENSG00000011258	0.01233755014688434	0.00824025007396815	8420.0	0.88
ENSG00000011260	0.0	0.009218373736239096	8992.0	0.898
ENSG00000011275	0.08122987003400275	0.02060738999565017	13237.0	0.409
ENSG00000011295	0.13996559183816504	0.03283486939900142	15067.0	0.09
ENSG00000011304	0.0022756460931637993	0.05043582367585687	16138.0	0.085
ENSG00000011332	0.0	0.006210335124780908	7005.0	0.928
ENSG00000011347	0.012114199887007892	0.007436944037527827	7875.0	0.097
ENSG00000011376	0.002672412233949965	0.003363746117509602	4600.0	0.937
ENSG00000011405	0.020471637306533525	0.03019353045386028	14824.0	0.464
ENSG00000011422	0.032826231867765655	0.09486899845524445	16897.0	0.68
ENSG00000011426	0.005107357311927152	0.08266830912913249	16788.0	0.41
ENSG00000011451	0.0	0.03013439358873041	14813.0	0.909
ENSG00000011454	0.04278795298649982	0.024214122109271822	13977.0	0.139
ENSG00000011465	0.04235347630571276	0.04143399327788053	15713.0	0.89
ENSG00000011478	0.0	0.011370788508288897	10126.0	0.4
ENSG00000011485	0.010851234412028862	0.033563108528997625	15148.0	0.333
ENSG00000011523	0.0	0.00421428387681351	5406.0	0.776
ENSG00000011566	0.010174318917133468	0.008675842285831611	8683.0	0.307
ENSG00000011590	0.008095967585213592	0.013033781761333503	10881.0	0.87
ENSG00000011600	0.10765279483640479	0.043305133238200844	15805.0	0.149
ENSG00000011638	0.0	0.00531487120772234	6333.0	0.053
ENSG00000011677	0.015712473514103598	0.004263341402986347	5445.0	0.394
ENSG00000012048	0.03329996986469221	0.32145397896039374	17257.0	0.507
ENSG00000012061	0.08239214731212133	0.022838987670163124	13698.0	0.873
ENSG00000012124	0.013807537757012545	0.015166220983307593	11699.0	0.293
ENSG00000012171	0.0053341907192970585	0.007237989348475498	7739.0	0.304
ENSG00000012174	0.025491839621083173	0.005507640838457362	6483.0	0.93
ENSG00000012211	0.0	0.014281185857426455	11373.0	0.017
ENSG00000012223	0.013955123122778417	0.02332174660829857	13798.0	0.177
ENSG00000012232	1.3167242216448685e-05	0.011719912100725866	10299.0	0.184
ENSG00000012504	0.03363499130293226	0.018174063463513322	12639.0	0.272
ENSG00000012660	0.08295358879236515	0.01173641612756842	10307.0	0.265
ENSG00000012779	0.07878782959825335	0.022912657323793387	13709.0	0.219
ENSG00000012817	0.0	0.0010469529063414872	1626.0	0.871
ENSG00000012822	0.0	0.01924590866104006	12908.0	0.669
ENSG00000012963	0.0	0.006819959384143997	7452.0	0.229
ENSG00000012983	0.009767336584384941	0.011504174299643101	10199.0	0.337
ENSG00000013016	1.3390917841730015e-05	0.002611267162440885	3823.0	0.8
ENSG00000013275	0.0	0.04367228026522132	15824.0	0.3
ENSG00000013288	0.019143565874961563	0.004409561568692528	5570.0	0.463
ENSG00000013293	0.034051466034605724	0.004035650372913358	5252.0	0.744
ENSG00000013297	0.0351334386392435	0.005110022697750564	6168.0	0.355
ENSG00000013306	0.0	0.0018226538896916721	2837.0	0.757
ENSG00000013364	1.3390917841730015e-05	0.04530839996631424	15910.0	0.673
ENSG00000013374	0.0	0.013425551809360208	11046.0	0.911
ENSG00000013375	0.10440348153629027	0.014823861656261891	11572.0	0.569
ENSG00000013392	0.0	0.0011922811497646903	1898.0	0.811
ENSG00000013441	0.03605687994630353	0.02102643070053343	13324.0	0.872
ENSG00000013503	0.14043546687791952	0.026641780889269353	14346.0	0.067
ENSG00000013523	0.0210582092442312	0.00431638850633107	5483.0	0.208
ENSG00000013561	0.0	0.01837089175155094	12698.0	0.466
ENSG00000013563	0.02959297039100168	0.005725401208602431	6647.0	0.115
ENSG00000013573	0.05156714350204574	0.012971070172573849	10850.0	0.93
ENSG00000013588	0.011359510035015901	0.007843629728481977	8172.0	0.208
ENSG00000013619	0.0031864171498736087	0.0003186417149873609	188.0	0.909
ENSG00000013725	0.0	0.006844639602923277	7475.0	0.102
ENSG00000013810	0.011488884117419289	0.03496815457976049	15275.0	0.675
ENSG00000014123	0.050954400560476204	0.020495023427091988	13204.0	0.045
ENSG00000014138	1.331518803639967e-05	0.024381403128681162	14012.0	0.772
ENSG00000014164	0.0	0.06007888755564813	16430.0	0.261
ENSG00000014216	0.010162018626706987	0.05421758427675289	16280.0	0.195
ENSG00000014257	0.007457173199308546	0.0045780353090534515	5712.0	0.883
ENSG00000014641	0.002434585576023144	0.011863562329008913	10366.0	0.389
ENSG00000014824	0.0	0.005654203948498801	6584.0	0.616
ENSG00000014914	0.0	0.0006717410665290994	1101.5	0.697
ENSG00000014919	0.08114210689626554	0.017949165185644586	12573.0	0.32
ENSG00000015133	0.11555034918007985	0.018441590863576156	12720.0	0.037
ENSG00000015153	0.0	0.019945966684892163	13078.0	0.894
ENSG00000015171	0.0335820730622788	0.00335820730622788	4596.0	0.762
ENSG00000015285	0.04862455776004179	0.0540069441246154	16270.0	0.434
ENSG00000015413	1.3390917841730015e-05	0.0014613196173397592	2400.0	0.911
ENSG00000015475	0.01589699046916272	0.03726579929467392	15455.0	0.36
ENSG00000015479	1.013742034231545	0.20007425741333143	17192.0	0.001
ENSG00000015520	0.028100850656727044	0.004090372361024483	5305.0	0.084
ENSG00000015532	0.057281004279121375	0.011342089155345104	10110.0	0.95
ENSG00000015568	0.0	0.00581853886873546	6713.0	0.742
ENSG00000015592	0.0	0.0020181736834726845	3113.0	0.153
ENSG00000015676	0.0	0.0712044831109416	16644.0	0.244
ENSG00000016082	0.020154746229155116	0.020393419147446114	13178.0	0.835
ENSG00000016391	0.006246694090081613	0.003288263691308555	4529.0	0.208
ENSG00000016402	0.010298911236473163	0.007212479790438996	7722.0	0.471
ENSG00000016490	0.04096923444889865	0.007893678171575871	8201.0	0.089
ENSG00000016864	1.3390917841730015e-05	0.0005728037904076146	593.0	0.501
ENSG00000017260	0.036526423984288285	0.01172687781423673	10304.0	0.848
ENSG00000017373	0.0	0.006351524054203289	7121.0	0.667
ENSG00000017427	0.07606190955692346	0.02249843320747589	13632.0	0.91
ENSG00000017483	0.0	0.0018969178468911684	2954.0	0.779
ENSG00000017621	0.0	0.014018481583808858	11291.0	0.684
ENSG00000017797	0.012200508309487525	0.02722184841602383	14435.0	0.438
ENSG00000018189	1.331518803639967e-05	0.003716924113287595	4971.0	0.616
ENSG00000018236	0.16806195412579622	0.0419874095577213	15743.0	0.094
ENSG00000018280	0.0012886782216158083	0.00012886782216158082	141.0	0.83
ENSG00000018408	0.022009041346513318	0.02707395375681009	14413.0	0.568
ENSG00000018510	0.04091552975414107	0.013011383954604605	10871.0	0.943
ENSG00000018610	0.0059082881752745954	0.006409356728780259	7158.0	0.677
ENSG00000018625	0.12058326169522231	0.01982359429204545	13047.0	0.096
ENSG00000018699	0.0	0.007972911093289991	8249.0	0.785
ENSG00000018869	0.0	0.0009272001050662341	1531.0	0.928
ENSG00000019102	0.0	0.01967231854053202	13016.0	0.745
ENSG00000019144	0.0	0.0024819804294045913	3694.0	0.697
ENSG00000019169	0.014471320854929078	0.013330286896704718	11007.0	0.133
ENSG00000019186	0.06089111331197188	0.006875332957820482	7495.0	0.775
ENSG00000019505	0.0	0.0009184603301398072	1525.0	0.545
ENSG00000019549	0.05710203608601844	0.017071152225871057	12311.0	0.911
ENSG00000019582	0.010357180104152552	0.020213057832935304	13139.0	0.14
ENSG00000019991	0.05088095600581581	0.023604813164466963	13864.0	0.727
ENSG00000019995	1.3296428252854283e-05	0.018253919839620023	12665.0	0.305
ENSG00000020129	0.012231330064001025	0.012941956476535203	10834.0	0.934
ENSG00000020181	0.018816330576633677	0.0035184688345371584	4754.0	0.786
ENSG00000020256	0.0	0.014591636681458957	11491.0	0.722
ENSG00000020426	1.2706607116631999e-05	0.03267836571531758	15055.0	0.876
ENSG00000020577	0.029685724887049195	0.00588656713884388	6762.0	0.63
ENSG00000020633	0.03666241826360277	0.02129960512443032	13390.0	0.36
ENSG00000020922	0.08194447490662185	0.04974782104050402	16107.0	0.331
ENSG00000021300	1.3390917841730015e-05	0.006831981429392459	7462.0	0.864
ENSG00000021355	0.04800502076226831	0.010817900156753291	9870.0	0.161
ENSG00000021488	0.05699233011958878	0.00810734895871214	8348.0	0.456
ENSG00000021574	0.15746263368703417	0.023293433244734416	13792.0	0.062
